tract,total,total_se2,race,race_ct,race_ct_se2,race_share,race_share_se2
06037480302,4533,31725.131881634497,hisp,1559,25755.859609574924,0.34392234723141407,0.0010708211907406058
06037480303,3856,23096.60849400874,white_nh,116,1561.3307341949908,0.03008298755186722,1.0360185449696926e-4
06037480303,3856,23096.60849400874,black_nh,81,1375.0796832993042,0.021006224066390043,9.179583525836166e-5
06037480303,3856,23096.60849400874,asian_nh,1700,23654.25300948809,0.4408713692946058,0.0012889475927042695
06037480303,3856,23096.60849400874,hisp,1851,31725.131881634497,0.4800311203319502,0.0017757382496459732
06037480304,4386,40487.80037139346,white_nh,271,2248.3162572407864,0.0617875056999544,1.2490964624228964e-4
06037480304,4386,40487.80037139346,black_nh,78,999.2516698847941,0.017783857729138167,5.127862851250418e-5
06037480304,4386,40487.80037139346,asian_nh,2507,33259.11623137258,0.5715914272685818,0.0010412786531514553
06037480304,4386,40487.80037139346,hisp,1461,39273.84262894836,0.3331053351573187,0.001808044776584531
06037480400,5424,87644.79263864896,white_nh,1065,38315.980081484835,0.1963495575221239,0.0011875344446768206
06037480400,5424,87644.79263864896,black_nh,142,7985.513807152557,0.026179941002949854,2.6939168412160605e-4
06037480400,5424,87644.79263864896,asian_nh,2474,53081.91905100655,0.45612094395280234,0.0011845006185189075
06037480400,5424,87644.79263864896,hisp,1567,50045.36173908223,0.28890117994100295,0.001452430713679522
06037480500,5077,55346.49532062712,white_nh,2429,26344.545966870224,0.47843214496750047,0.0015135520535393002
06037480500,5077,55346.49532062712,black_nh,66,2669.9679419074105,0.012999803033287374,1.0322090302285226e-4
06037480500,5077,55346.49532062712,asian_nh,1315,21463.585887048346,0.25901122710261965,6.886489232734798e-4
06037480500,5077,55346.49532062712,hisp,883,14341.700464703761,0.17392160724837502,4.914484177133645e-4
06037480600,8153,82328.8772276679,white_nh,3995,94617.01203795236,0.4900036796271311,0.0011260412989544972
06037480600,8153,82328.8772276679,black_nh,426,17082.251642168867,0.0522507052618668,2.536050137603433e-4
06037480600,8153,82328.8772276679,asian_nh,1501,32159.717667057765,0.18410401079357291,4.4183265456553553e-4
06037480600,8153,82328.8772276679,hisp,1771,41968.93968089725,0.21722065497362933,5.729420751222379e-4
06037480702,4347,35513.34522038784,white_nh,1555,10554.595763158137,0.3577179664136186,7.990385654883022e-4
06037480702,4347,35513.34522038784,black_nh,160,6536.89452240833,0.03680699332873246,3.4338707682512673e-4
06037480702,4347,35513.34522038784,asian_nh,1692,17082.251642168867,0.38923395445134573,6.19264261755761e-4
06037480702,4347,35513.34522038784,hisp,859,15078.944207832521,0.1976075454336324,7.245923155202487e-4
06037480703,3633,32597.25981836827,white_nh,1554,15834.66523775649,0.4277456647398844,7.478366577207308e-4
06037480703,3633,32597.25981836827,black_nh,56,1243.1518555815262,0.015414258188824663,9.360071804534776e-5
06037480703,3633,32597.25981836827,asian_nh,1213,11577.498360140797,0.33388384255436276,6.018482084747539e-4
06037480703,3633,32597.25981836827,hisp,656,23096.60849400874,0.18056702449766032,0.0016693925249070616
06037480704,4764,39515.15599449377,white_nh,1348,29596.54844282666,0.28295549958018473,0.0011646619832128403
06037480704,4764,39515.15599449377,black_nh,54,1077.5953658964718,0.011335012594458438,4.725646481389453e-5
06037480704,4764,39515.15599449377,asian_nh,1808,47893.127373176525,0.3795130142737196,0.0018594606835245834
06037480704,4764,39515.15599449377,hisp,1065,32817.13953123123,0.22355163727959698,0.0013589517762039956
06037480802,3264,48694.672074352595,white_nh,182,3549.1172476233587,0.05575980392156863,3.1892386724369893e-4
06037480802,3264,48694.672074352595,black_nh,2,18.10774105930285,6.127450980392157e-4,1.7013836130799183e-6
06037480802,3264,48694.672074352595,asian_nh,1234,35056.58669081033,0.37806372549019607,0.0026372585655678074
06037480802,3264,48694.672074352595,hisp,1796,17401.539157990042,0.5502450980392157,0.003017244799478919
06037480803,3782,34829.31606322927,white_nh,491,15228.610230873697,0.12982548915917505,0.0010236340382238785
06037480803,3782,34829.31606322927,black_nh,0,53.21458597019614,0,3.720382890971214e-6
06037480803,3782,34829.31606322927,asian_nh,1033,37369.94299757024,0.2731359069275516,0.0024309788092514387
06037480803,3782,34829.31606322927,hisp,2172,20234.846315167084,0.5742993125330513,6.115592022563148e-4
06037480804,5280,88366.14591513382,white_nh,289,3477.0558291220514,0.05473484848484848,1.342183298612367e-4
06037480804,5280,88366.14591513382,black_nh,84,1561.3307341949908,0.015909090909090907,5.5202785514726206e-5
06037480804,5280,88366.14591513382,asian_nh,2333,47893.127373176525,0.4418560606060606,0.001099087671258795
06037480804,5280,88366.14591513382,hisp,2444,134816.1971896047,0.4628787878787879,0.004156736110682571
06037480901,5316,55920.03030275035,white_nh,331,7985.513807152557,0.06226486079759217,2.7490291248669514e-4
06037480901,5316,55920.03030275035,black_nh,138,3844.753836346671,0.025959367945823927,1.3471653766093168e-4
06037480901,5316,55920.03030275035,asian_nh,2757,47893.127373176525,0.5186230248306998,0.0011625086010511453
06037480901,5316,55920.03030275035,hisp,2062,52802.17292892712,0.38788562829194884,0.0015707337714312881
06037480902,4035,59720.069105052615,white_nh,152,2545.800574643619,0.03767038413878562,1.511590400786954e-4
06037480902,4035,59720.069105052615,black_nh,49,1117.8758511100227,0.012143742255266418,6.811949985916886e-5
06037480902,4035,59720.069105052615,asian_nh,1922,19890.42968930442,0.47633209417596034,0.0020539272303727657
06037480902,4035,59720.069105052615,hisp,1829,54208.29445404237,0.4532837670384139,0.0025758406002145714
06037480903,2942,17082.251642168867,white_nh,127,1158.8954277953824,0.04316791298436438,1.3021557341083532e-4
06037480903,2942,17082.251642168867,black_nh,43,249.81291747119852,0.014615907545887152,2.8440597723769398e-5
06037480903,2942,17082.251642168867,asian_nh,1743,37605.34363134117,0.5924541128484024,0.0036520060001546937
06037480903,2942,17082.251642168867,hisp,965,23654.25300948809,0.3280081577158396,0.0025205623510076124
06037481001,4236,42218.38305263255,white_nh,520,5410.519119372511,0.12275731822474033,2.660720032957199e-4
06037481001,4236,42218.38305263255,black_nh,22,402.4353063996082,0.005193578847969783,2.236420740320019e-5
06037481001,4236,42218.38305263255,asian_nh,2468,42218.38305263255,0.5826251180358829,0.0015541540215300998
06037481001,4236,42218.38305263255,hisp,1208,30227.36301401502,0.28517469310670446,0.0014932246769938221
06037481002,6015,77517.391746196,white_nh,151,4887.242357332249,0.025103906899418122,1.337302468675042e-4
06037481002,6015,77517.391746196,black_nh,17,195.48969429328997,0.002826267664172901,5.420333534558655e-6
06037481002,6015,77517.391746196,asian_nh,2792,55920.03030275035,0.46417290108063175,0.0010839735180124682
06037481002,6015,77517.391746196,hisp,3031,129950.38848495486,0.5039068994181214,0.003047714730376766
06037481101,4391,57075.96936465849,white_nh,427,7985.513807152557,0.09724436347073559,3.86174098086709e-4
06037481101,4391,57075.96936465849,black_nh,50,427.1948707051857,0.011386927806877705,2.2540228435232733e-5
06037481101,4391,57075.96936465849,asian_nh,1915,49502.868598774956,0.4361193350034161,0.002004421633079406
06037481101,4391,57075.96936465849,hisp,1897,30439.112720688092,0.4320200409929401,0.0010262175621950252
06037481102,3926,45528.404209125925,white_nh,503,13061.224489795917,0.1281202241467142,7.989038431113767e-4
06037481102,3926,45528.404209125925,black_nh,39,478.93127373176515,0.009933774834437087,3.078076198748149e-5
06037481102,3926,45528.404209125925,asian_nh,2578,60017.55342245545,0.6566479877738156,0.0026201952450967203
06037481102,3926,45528.404209125925,hisp,788,31508.94762613058,0.20071319409067753,0.0019252503500441747
06037481103,4803,50590.811245276745,white_nh,291,6149.610591180792,0.060587133041848845,2.5852664549532226e-4
06037481103,4803,50590.811245276745,black_nh,7,94.60370839145979,0.0014574224443056423,4.0962777684771064e-6
06037481103,4803,50590.811245276745,asian_nh,2836,37841.483356583914,0.5904642931501145,8.757753412902695e-4
06037481103,4803,50590.811245276745,hisp,1669,28972.38569488456,0.347491151363731,9.911018884402997e-4
06037481201,3794,33259.11623137258,white_nh,286,6341.774373850943,0.0753821823932525,4.274415704661627e-4
06037481201,3794,33259.11623137258,black_nh,35,1077.5953658964718,0.00922509225092251,7.466530385142937e-5
06037481201,3794,33259.11623137258,asian_nh,2539,28972.38569488456,0.66921454928835,9.779718532430277e-4
06037481201,3794,33259.11623137258,hisp,887,26344.545966870224,0.23379019504480758,0.0017038996181941604
06037481202,5737,114651.19501852346,white_nh,528,9108.932844301144,0.09203416419731567,3.0626225674321904e-4
06037481202,5737,114651.19501852346,black_nh,18,1513.6593342633566,0.0031375283249084887,4.5955182810566974e-5
06037481202,5737,114651.19501852346,asian_nh,3441,63338.66095102596,0.5997908314450061,0.003177582762210043
06037481202,5737,114651.19501852346,hisp,1722,95366.45079036594,0.30015687641624544,0.0025836785505507893
06037481300,3303,20062.26845649984,white_nh,110,715.4405447104148,0.03330305782621859,6.353819851003145e-5
06037481300,3303,20062.26845649984,black_nh,0,53.21458597019614,0,4.877682640474837e-6
06037481300,3303,20062.26845649984,asian_nh,2251,19548.969429328998,0.6815016651528913,9.37794492446205e-4
06037481300,3303,20062.26845649984,hisp,931,10805.886863572952,0.28186497123826826,8.44376150637496e-4
06037481401,6356,63338.66095102596,white_nh,320,1243.1518555815262,0.05034612964128383,3.4746097875264e-5
06037481401,6356,63338.66095102596,black_nh,0,106.79871767629642,0,2.6436153268829115e-6
06037481401,6356,63338.66095102596,asian_nh,5034,52523.165898319494,0.7920075519194462,3.166521447511073e-4
06037481401,6356,63338.66095102596,hisp,916,20582.219306916973,0.14411579609817496,4.769138243741633e-4
06037481402,7304,145279.1456102586,white_nh,366,16142.127290028731,0.050109529025191675,2.9574142285360974e-4
06037481402,7304,145279.1456102586,black_nh,8,83.14779057843147,0.001095290251916758,1.5618472395726158e-6
06037481402,7304,145279.1456102586,asian_nh,5046,123032.49230882937,0.690854326396495,0.0010064723427217672
06037481402,7304,145279.1456102586,hisp,1785,74169.30737890447,0.2443866374589266,0.001227637861127056
06037481500,4492,49232.73066582903,white_nh,255,6438.964902393731,0.05676758682101514,3.112444051793834e-4
06037481500,4492,49232.73066582903,black_nh,34,923.8643397603495,0.007569011576135352,4.5645796334058564e-5
06037481500,4492,49232.73066582903,asian_nh,3275,51690.57935532746,0.7290739091718611,0.001264788444054812
06037481500,4492,49232.73066582903,hisp,832,16296.966953372568,0.18521816562778273,7.239545019726459e-4
06037481603,3574,40978.55710867417,white_nh,226,3844.753836346671,0.06323447118074986,2.881672182020444e-4
06037481603,3574,40978.55710867417,black_nh,181,19042.322225404427,0.0506435366536094,0.0014825425547005013
06037481603,3574,40978.55710867417,asian_nh,2353,36204.02620079267,0.6583659764969222,0.0014437764952734996
06037481603,3574,40978.55710867417,hisp,635,21108.821980580367,0.17767207610520425,0.0015512799213357068
06037481604,3750,17562.29155310834,white_nh,425,5500.318733197217,0.11333333333333333,3.75092683024084e-4
06037481604,3750,17562.29155310834,black_nh,42,269.39884147411794,0.0112,1.9000592186431722e-5
06037481604,3750,17562.29155310834,asian_nh,2207,15078.944207832521,0.5885333333333334,6.39706112877245e-4
06037481604,3750,17562.29155310834,hisp,1047,17723.78303969845,0.2792,0.0011630048745730813
06037481605,2933,36901.35900444379,white_nh,198,3477.0558291220514,0.06750767132628707,3.8464283928373673e-4
06037481605,2933,36901.35900444379,black_nh,0,53.21458597019614,0,6.185952225012567e-6
06037481605,2933,36901.35900444379,asian_nh,1515,44496.63251448158,0.5165359699965906,0.004028020582534693
06037481605,2933,36901.35900444379,hisp,1136,32597.25981836827,0.3873167405386976,0.0031457790700481656
06037481606,5135,66749.19854768527,white_nh,256,4887.242357332249,0.0498539435248296,1.7905425383400646e-4
06037481606,5135,66749.19854768527,black_nh,211,13622.934008370212,0.04109055501460565,5.123679129457069e-4
06037481606,5135,66749.19854768527,asian_nh,3297,67694.86608586393,0.642064264849075,0.0015237180833634636
06037481606,5135,66749.19854768527,hisp,1260,48426.751415822095,0.2453748782862707,0.0016841429488770798
