tract,baplus,total,baplus_se2,total_se2,baplus_share,baplus_share_se2
06037111201,979,2536,10200.201402426068,29387.755102040814,0.3860410094637224,0.0022670064955748587
06037111202,1315,3530,25190.085087905696,36204.02620079267,0.37252124645892354,0.0016183403366979226
06037111204,2629,4524,34016.31544424017,23096.60849400874,0.5811229000884174,0.0012809422744244209
06037111205,1097,2576,11091.545717426854,11708.687096386766,0.42585403726708076,0.0013514856233399512
06037111206,1215,3453,19531.2312340056,37135.281455271106,0.3518679409209383,0.0012524709685874226
06037111301,1749,4853,44816.65912177455,45011.04017886013,0.3603956315681022,0.0016546809885310744
06037111302,1685,3549,22278.064688981067,23281.75090769671,0.47478162862778245,0.0013520767139304087
06037111400,1460,5803,37799.355142690845,72195.93314917639,0.2515940031018439,9.86772801337559e-4
06037113101,991,2704,13270.387376317662,31508.94762613058,0.3664940828402367,0.0012361386727652445
06037113102,1216,2342,7958.167422695652,6835.117931282971,0.5192143467122118,0.001114963042470815
06037113211,1327,2983,12037.952347077355,9460.370839145979,0.44485417365068725,0.0011424432302628686
06037113212,999,2508,16455.132528339538,11447.048715366636,0.39832535885167464,0.002327306747683166
06037113213,1290,3688,21387.45946545209,30227.36301401502,0.3497830802603037,0.0013005476452998589
06037113231,830,1654,5631.137923707283,2424.5895732670615,0.501813784764208,0.0018351995858895832
06037113232,1286,3157,15369.407156253175,24981.291747119853,0.40734874881216343,0.0011261745441087127
06037113233,875,5190,30145.3238606443,80249.07382599937,0.16859344894026976,0.0010344609711940883
06037113234,635,3131,10370.931532413779,28765.80962851415,0.20281060364100925,9.372213917791416e-4
06037113235,430,1347,3574.6159034007446,5233.137166138524,0.3192279138827023,0.001676207191907693
06037113237,1078,2950,13030.552193715874,25755.859609574924,0.36542372881355933,0.0011021265519088408
06037113301,953,1740,7049.084912371467,7662.900379708242,0.5477011494252874,0.0015690297597136737
06037113303,917,3074,9430.807180273647,20234.846315167084,0.2983083929733247,8.07468134119545e-4
06037113321,1799,4251,47649.22718747979,47362.459696418184,0.4231945424605975,0.002167390328402351
06037113322,1201,3420,20325.7545661995,21821.306159403553,0.35116959064327485,0.0015077074411382792
06037113401,1310,4301,17963.248676564333,41968.93968089725,0.30458033015577773,7.605885797024991e-4
06037113421,805,4312,8610.415646566458,43985.18121599024,0.18668831168831168,3.806427174634049e-4
06037113422,1208,4768,30210.36391016343,70571.77963987768,0.2533557046979866,0.0011296130367235353
06037115101,1958,3801,18473.96088358385,17401.539157990042,0.5151275980005262,9.590762067305445e-4
06037115103,167,341,1026.9676000776046,3549.1172476233587,0.4897360703812317,0.016152190948138474
06037115104,1176,2548,16040.502212655094,24408.12631073253,0.46153846153846156,0.0016698444848116099
06037115201,1566,4244,50308.108757310074,64568.509160114925,0.36899151743638076,0.002305011642777214
06037115202,1383,3410,21589.600982991655,47362.459696418184,0.4055718475073314,0.001186696013849987
06037115301,1369,3235,14612.207943385592,18212.69204829963,0.4231839258114374,0.0010846011083719027
06037115302,458,2526,3026.5795770549057,14341.700464703761,0.18131433095803642,4.0044311926703066e-4
06037115401,1151,4228,13793.664138357923,25561.109006753446,0.27223273415326393,6.656592129448523e-4
06037115403,617,2410,5152.576195711422,26939.88414741179,0.2560165975103734,0.0011911532831288898
06037115404,475,2137,6209.107454661358,8537.984682329246,0.22227421619092186,0.0012672594692117413
06037117101,1316,3401,13341.340157611256,23096.60849400874,0.38694501617171423,8.544425605464634e-4
06037117102,394,1949,2806.330318456038,13340.601066139447,0.2021549512570549,5.95257303021098e-4
06037117201,626,2697,10064.947663085151,23467.6324128565,0.232109751575825,0.0012099067284480833
06037117202,682,1943,5280.06947459835,10060.882659990206,0.3510036026762738,0.001070269331932763
06037117301,1174,2934,15374.21125081993,14196.468990493435,0.4001363326516701,0.0015219198177523728
06037117302,1373,3681,11527.609685793737,17401.539157990042,0.3729964683509916,6.720854183580484e-4
06037117303,741,2503,10089.337681654824,17562.29155310834,0.29604474630443467,0.0013647441987662615
06037117404,1006,3178,16776.267772840234,27946.896277750573,0.31655129011957206,0.0013837915004749194
06037117405,152,1924,2148.169362810765,13340.601066139447,0.079002079002079,5.578150296905123e-4
06037117407,90,2043,743.8955663750335,7985.513807152557,0.04405286343612335,1.7451480416733056e-4
06037117408,205,1850,1780.1018098502411,10805.886863572952,0.11081081081081082,4.813487036617065e-4
06037117510,133,2052,1490.008407165492,20408.163265306124,0.06481481481481481,3.335011259721209e-4
06037117520,259,2207,3494.7940244454503,18542.326844726118,0.11735387403715451,6.650648305101124e-4
06037117530,507,3602,11822.507183045243,42218.38305263255,0.14075513603553583,8.467499722325132e-4
06037119001,382,2709,3267.5233968644047,10554.595763158137,0.14101144333702473,4.1664890696466124e-4
06037119002,594,4955,12015.410057187202,64877.81894106669,0.11987891019172553,4.514109921029644e-4
06037119201,361,2552,3896.859785109154,20234.846315167084,0.1414576802507837,5.361759016915795e-4
06037119202,259,3054,5742.001644478525,33037.758335566,0.0848068107400131,5.901615967464729e-4
06037119310,330,2536,11360.205467429161,21285.834388078456,0.13012618296529968,0.0017103514114156888
06037119320,435,2931,7369.481065400357,4e4,0.14841351074718526,7.552786369575598e-4
06037119340,110,2065,1044.336249665099,12922.644838831866,0.053268765133171914,2.3630728966581689e-4
06037119341,483,2022,3873.947949483098,10932.641050988072,0.23887240356083086,7.949477546684299e-4
06037119342,288,1840,2762.3543758834453,7139.993163403887,0.1565217391304348,7.642460101476309e-4
06037119400,490,3687,8312.561783427722,33927.62446762317,0.13289937618660158,5.674077817352101e-4
06037119700,1086,3467,17141.378959913523,28559.972653615547,0.3132391116238823,0.0011929288043284947
06037119800,873,4225,13984.34973808446,25367.097495403774,0.20662721893491123,7.227369568867537e-4
06037119900,655,3471,7899.040104950988,31942.05522861023,0.18870642466148085,5.612275140611768e-4
06037120010,342,1709,3428.645337718609,7037.628994558438,0.20011702750146285,0.0010774236019263626
06037120020,391,2492,6454.116277565801,18708.252880147076,0.15690208667736757,9.651352311582504e-4
06037120030,126,1572,1210.262285086058,12106.687853955524,0.08015267175572519,4.582756544002805e-4
06037120103,84,1938,921.2775196090205,24029.711477166693,0.043343653250773995,2.573113985534132e-4
06037120104,273,1494,2132.278896166887,12240.832956088729,0.1827309236947791,0.0011384258750613962
06037120105,260,1837,1882.4659786956884,8204.284882807808,0.14153511159499182,5.091364861829837e-4
06037120106,328,2456,4827.745493851682,24218.549348213706,0.13355048859934854,7.287527443768478e-4
06037120107,107,1946,618.250016167626,14930.017276263154,0.05498458376156218,1.751789593059135e-4
06037120108,545,3004,13491.745272124243,29179.700852726783,0.1814247669773635,0.001388660768347106
06037120300,793,3828,9871.305697471384,48694.672074352595,0.20715778474399163,8.162512181255491e-4
06037120400,916,4783,18945.870788333443,78195.87771731599,0.19151160359606942,7.027950315200398e-4
06037121010,934,3226,35164.49404569433,73838.56394527026,0.28952262864228145,0.0027841728139888855
06037121020,315,2450,2155.929823264752,17886.013617760364,0.12857142857142856,4.084292509765787e-4
06037121101,335,2013,2561.691041287497,14781.829436165592,0.16641828117237953,5.311495201937863e-4
06037121102,389,1734,4317.033286832162,18542.326844726118,0.2243367935409458,0.001125416781583541
06037121210,395,2148,4328.858750381094,13200.54323223178,0.18389199255121041,8.414708418929457e-4
06037121221,261,1615,1584.6121155569515,10183.202298574475,0.16160990712074302,7.095149269711405e-4
06037121222,271,3040,6083.831450189855,28150.51597823375,0.08914473684210526,6.341029017940703e-4
06037121600,543,1844,6772.295156179266,19548.969429328998,0.294468546637744,0.0014931378239657674
06037121801,321,1882,4010.3103260317257,24981.291747119853,0.17056323060573858,0.0013374260599196225
06037121802,340,2385,3898.7075137886754,39273.84262894836,0.14255765199161424,8.25715827442543e-4
06037121900,307,2642,6339.926645171424,22363.429753974928,0.1161998485995458,8.650178654242704e-4
06037122000,867,4407,16592.973087831782,84788.94319158174,0.19673247106875424,0.0010233227855922977
06037122120,279,2967,5153.684832919133,36435.731377204575,0.09403437815975733,5.488417963115216e-4
06037122121,271,1800,1866.2059663159064,11317.338162064281,0.15055555555555555,4.968136239619889e-4
06037122122,72,1492,668.877781986493,10306.261028630557,0.04825737265415549,2.8969375054187257e-4
06037122200,242,2364,2508.4764553173013,23841.612697591485,0.10236886632825719,4.0415722258110875e-4
06037122410,243,2038,2815.568961853641,17401.539157990042,0.11923454367026497,6.183238368931107e-4
06037122420,366,2779,4404.246080505538,23654.25300948809,0.1317020510975171,5.171610919477914e-4
06037123010,169,2425,1359.9283081272345,11577.498360140797,0.06969072164948453,2.216939105082176e-4
06037123020,207,2311,1572.047560536211,13622.934008370212,0.08957161401990481,2.738861948359569e-4
06037123103,745,2764,10635.156733585241,22728.540941048217,0.2695369030390738,0.0011759532060562103
06037123104,503,3165,7804.4363965595285,27946.896277750573,0.15892575039494472,7.086364359712307e-4
06037123203,143,2207,1905.7473600576493,15078.944207832521,0.06479383778885364,3.7825896717054794e-4
06037123204,260,2075,2325.9208617806567,12106.687853955524,0.12530120481927712,4.960583231260326e-4
06037123205,217,1668,2135.23526205412,9225.339751110947,0.13009592326139088,7.11336274491065e-4
06037123206,203,1817,2354.375883445275,4972.607422326105,0.11172261970280682,6.943255232086999e-4
06037123301,891,3112,11537.217874927246,33481.21321865097,0.28631105398457585,9.079031749124677e-4
06037123303,487,2210,4209.495477684057,12375.717149693739,0.22036199095022624,7.388337648712675e-4
06037123304,850,2947,16088.912704058535,18542.326844726118,0.28842891075670174,0.0016749192302491136
06037123410,558,3004,11232.712188542235,34829.31606322927,0.18575233022636484,0.0011115853482950905
06037123420,518,2769,7542.05892406759,29179.700852726783,0.18707114481762369,8.504748112227583e-4
06037123510,734,3297,9432.654908953169,35742.833122384305,0.22262663026994237,7.047837422531368e-4
06037123520,486,1660,7236.075054738962,8650.696131780009,0.2927710843373494,0.002356866538390704
06037123601,1322,3907,13284.799660017923,26740.69899575946,0.3383670335295623,6.697302297622905e-4
06037123602,1073,2476,12643.268262488335,18874.918007039843,0.4333602584814216,0.0014841244348118092
06037123700,840,3022,16360.898365683983,48963.331824354915,0.27796161482461945,0.0013772661567178206
06037123800,1461,4463,48118.91981781395,50590.811245276745,0.32735827918440513,0.002143621011494838
06037123901,778,2770,10879.796010753782,19042.322225404427,0.2808664259927798,0.0012221747117881357
06037123902,986,2051,14321.00590349313,13061.224489795917,0.4807411019015115,0.002686824849095051
06037124000,2257,3683,46611.91230679687,28150.51597823375,0.6128156394243823,0.002656951018334953
06037124102,977,2829,13647.324026939883,26939.88414741179,0.3453517143867091,0.001303754708100894
06037124103,206,1380,1598.654853521309,9225.339751110947,0.1492753623188406,7.31508807781499e-4
06037124104,331,1785,2634.4915512606126,11447.048715366636,0.1854341736694678,7.0330100620238e-4
06037124105,435,1740,4747.18452342458,5410.519119372511,0.25,0.0014562779358117974
06037124201,465,2349,7730.896795114604,17886.013617760364,0.1979565772669221,0.0012740584592882064
06037124203,286,1933,3397.603495902662,8204.284882807808,0.1479565442317641,8.612369406930811e-4
06037124204,435,1849,6710.211472547372,15379.015345386684,0.23526230394808004,0.0017137611469759098
06037124300,508,2593,10825.842333311775,36901.35900444379,0.19591207096027768,0.0013994649874361088
06037124400,1442,3139,19871.952402509214,16296.966953372568,0.4593819687798662,0.0016677396627964225
06037124500,801,2157,8931.92043680306,20234.846315167084,0.3713490959666203,0.0013200076070551498
06037124600,1199,2419,10154.377731173956,8426.012324350293,0.49565936337329475,0.0013815612880453449
06037124700,2493,4184,52042.7564416441,35742.833122384305,0.5958413001912046,0.002247995802600571
06037124902,877,2087,13537.938489112259,12922.644838831866,0.4202204120747484,0.0025842756098903574
06037124903,1166,2863,18077.807854694616,25367.097495403774,0.4072651065316102,0.0016921664624791792
06037125100,2109,4761,42809.28668434327,57075.96936465849,0.44297416509136733,0.001394508424244853
06037125200,1175,2716,11036.85294851304,26740.69899575946,0.4326215022091311,0.0021746545659059166
06037125310,1280,3466,26923.254589296106,35284.59640986318,0.36930178880553954,0.0018405660305865392
06037125320,1692,4085,51205.365804085326,77856.26518602007,0.4141982864137087,0.002268101963265465
06037125401,1818,3638,43070.9250653634,39273.84262894836,0.4997251236943375,0.002513271349115594
06037125402,1637,3324,17503.533781099584,22363.429753974928,0.4924789410348977,0.0010932785082840009
06037125501,934,2618,12558.272743230384,21285.834388078456,0.3567608861726509,0.0014369939456186558
06037125502,1690,2992,35974.1687530603,30864.82940844966,0.5648395721925134,0.0029185379006099747
06037125600,1091,2079,13480.289354311211,12511.340434770558,0.5247715247715248,0.002321678025775646
06037127102,679,3728,12701.286943025287,53925.59196607569,0.1821351931330472,7.851786960289779e-4
06037127103,438,1969,4545.782097356824,24218.549348213706,0.22244794311833418,0.0014816219950102745
06037127104,515,2292,8048.706127992166,15530.159551371476,0.22469458987783594,0.0013828782891340786
06037127210,564,3584,9851.35022773256,36901.35900444379,0.15736607142857142,6.957947092731229e-4
06037127220,578,3351,7060.9103759204,17723.78303969845,0.1724858251268278,5.81840482546724e-4
06037127300,964,3365,13195.000046193218,39515.15599449377,0.2864784546805349,8.789011035122212e-4
06037127400,553,4097,7733.4836152659345,35973.06011585258,0.13497681230168415,4.2168169933056647e-4
06037127520,264,2666,2075.7383985735532,23467.6324128565,0.09902475618904726,3.244237133165259e-4
06037127603,240,1765,1708.0403913489342,9818.46065723709,0.1359773371104816,4.900123304047992e-4
06037127604,596,2285,10641.069465359706,17886.013617760364,0.2608315098468271,0.0018049842579288037
06037127605,321,2611,5685.830692621096,40732.8091942979,0.12294140176177709,7.43718984728e-4
06037127606,615,2286,6612.651398268677,25173.82507552591,0.2690288713910761,0.001614040348253969
06037127711,711,2326,8962.2231871472,12922.644838831866,0.3056749785038693,0.0014333404680181591
06037127712,519,2057,7369.850611136261,9698.358293068246,0.25230918813806513,0.0015958535732157359
06037127803,538,2881,10851.340989089162,33927.62446762317,0.18674071502950365,0.0011648224242172772
06037127804,879,2983,11247.124472242496,17241.52585434355,0.294669795507878,0.0010957205154966724
06037127805,462,2600,7379.458800269768,23096.60849400874,0.1776923076923077,9.83756455184264e-4
06037127806,442,2050,3325.17253166545,16452.54570818821,0.21560975609756097,9.732329212022409e-4
06037127910,458,2980,4979.628791308284,41225.04411452223,0.15369127516778525,6.703983931717683e-4
06037127920,512,2948,6936.003917184799,17562.29155310834,0.17367706919945725,7.371393382568947e-4
06037128101,717,2583,10368.714257998356,11708.687096386766,0.2775842044134727,0.0014188672656164209
06037128102,387,3258,4695.078574662097,41472.27021184209,0.11878453038674033,4.974526082497476e-4
06037128210,325,3075,5217.246699494645,23467.6324128565,0.10569105691056911,5.240371922894826e-4
06037128220,645,2174,5513.622379689767,25951.349303868225,0.296688132474701,0.0016499163410992512
06037128302,544,2991,7299.636921314475,26344.545966870224,0.18187897024406552,7.185448465459011e-4
06037128303,200,2167,3713.195554364797,17723.78303969845,0.09229349330872173,7.585832617981418e-4
06037128400,1158,2899,16333.92152696298,23841.612697591485,0.3994480855467403,0.0014908952150804768
06037128500,1579,3389,15968.071248417882,14487.671030385898,0.46591915019179697,0.001116475380943836
06037128601,894,3109,10788.148668249554,28765.80962851415,0.28755226761016406,8.700303793814698e-4
06037128602,1183,2658,17643.961160743158,35742.833122384305,0.44507148231753196,0.0014952252433785185
06037128702,2494,4637,51009.50656405613,44496.63251448158,0.5378477463877507,0.0017736918244649845
06037128801,1289,2569,15978.418529023196,15988.026718156705,0.5017516543402102,0.0018111803286728803
06037128802,2367,3795,61749.98383237405,20757.014439999628,0.6237154150197628,0.0037269113892396473
06037128910,1841,3218,28899.21563917555,27946.896277750573,0.572094468614046,0.0019074281319240195
06037131010,796,4015,16502.064836799364,30439.112720688092,0.19825653798256537,9.494678627732266e-4
06037131020,694,3923,10009.885348435435,58537.52275015936,0.17690542951822585,7.69454375385236e-4
06037131100,588,2257,8151.80938830942,11447.048715366636,0.2605228178998671,0.0014477429861406831
06037131200,790,2363,13978.437006309992,15228.610230873697,0.3343207786711807,0.0021985740111143967
06037131300,816,3698,9324.008462597352,29806.080875084306,0.2206598161168199,5.7569363481746e-4
06037131400,1296,4344,23469.48014153602,30439.112720688092,0.2983425414364641,0.0011001472001408875
06037131600,651,3394,12207.94338559326,65498.655777385655,0.19180907483794932,0.001268980526888353
06037131701,982,3510,13777.773671714043,22001.274932788867,0.2797720797720798,9.78537569825224e-4
06037131702,538,2490,8009.903825722231,20234.846315167084,0.21606425702811244,0.0011395404997762244
06037131800,883,4179,18495.394536266296,55346.49532062712,0.21129456807848768,9.175670406702303e-4
06037131900,838,3231,12810.302935117006,21463.585887048346,0.25936242649334573,0.0010888091525275792
06037132001,799,2348,9523.932705721492,10932.641050988072,0.3402896081771721,0.001497879502970997
06037132002,733,2265,10695.02314280171,16923.716521465984,0.3236203090507726,0.0017392220700189313
06037132101,1026,3362,15943.311684112306,42218.38305263255,0.30517549077929806,0.0010626717766387581
06037132102,1163,3971,23410.352823791352,32817.13953123123,0.2928733316544951,0.0013060864539626194
06037132300,1131,4837,28570.68947995676,71869.62426437302,0.2338226173247881,0.0010532040119154674
06037132501,568,3119,8496.965105643887,25561.109006753446,0.1821096505290157,7.863005565322614e-4
06037132502,656,2605,10054.230836743933,31942.05522861023,0.25182341650671786,0.0011831115192036492
06037132700,714,3376,7776.720466366719,15988.026718156705,0.21149289099526067,6.19580167850439e-4
06037132900,957,2752,8359.86363762345,15078.944207832521,0.3477470930232558,8.630610690445652e-4
06037133000,686,3165,15064.162378396355,31293.502462098466,0.21674565560821485,0.0013570659503406972
06037133100,1332,4257,25561.109006753453,61214.88160678485,0.3128964059196617,0.001079785039334009
06037134001,243,2487,2686.5975000230965,30651.60151883297,0.097708082026538,4.816722604271369e-4
06037134002,458,2775,4522.500715994863,38793.433172272984,0.16504504504504505,7.245163440585404e-4
06037134101,1113,3976,23972.801433837456,63338.66095102596,0.27992957746478875,0.0012024832574322238
06037134103,526,3316,9616.319139697527,26147.57808963332,0.1586248492159228,8.147067304718228e-4
06037134104,822,2975,11772.988054434089,18542.326844726118,0.27630252100840336,0.0011702461300722332
06037134201,730,3226,8516.551029646806,51690.57935532746,0.22628642281463113,0.0010726735660110671
06037134302,752,2623,9122.606036529596,23281.75090769671,0.2866946244757911,0.001047798708341936
06037134303,1184,4359,17561.922007372435,37369.94299757024,0.27162193163569626,7.791651686600801e-4
06037134304,618,2101,3667.002337376779,8993.265028963146,0.2941456449309853,6.544536858124632e-4
06037134305,215,2611,3929.3798098687184,21285.834388078456,0.08234392952891613,5.552108703650211e-4
06037134306,643,2725,10772.627747341581,21642.076477490045,0.23596330275229357,0.0012884606334546789
06037134421,1635,2777,23035.26390184865,16142.127290028731,0.5887648541591646,0.0022614502488394125
06037134422,1632,3667,17479.513308265814,16452.54570818821,0.44505044995909465,0.0010575501274381939
06037134423,1157,2657,10756.737280697702,15988.026718156705,0.43545351900639817,0.0010942599803719334
06037134424,1328,2026,8203.545791336,3695.457359041398,0.6554787759131293,0.0016117675482923127
06037134520,658,3836,16923.716521465987,26542.252935578937,0.17153284671532848,0.0010970346020567495
06037134521,128,1968,1697.6931107436185,17082.251642168867,0.06504065040650407,4.1967989283471263e-4
06037134522,322,2354,4657.384909599874,22181.98279764599,0.13678844519966016,7.655827754383037e-4
06037134710,627,3677,8905.682689553867,40487.80037139346,0.1705194451998912,5.716150641348038e-4
06037134720,799,3193,8802.57942923661,27541.874151199638,0.2502348888192922,6.942425963382804e-4
06037134800,1092,4554,25220.38783824983,46309.99344056319,0.23978919631093545,0.001087695040113023
06037134901,963,2098,14238.96675012241,10060.882659990206,0.45900857959961866,0.00275337142765494
06037134903,1586,4189,42858.80581295442,48426.751415822095,0.3786106469324421,0.0020468198486023963
06037134904,794,3189,11993.97640450476,56496.521650760806,0.24898087174662903,0.0015237663929535826
06037134905,1944,3311,24450.99361609741,32597.25981836827,0.5871337964361221,0.0012053456011423068
06037135102,1459,2781,26708.548516735802,11840.614924104546,0.5246314275440489,0.0030320245667817655
06037135111,1154,2287,13731.210908990124,14196.468990493435,0.5045911674682991,0.0019342069460064008
06037135113,1122,2280,14667.639803771215,13061.224489795917,0.4921052631578947,0.002213110677567435
06037135114,2279,3576,51077.5029794625,49232.73066582903,0.6373042505592841,0.002430547671241982
06037135201,960,1936,8522.833307157178,9818.46065723709,0.49586776859504134,0.0016297935380538801
06037135202,1214,3140,10439.667039291951,26344.545966870224,0.3866242038216561,6.59431392045687e-4
06037135203,2470,5315,54120.71211463308,41968.93968089725,0.464722483537159,0.001594974965739701
06037137000,1805,3580,19923.31925979989,13061.224489795917,0.5041899441340782,0.0012954541086707186
06037137103,2203,3965,55193.5033859628,31078.79638953816,0.5556116015132408,0.002900495782082602
06037137104,1126,2105,15110.725141120276,11840.614924104546,0.534916864608076,0.00264559516883471
06037137201,2190,4290,46492.54903409983,58832.05070167496,0.5104895104895105,0.001693152268525545
06037137301,730,1603,4404.985171977346,5774.152123502185,0.45539613225202746,0.0012482478673410272
06037137302,1872,3313,21281.030293511703,11188.366700233737,0.5650467853908844,0.0016134185882135802
06037137401,1601,3014,18009.44189355235,15988.026718156705,0.5311877903118779,0.0014859050578768889
06037137402,1957,3790,44105.65312589499,33259.11623137258,0.5163588390501319,0.0024531918472346175
06037137501,1438,3141,26528.210197614582,41968.93968089725,0.45781598217128305,0.0017972759261523413
06037137502,1794,3267,26918.450494729354,22181.98279764599,0.549127640036731,0.001895354801950635
06037137504,866,1472,5394.628652728633,15078.944207832521,0.5883152173913043,0.004898353659733875
06037138000,1903,3556,23691.2075830785,23467.6324128565,0.5351518560179978,0.0013420473132313025
06037139001,2018,4003,49091.56419471365,28972.38569488456,0.5041219085685735,0.0026041269698199873
06037139200,1965,4348,42939.36678338153,47627.42398906145,0.4519319227230911,0.0017567649673955682
06037139301,1361,3423,23613.60297853863,35973.06011585258,0.39760444054922583,0.001529978324911446
06037139302,1090,3841,27247.715745419944,54491.73603348085,0.28378026555584485,0.0015494471176209026
06037139303,1198,3314,12711.264677894696,26939.88414741179,0.36149668074834035,8.368481052493664e-4
06037139401,1025,2201,13835.053260779187,9939.302112877745,0.46569741026806,0.0024109226878157625
06037139402,1063,1902,8250.478099795826,7769.69909738454,0.5588853838065194,0.0016097920807100587
06037139502,1149,2333,22551.898079286035,21463.585887048346,0.49249892841834547,0.0031868726020190968
06037139503,1948,4489,65244.40831108359,50864.64463558172,0.43394965471151703,0.002762425472380436
06037139504,1335,3155,20082.593471974575,21285.834388078456,0.4231378763866878,0.0016346610696196938
06037139600,2149,3793,41433.83745530806,49502.868598774956,0.5665699973635645,0.001775464475643666
06037139701,2689,4135,63939.911863341986,62728.1713953123,0.6503022974607013,0.0021880986113752333
06037139702,3002,4353,37529.58675548082,28354.874770188748,0.6896393291982541,0.001268902648155852
06037139703,1310,2138,11013.202021415176,7985.513807152557,0.6127221702525725,0.0017534753301663318
06037139801,1729,2583,18043.809646991434,19890.42968930442,0.6693766937669376,0.0013686680222670935
06037139802,1799,2951,22762.5391487514,33704.04929740117,0.6096238563198916,0.0011754998726023183
06037141101,2160,3544,50357.62788592123,36435.731377204575,0.6094808126410836,0.002931779359688354
06037141102,1471,2277,22221.524191387736,15988.026718156705,0.6460254721124287,0.0029989877306281928
06037141201,1758,3366,22968.376123650003,18542.326844726118,0.5222816399286988,0.0015808035994015783
06037141202,1503,2274,20340.16684989976,13061.224489795917,0.6609498680738787,0.002830031733563203
06037141302,3065,4856,74376.6225367467,78536.22934008371,0.6311779242174629,0.0018272933417703982
06037141303,1622,2753,22828.318289742332,17241.52585434355,0.5891754449691246,0.0022223627112738942
06037141304,1382,2332,20222.28176014634,12375.717149693739,0.5926243567753001,0.0029193142825783922
06037141400,2322,3800,25986.086603043208,19548.969429328998,0.6110526315789474,0.0012940989214101218
06037141500,1389,2123,12399.737622527507,12922.644838831866,0.6542628356099859,0.0015238241698988266
06037141600,2223,3125,22099.20455280347,11447.048715366636,0.71136,0.0016697978452425452
06037141700,1701,2384,31807.540580741126,15988.026718156705,0.7135067114093959,0.004164396952321371
06037143100,2127,3707,31143.836439057286,44753.46680093495,0.5737793363906124,0.0011941608485160082
06037143200,1999,3221,34554.743581452494,28765.80962851415,0.6206147159267308,0.0022627073337037505
06037143300,2813,5369,62690.84727598599,44240.53731950001,0.5239336934252189,0.0017534950821229591
06037143400,2778,4966,58295.10074740625,44753.46680093495,0.5594039468385018,0.0017959528806139162
06037143500,2387,3720,45438.60459530123,18212.69204829963,0.6416666666666667,0.0027416306508317497
06037143602,2160,3612,36981.550429134986,31293.502462098466,0.5980066445182725,0.0019768162425788335
06037143603,1236,1885,11476.24282850306,9578.995020371209,0.6557029177718833,0.0020707355163053828
06037143604,1812,2532,23336.81322234643,24218.549348213706,0.7156398104265402,0.0017054244636750904
06037143700,2153,3255,29604.308903280642,30016.35239881376,0.6614439324116743,0.0015546836675718624
06037143800,2926,4293,66645.7257416321,43223.54745429181,0.6815746564174238,0.002526688394606475
06037143901,2158,3005,20458.791031124987,22001.274932788867,0.7181364392678868,0.0010091106861787
06037143902,1690,2345,20201.58719893571,11973.281843294131,0.720682302771855,0.0025427904722171704
06037181000,2620,4768,50147.725907927685,44496.63251448158,0.549496644295302,0.001614867815265829
06037181300,1692,3121,19586.66309439122,25367.097495403774,0.5421339314322332,0.0012454046682434932
06037181400,1391,3422,15426.686745318317,30651.60151883297,0.4064874342489772,8.848835136283162e-4
06037181500,1140,2986,15619.589619460277,16142.127290028731,0.38178164768921635,0.001487939241763785
06037181600,1056,2291,7087.517668905497,7556.840753503755,0.4609340899170668,0.001044450882933612
06037183101,1060,2615,14458.47691724947,24598.442364723167,0.40535372848948376,0.0015232997426870868
06037183103,563,2919,6296.6897940706385,34602.784527120035,0.19287427201096266,8.900740401998775e-4
06037183104,576,1705,8366.14591513382,8537.984682329246,0.3378299120234604,0.002542707351692712
06037183220,491,2779,8764.885764174389,29179.700852726783,0.1766822598056855,0.001016982494369979
06037183221,686,2161,7161.057270350422,11317.338162064281,0.31744562702452567,0.0012892272842965594
06037183222,1035,2674,9805.89610221635,23654.25300948809,0.3870605833956619,8.757861950885339e-4
06037183300,520,2401,4376.160604576824,13061.224489795917,0.21657642648896294,6.528446199454372e-4
06037183401,653,1690,4955.608318474515,8426.012324350293,0.3863905325443787,0.0012946411306214833
06037183402,660,2001,3712.456462892989,8650.696131780009,0.32983508245877063,6.921419372462759e-4
06037183510,396,1876,2817.047144797258,13200.54323223178,0.21108742004264391,6.333107556643474e-4
06037183520,451,2375,3839.580196044012,22181.98279764599,0.18989473684210526,8.225086300739493e-4
06037183610,364,2262,2568.3428645337717,21642.076477490045,0.16091954022988506,6.114880310414989e-4
06037183620,425,1945,2620.8183590321596,10060.882659990206,0.2185089974293059,5.658037218613682e-4
06037183701,650,2668,8568.287432673385,27541.874151199638,0.2436281859070465,9.740558808848616e-4
06037183702,752,2008,10526.510287229423,21821.306159403553,0.3745019920318725,0.0018516655700097154
06037183810,664,2987,9777.441080551733,20408.163265306124,0.2222966186809508,9.828277897632632e-4
06037183820,292,2423,4226.494581535647,29806.080875084306,0.12051176227816757,6.461700252240561e-4
06037185100,1974,5074,48054.98840550253,117134.54236379931,0.38904217579818684,0.001177924564424361
06037185202,1094,2840,17489.121497399323,29387.755102040814,0.3852112676056338,0.0016276953359454474
06037185203,452,2305,4862.482793026671,13908.223316488205,0.19609544468546639,8.145386089335075e-4
06037185204,781,1495,5640.007021368982,4310.381463585887,0.52240802675585285,0.0019971410543596856
06037185310,176,2132,1806.7091028353398,29179.700852726783,0.0825515947467167,4.412265896693979e-4
06037185320,225,2031,2154.451640321135,17723.78303969845,0.11078286558345643,4.69563331209614e-4
06037186100,1658,3723,19101.449543149083,22363.429753974928,0.44533977974751543,0.0010581092808462924
