tract,agecat,total,total_se2,age_ct,age_ct_se2,age_share,age_share_se2
06037481401,over65,6356,63338.66095102596,844,11708.687096386766,0.13278791692888608,2.6218295214130885e-4
06037481402,under18,7304,145279.1456102586,1145,27744.0156687392,0.156763417305586,4.531308712910253e-4
06037481402,over65,7304,145279.1456102586,1132,14930.017276263154,0.15498357064622126,3.4527002390464834e-4
06037481500,under18,4492,49232.73066582903,683,8878.33630509696,0.1520480854853072,3.8359197881986763e-4
06037481500,over65,4492,49232.73066582903,1163,5960.403174397871,0.2589047195013357,4.589416770130636e-4
06037481603,under18,3574,40978.55710867417,676,5145.554826729243,0.18914381645215445,5.176021322980915e-4
06037481603,over65,3574,40978.55710867417,490,3127.8351086926396,0.1371012870733072,3.0517138258619533e-4
06037481604,under18,3750,17562.29155310834,596,3621.9177575964745,0.15893333333333334,2.2601228141288105e-4
06037481604,over65,3750,17562.29155310834,595,3477.0558291220514,0.15866666666666668,2.158167600289295e-4
06037481605,under18,2933,36901.35900444379,516,3549.1172476233587,0.1759290828503239,5.453366772259237e-4
06037481605,over65,2933,36901.35900444379,557,3127.8351086926396,0.18990794408455505,5.183015782850633e-4
06037481606,under18,5135,66749.19854768527,1034,20062.26845649984,0.20136319376825706,6.582081136724903e-4
06037481606,over65,5135,66749.19854768527,784,6341.774373850943,0.15267770204479064,2.995169480861615e-4
06037481711,under18,4249,49502.868598774956,485,6438.964902393731,0.11414450458931513,3.209257391244885e-4
06037481711,over65,4249,49502.868598774956,928,11840.614924104546,0.21840433043068957,5.250529087086685e-4
06037481712,under18,5589,70895.1321587938,769,6936.0039171848,0.13759169797817142,2.650118225244541e-4
06037481712,over65,5589,70895.1321587938,969,6936.0039171848,0.17337627482555018,2.9026754204099247e-4
06037481713,under18,2910,32159.717667057765,432,6245.322936779963,0.14845360824742268,6.538151228144578e-4
06037481713,over65,2910,32159.717667057765,500,3621.9177575964745,0.1718213058419244,5.398324286093331e-4
06037481714,under18,2711,21821.306159403553,409,2607.5147125396106,0.15086683880486906,4.223656431961768e-4
06037481714,over65,2711,21821.306159403553,651,2669.9679419074105,0.2401327923275544,5.344928544946727e-4
06037481800,under18,2931,10805.886863572952,545,5590.857438493732,0.18594336403957692,6.073087828380617e-4
06037481800,over65,2931,10805.886863572952,721,1658.8908084736836,0.2459911293074036,2.6921627755157864e-4
06037481901,under18,5992,35742.833122384305,889,7662.900379708242,0.1483644859813084,1.915139299307142e-4
06037481901,over65,5992,35742.833122384305,1090,3477.0558291220514,0.18190921228304405,1.2978532303073247e-4
06037481902,under18,3292,30864.82940844966,590,4390.572888277085,0.17922235722964763,4.966171695941753e-4
06037481902,over65,3292,30864.82940844966,582,4230.929130366496,0.1767922235722965,4.794221592309717e-4
06037482001,under18,2794,13908.223316488205,406,2134.4961705823116,0.14531138153185397,2.3580780080789435e-4
06037482001,over65,2794,13908.223316488205,975,3920.510712207019,0.34896206156048676,7.191729921704748e-4
06037482002,under18,6849,61817.98024778042,1483,9939.302112877745,0.21652796028617316,2.7367142477250354e-4
06037482002,over65,6849,61817.98024778042,1369,13481.397991518923,0.19988319462695284,2.347441412346467e-4
06037482101,under18,4691,35056.58669081033,821,12784.804279339622,0.17501598806224686,5.321856010582497e-4
06037482101,over65,4691,35056.58669081033,994,10932.641050988072,0.21189511831166064,4.252857001300601e-4
06037482102,under18,3017,20062.26845649984,512,2733.160262747018,0.1697050049718263,3.6374909161722045e-4
06037482102,over65,3017,20062.26845649984,556,2993.320460823533,0.18428902883659265,4.0370989900616344e-4
06037482201,under18,3899,42468.56551583966,630,8426.012324350293,0.1615798922800718,4.813276972364786e-4
06037482201,over65,3899,42468.56551583966,898,10554.595763158137,0.2303154655039754,5.460947156236198e-4
06037482202,under18,5079,36901.35900444379,871,6635.563233894734,0.17149045087615672,2.1516049950837278e-4
06037482202,over65,5079,36901.35900444379,755,9225.339751110947,0.14865130931285686,3.2601349192474307e-4
06037482301,under18,4792,55346.49532062712,1066,14634.38068753984,0.22245409015025042,5.18023651139053e-4
06037482301,over65,4792,55346.49532062712,565,3920.510712207019,0.11790484140233723,2.0423546383610747e-4
06037482303,under18,5947,140681.9966556111,1235,15228.610230873697,0.20766773162939298,6.021364858737469e-4
06037482303,over65,5947,140681.9966556111,784,13340.601066139447,0.13183117538254582,4.46338770096656e-4
06037482304,under18,3733,37841.483356583914,904,13061.224489795917,0.24216447897133672,7.780292433609848e-4
06037482304,over65,3733,37841.483356583914,464,4390.572888277085,0.12429681221537638,3.570225461492546e-4
06037482401,under18,3880,42719.48707051857,807,6635.563233894734,0.2079896907216495,0.00056352932815039575
06037482401,over65,3880,42719.48707051857,518,5774.152123502185,0.13350515463917526,3.329748080015782e-4
06037482402,under18,7241,96874.19739285483,1235,30651.60151883297,0.17055655296229802,5.308501086569624e-4
06037482402,over65,7241,96874.19739285483,1270,37605.34363134117,0.17539013948349674,6.603844034687618e-4
06037482502,under18,3285,28150.51597823375,613,3477.0558291220514,0.18660578386605783,4.130490444022974e-4
06037482502,over65,3285,28150.51597823375,488,3127.8351086926396,0.14855403348554033,3.4741831115562053e-4
06037482503,under18,4447,67378.90448166592,978,16608.863554475658,0.21992354396222172,6.750667370567329e-4
06037482503,over65,4447,67378.90448166592,561,5774.152123502185,0.12615246233415786,3.462032784101257e-4
06037482521,under18,5745,137959.1836734694,1036,35284.59640986318,0.1803307223672759,9.331390702364149e-4
06037482521,over65,5745,137959.1836734694,1255,17082.251642168867,0.21845082680591818,7.170353378292004e-4
06037482522,under18,5155,71869.62426437302,1097,27946.896277750573,0.2128031037827352,9.291881366634353e-4
06037482522,over65,5155,71869.62426437302,781,15834.66523775649,0.15150339476236663,5.337927441317852e-4
06037482600,under18,6714,128203.1762456001,1034,23467.6324128565,0.15400655347036044,4.5314786697622404e-4
06037482600,over65,6714,128203.1762456001,1556,11973.281843294131,0.23175454274649984,4.1836774779986435e-4
06037482701,under18,4253,56785.87596197374,645,22001.274932788867,0.1516576534211145,0.001144139042395578
06037482701,over65,4253,56785.87596197374,866,5960.403174397871,0.20362097343051963,4.596874546670483e-4
06037482702,under18,2522,13200.54323223178,375,2545.800574643619,0.1486915146708961,0.00035436730380393764
06037482702,over65,2522,13200.54323223178,634,1708.7794828207427,0.2513877874702617,3.998121263608658e-4
06037482800,under18,4467,45011.04017886013,873,14781.829436165592,0.19543317662860982,6.546363541054469e-4
06037482800,over65,4467,45011.04017886013,844,3335.1502665348617,0.18894112379673159,2.4766793707653033e-4
06037500100,under18,3965,38793.433172272984,771,10554.595763158137,0.1944514501891551,5.780569290521646e-4
06037500100,over65,3965,38793.433172272984,978,11060.134329875002,0.24665825977301387,5.533875591496242e-4
06037500201,under18,6682,60914.44092349479,1306,15834.66523775649,0.1954504639329542,3.025295581421147e-4
06037500201,over65,6682,60914.44092349479,1425,10554.595763158137,0.21325950314277162,2.984372353142583e-4
06037500202,under18,4753,27541.874151199638,936,13061.224489795917,0.19692825583841783,5.308806829191883e-4
06037500202,over65,4753,27541.874151199638,1116,14487.671030385898,0.2347990742688828,5.740899327671844e-4
06037500300,under18,3142,16142.127290028731,523,2927.1717740966915,0.16645448758752387,2.5120331231906067e-4
06037500300,over65,3142,16142.127290028731,608,851.4333755231382,0.1935073201782304,1.4747290169515726e-4
06037500402,under18,4700,106565.5343169409,1318,29387.755102040814,0.2804255319148936,0.0017097286839833654
06037500402,over65,4700,106565.5343169409,528,3060.208239022182,0.1123404255319149,1.994162444615008e-4
06037500403,under18,4032,40732.8091942979,864,9225.339751110947,0.21428571428571427,4.5241710016878916e-4
06037500403,over65,4032,40732.8091942979,755,8094.52979924428,0.18725198412698413,4.100567769456522e-4
06037500404,under18,4977,57658.37344444342,1086,17082.251642168867,0.21820373719107897,5.787914723041219e-4
06037500404,over65,4977,57658.37344444342,746,5410.519119372511,0.14988949166164356,2.707217801722924e-4
06037500500,under18,2937,35742.833122384305,671,6536.89452240833,0.22846441947565543,9.740966049351664e-4
06037500500,over65,2937,35742.833122384305,497,3127.8351086926396,0.16922029281579842,4.8126178921622327e-4
06037500600,under18,5679,112194.45496623276,1340,33704.04929740117,0.23595703468920584,8.513691693906204e-4
06037500600,over65,5679,112194.45496623276,825,7556.840753503755,0.14527205493924986,3.0772926552198875e-4
06037500700,under18,6380,78877.32005432322,1388,33481.21321865097,0.2175548589341693,7.308286195046856e-4
06037500700,over65,6380,78877.32005432322,1091,6635.563233894734,0.17100313479623824,2.1968385517973194e-4
06037500800,under18,5515,90547.94393991186,1446,23467.6324128565,0.26219401631912964,9.762352374900559e-4
06037500800,over65,5515,90547.94393991186,678,4802.616383810202,0.1229374433363554,2.0289585709829777e-4
06037500900,under18,5999,84788.94319158174,1496,25367.097495403774,0.24937489581596933,5.583598926703457e-4
06037500900,over65,5999,84788.94319158174,844,4718.729501759961,0.14069011501916986,1.7775416656995983e-4
06037501001,under18,3428,61516.06138154674,778,8537.984682329246,0.22695449241540255,9.962038708227396e-4
06037501001,over65,3428,61516.06138154674,386,2365.0927097864947,0.11260210035005834,2.6763849374539814e-4
06037501002,under18,5165,31508.94762613058,1245,7346.938775510203,0.24104549854791868,3.4402757515026043e-4
06037501002,over65,5165,31508.94762613058,558,4718.729501759961,0.10803484995159729,1.6309687053116768e-4
06037501200,under18,5036,65810.18283275283,1269,19548.969429328998,0.2519857029388404,6.060508017783928e-4
06037501200,over65,5036,65810.18283275283,706,7346.938775510203,0.14019062748212868,3.40689742935226e-4
06037501300,under18,7149,89817.72156576527,1796,11840.614924104546,0.2512239474052315,3.4259322015233617e-4
06037501300,over65,7149,89817.72156576527,682,9818.46065723709,0.09539795775632956,1.7611753151786105e-4
06037501400,under18,4021,64877.81894106669,836,21821.306159403553,0.20790848047749316,0.0011761741093979684
06037501400,over65,4021,64877.81894106669,358,10060.882659990206,0.0890325789604576,5.904471035432307e-4
06037501501,under18,2538,13622.934008370212,496,7139.993163403887,0.1954294720252167,0.0010276728050580448
06037501501,over65,2538,13622.934008370212,444,2191.0366681756454,0.17494089834515367,4.0487152748462196e-4
06037501503,under18,5283,65810.18283275283,1354,24981.291747119853,0.25629377247775886,7.401786256053337e-4
06037501503,over65,5283,65810.18283275283,401,1243.1518555815262,0.07590384251372326,5.812629986867163e-5
06037501504,under18,3463,37605.34363134117,740,15379.015345386684,0.21368755414380594,0.0011392132947696003
06037501504,over65,3463,37605.34363134117,642,4887.242357332249,0.18538839156800463,5.153022715700409e-4
06037501600,under18,7898,69606.15663196017,1583,15834.66523775649,0.20043048873132438,2.0902138192895509e-4
06037501600,over65,7898,69606.15663196017,1454,22001.274932788867,0.18409723980754622,3.1488778442676174e-4
06037501700,under18,3512,45528.404209125925,864,10805.886863572952,0.2460136674259681,0.001099499886753008
06037501700,over65,3512,45528.404209125925,432,5774.152123502185,0.12300683371298406,4.122926047074365e-4
06037501802,under18,3550,29179.700852726783,779,6734.971036852948,0.21943661971830986,4.229238271755085e-4
06037501802,over65,3550,29179.700852726783,372,3997.0066795391763,0.1047887323943662,2.9173527217558713e-4
06037501803,under18,4450,52523.165898319494,1465,16765.920492234916,0.3292134831460674,0.0011341225055129355
06037501803,over65,4450,52523.165898319494,305,4802.616383810202,0.06853932584269663,2.300659765919687e-4
06037501804,under18,2124,11840.614924104546,638,5590.857438493732,0.300376647834275,0.0010024712128609056
06037501804,over65,2124,11840.614924104546,224,1466.7270258035312,0.10546139359698682,2.9592622228030333e-4
06037501900,under18,4204,36204.02620079267,1018,6054.637337053427,0.24215033301617508,4.6269676750638534e-4
06037501900,over65,4204,36204.02620079267,520,3621.9177575964745,0.12369172216936251,2.3627459158614872e-4
06037502003,under18,2714,16452.54570818821,718,8204.284882807808,0.264554163596168,9.575053689237029e-4
06037502003,over65,2714,16452.54570818821,255,427.1948707051857,0.09395725865880619,7.771561855787542e-5
06037502004,under18,4165,27946.896277750573,1071,7243.09642372114,0.2571428571428571,3.110110810494262e-4
06037502004,over65,4165,27946.896277750573,488,5058.711578791771,0.11716686674669868,2.694986950411392e-4
06037502005,under18,5070,65498.655777385655,1500,28354.874770188748,0.2958579881656805,8.800520430944959e-4
06037502005,over65,5070,65498.655777385655,554,5866.908103214125,0.10927021696252466,2.5866510913707144e-4
06037502100,under18,5131,42218.38305263255,951,5866.908103214125,0.1853439875267979,2.779339033075491e-4
06037502100,over65,5131,42218.38305263255,927,11060.134329875002,0.18066653673747807,3.6776124571003e-4
06037502200,under18,6423,123459.31763379864,1285,29806.080875084306,0.20006227619492448,6.027069458853022e-4
06037502200,over65,6423,123459.31763379864,964,10805.886863572952,0.15008562976802117,3.2933989423208774e-4
06037502301,under18,5877,82328.8772276679,1215,23281.75090769671,0.20673813169984687,5.721904788462437e-4
06037502301,over65,5877,82328.8772276679,899,10306.261028630557,0.15296920197379615,3.5416995924438406e-4
06037502302,under18,3167,22728.540941048217,869,5058.711578791771,0.2743921692453426,6.749793119643809e-4
06037502302,over65,3167,22728.540941048217,225,999.2516698847941,0.07104515314177455,1.1106523918082972e-4
06037502401,under18,5254,65810.18283275283,1277,21821.306159403553,0.24305291206699658,6.49661387390459e-4
06037502401,over65,5254,65810.18283275283,647,6536.89452240833,0.12314427103159498,2.7295801150784905e-4
06037502402,under18,3829,15988.026718156705,810,7139.993163403887,0.2115434839383651,4.38197465408814e-4
06037502402,over65,3829,15988.026718156705,575,2078.6947644607862,0.15016975711674066,1.663733684446866e-4
06037502500,under18,4136,38078.362173298476,1065,13340.601066139447,0.25749516441005804,6.322663911439569e-4
06037502500,over65,4136,38078.362173298476,499,6536.89452240833,0.12064796905222437,3.4972845726699494e-4
06037502601,under18,7084,50045.36173908223,1420,13481.397991518923,0.20045172219085264,2.28573777369673e-4
06037502601,over65,7084,50045.36173908223,1028,5410.519119372511,0.14511575381140598,1.288164569628334e-4
06037502602,under18,4390,41225.04411452223,896,12240.832956088729,0.2041002277904328,5.46049745118309e-4
06037502602,over65,4390,41225.04411452223,556,7662.900379708242,0.1266514806378132,3.6330374158389264e-4
06037502700,under18,6898,53643.62856958084,1592,11060.134329875002,0.23079153377790665,2.924914813583354e-4
06037502700,over65,6898,53643.62856958084,996,7037.628994558438,0.1443896781675848,0.00017140814706560601
06037502801,under18,6601,69927.29187646085,1598,19548.969429328998,0.2420845326465687,3.54596074245077e-4
06037502801,over65,6601,69927.29187646085,748,4718.729501759961,0.1133161642175428,1.2890112443997905e-4
06037502802,under18,2982,20582.219306916973,547,6536.89452240833,0.18343393695506371,6.57234691095428e-4
06037502802,over65,2982,20582.219306916973,610,3621.9177575964745,0.204560697518444,5.041631804977498e-4
06037502901,under18,5645,40487.80037139346,1204,12106.687853955524,0.2132860938883968,3.2212549365590216e-4
06037502901,over65,5645,40487.80037139346,642,4152.2158886189145,0.1137289636846767,1.4673610282622422e-4
06037502902,under18,4212,30651.60151883297,1213,8993.265028963146,0.28798670465337134,3.6362965357418633e-4
06037502902,over65,4212,30651.60151883297,388,1561.3307341949908,0.09211775878442545,1.026681816729661e-4
06037503000,under18,5757,115889.54277953824,1962,31508.94762613058,0.34080250130276185,0.001356818270746188
06037503000,over65,5757,115889.54277953824,451,9225.339751110947,0.07833941288865728,2.5689001199429517e-4
06037503103,under18,5469,76505.20597555455,1566,24598.442364723167,0.2863411958310477,6.126949669787281e-4
06037503103,over65,5469,76505.20597555455,612,10183.202298574475,0.11190345584201865,3.0843152135853275e-4
06037503104,under18,2520,18048.983287294097,695,5682.135235262054,0.2757936507936508,6.785857553835166e-4
06037503104,over65,2520,18048.983287294097,226,1158.8954277953824,0.08968253968253968,2.0535125991188733e-4
06037503105,under18,4336,51139.21711735849,1203,13622.934008370212,0.27744464944649444,9.339662603890268e-4
06037503105,over65,4336,51139.21711735849,357,2607.5147125396106,0.08233394833948339,1.5712981339013643e-4
06037503106,under18,3389,109361.88690052753,669,23281.75090769671,0.19740336382413692,0.0016560379348337694
06037503106,over65,3389,109361.88690052753,509,6341.774373850943,0.1501917969902626,7.669540482443302e-4
06037503201,under18,4311,45269.352648257125,1043,9939.302112877745,0.24193922523776387,6.773911242062921e-4
06037503201,over65,4311,45269.352648257125,612,2607.5147125396106,0.1419624217118998,1.893944427871052e-4
06037503202,under18,5246,97632.50524293011,1370,16452.54570818821,0.26115135341212353,8.397766028469874e-4
06037503202,over65,5246,97632.50524293011,722,8993.265028963146,0.1376286694624476,3.939819237451957e-4
06037503301,under18,3150,27340.471725131883,735,9939.302112877745,0.23333333333333334,8.516770288691255e-4
06037503301,over65,3150,27340.471725131883,332,961.1884590866678,0.10539682539682539,1.2747793779943617e-4
06037503302,under18,6708,166384.6416792158,1540,26147.57808963332,0.22957662492546213,7.759794379428775e-4
06037503302,over65,6708,166384.6416792158,572,3477.0558291220514,0.08527131782945736,1.04159031619338e-4
06037503401,under18,6691,92756.34925767501,1597,36435.731377204575,0.23867882229861007,6.958228220363766e-4
06037503401,over65,6691,92756.34925767501,1035,10554.595763158137,0.1546853982962188,2.8532897287447185e-4
06037503402,under18,4232,21642.076477490045,1074,7985.513807152557,0.2537807183364839,3.6804735665932445e-4
06037503402,over65,4232,21642.076477490045,588,1466.7270258035312,0.1389413988657845,1.0522275853646213e-4
06037503501,under18,6319,103023.4384382997,1559,24981.291747119853,0.24671625257160942,7.826797679916293e-4
06037503501,over65,6319,103023.4384382997,676,8094.52979924428,0.10697895236588068,2.3224734939038407e-4
06037503502,under18,4359,45269.352648257125,1083,12784.804279339622,0.24845147969717826,5.257867486562175e-4
06037503502,over65,4359,45269.352648257125,546,2134.4961705823116,0.12525808671713695,1.497169355304872e-4
06037503601,under18,4202,31508.94762613058,828,1759.4072486396094,0.19704902427415516,1.689346886268349e-4
06037503601,over65,4202,31508.94762613058,801,4230.929130366496,0.19062351261304142,3.0446506374096565e-4
06037503602,under18,4286,19719.330013580806,736,2607.5147125396106,0.17172188520765283,1.736005298726764e-4
06037503602,over65,4286,19719.330013580806,801,1708.7794828207427,0.1868875408306113,1.3051400210290482e-4
06037503701,under18,5277,53643.62856958084,1174,8764.146672702582,0.2224748910365738,4.100748137031313e-4
06037503701,over65,5277,53643.62856958084,649,1862.8800546927691,0.12298654538563578,9.603558714082183e-5
06037503702,under18,5263,53081.91905100655,1119,20582.219306916973,0.21261637849135473,6.564317039087544e-4
06037503702,over65,5263,53081.91905100655,845,3549.1172476233587,0.16055481664449933,1.7753077535983912e-4
06037503703,under18,7951,70571.77963987768,1317,14341.700464703761,0.1656395421959502,1.9623180284079113e-4
06037503703,over65,7951,70571.77963987768,2064,22912.20517179257,0.2595899886806691,2.8720415315746484e-4
06037503801,under18,4024,39273.84262894836,973,9460.370839145979,0.24179920477137176,7.260480925479296e-4
06037503801,over65,4024,39273.84262894836,472,2607.5147125396106,0.1172962226640159,1.9440144052552098e-4
06037503802,under18,4879,18212.69204829963,928,8878.33630509696,0.19020291043246568,3.452878396739992e-4
06037503802,over65,4879,18212.69204829963,657,8650.696131780009,0.13465874154539864,3.4953040508725554e-4
06037503901,under18,2943,15379.015345386684,638,1561.3307341949908,0.21678559293238192,2.63712870554143e-4
06037503901,over65,2943,15379.015345386684,436,748.3301152058832,0.14814814814814814,1.2537069459271687e-4
06037503902,under18,4573,28150.51597823375,1075,14341.700464703761,0.2350754428165318,6.11413960401257e-4
06037503902,over65,4573,28150.51597823375,617,1708.7794828207427,0.13492237043516292,1.062164224676485e-4
06037504001,under18,5962,46048.72460527896,772,7769.69909738454,0.1294867494129487,1.9686372465061675e-4
06037504001,over65,5962,46048.72460527896,575,3695.457359041398,0.09644414625964441,1.1601425892036565e-4
06037504002,under18,5251,38793.433172272984,1247,15078.944207832521,0.23747857550942678,4.6752788667020825e-4
06037504002,over65,5251,38793.433172272984,639,3060.208239022182,0.12169110645591316,1.3182060007990078e-4
06037504101,under18,5091,33259.11623137258,948,10060.882659990206,0.18621096051856217,3.43681693573859e-4
06037504101,over65,5091,33259.11623137258,835,3769.7360519581302,0.1640149283048517,1.7996703185135072e-4
06037504102,under18,7,44.71503404440092,0,53.21458597019614,0,1.0860119585754313
06037504102,over65,7,44.71503404440092,0,53.21458597019614,0,1.0860119585754313
06037530003,under18,3389,23654.25300948809,600,6734.971036852948,0.17704337562702863,5.218438117160705e-4
06037530003,over65,3389,23654.25300948809,855,2993.320460823533,0.2522868102685158,3.917070640166887e-4
06037530004,under18,3732,46834.748385547064,671,8314.779057843145,0.1797963558413719,7.05694823797417e-4
06037530004,over65,3732,46834.748385547064,594,11447.048715366636,0.15916398713826366,7.366962597832673e-4
06037530005,under18,4365,37605.34363134117,711,7346.938775510203,0.16288659793814433,3.3323451287778507e-4
06037530005,over65,4365,37605.34363134117,1379,6835.117931282971,0.315922107674685,5.557267139359828e-4
06037530006,under18,4091,49232.73066582903,903,8764.146672702582,0.22072842825714983,6.669830929321252e-4
06037530006,over65,4091,49232.73066582903,445,2365.0927097864947,0.10877536054754339,1.7612146160039666e-4
06037530101,under18,5317,63338.66095102596,1116,14051.976607754917,0.20989279668986272,3.983515382354965e-4
06037530101,over65,5317,63338.66095102596,809,8993.265028963146,0.15215347000188076,3.699829175595796e-4
06037530102,under18,5208,80593.85999759795,926,18048.983287294097,0.17780337941628263,5.715051711327632e-4
06037530102,over65,5208,80593.85999759795,1066,19379.347936549,0.20468509984639016,5.900023085731581e-4
06037530202,under18,4429,57658.37344444342,908,9698.358293068246,0.20501241815308197,6.179506359244837e-4
06037530202,over65,4429,57658.37344444342,615,6635.563233894734,0.1388575299164597,3.949470833903936e-4
06037530203,under18,2900,59720.069105052615,628,13765.209116693304,0.21655172413793103,0.0013037642597137997
06037530203,over65,2900,59720.069105052615,343,2365.0927097864947,0.11827586206896552,3.8056212593643476e-4
06037530204,under18,3952,56207.90643101967,970,9342.48574939256,0.24544534412955465,8.149823497274164e-4
06037530204,over65,3952,56207.90643101967,310,2134.4961705823116,0.07844129554655871,1.5881016850141812e-4
06037530301,under18,2152,20582.219306916973,617,5321.458597019614,0.2867100371747212,0.0015144059543027936
06037530301,over65,2152,20582.219306916973,220,1561.3307341949908,0.10223048327137546,3.8358822952808813e-4
06037530302,under18,6893,107759.53658964716,1445,47893.127373176525,0.20963296097490208,9.083223807572682e-4
06037530302,over65,6893,107759.53658964716,785,4802.616383810202,0.1138836500797911,1.304936242079272e-4
06037530400,under18,3810,37841.483356583914,985,4635.5817111815295,0.2585301837270341,4.935778427217334e-4
06037530400,over65,3810,37841.483356583914,738,8426.012324350293,0.19370078740157481,4.826503025265324e-4
06037530500,under18,4104,96118.84590866677,895,23841.612697591485,0.21807992202729046,0.00114412641526136
06037530500,over65,4104,96118.84590866677,564,9342.48574939256,0.13742690058479531,6.624664770917481e-4
06037530601,under18,3171,35973.06011585258,891,10805.886863572952,0.28098391674550616,7.921981389964613e-4
06037530601,over65,3171,35973.06011585258,301,2607.5147125396106,0.09492273730684327,2.9155379900701984e-4
06037530602,under18,1529,15834.66523775649,349,5145.554826729243,0.22825376062786135,0.0018481035551565646
06037530602,over65,1529,15834.66523775649,179,1158.8954277953824,0.1170699803793329,5.885411098946886e-4
06037530700,under18,2249,11447.048715366636,492,3405.733502092553,0.2187638950644731,5.650265283045732e-4
06037530700,over65,2249,11447.048715366636,260,1513.6593342633566,0.11560693641618497,2.690133796268931e-4
06037530801,under18,4913,60017.55342245545,1234,26939.88414741179,0.25117036433950746,9.592342810979923e-4
06037530801,over65,4913,60017.55342245545,394,5058.711578791771,0.08019539995929167,1.9358704088841408e-4
06037530802,under18,3485,45528.404209125925,891,15379.015345386684,0.2556671449067432,0.0010212260238801887
06037530802,over65,3485,45528.404209125925,283,2669.9679419074105,0.0812051649928264,2.4455660010917003e-4
06037530901,under18,3631,32817.13953123123,936,7769.69909738454,0.25778022583310384,7.547252480252263e-4
06037530901,over65,3631,32817.13953123123,389,3549.1172476233587,0.10713302120627927,2.4062654014074498e-4
06037530902,under18,4150,103023.4384382997,1063,28765.80962851415,0.256144578313253,0.0012777725183101961
06037530902,over65,4150,103023.4384382997,689,7662.900379708242,0.16602409638554216,6.098207865664468e-4
06037531000,under18,5283,84788.94319158174,1551,28972.38569488456,0.2935831913685406,7.762187444012103e-4
06037531000,over65,5283,84788.94319158174,612,8204.284882807808,0.11584327086882454,3.3472211288736284e-4
06037531101,under18,4904,96118.84590866677,1397,26147.57808963332,0.2848694942903752,0.0014115920815242222
06037531101,over65,4904,96118.84590866677,503,9818.46065723709,0.10256933115823817,4.5031305263454964e-4
06037531102,under18,3438,44496.63251448158,1030,15682.042848828076,0.2995927865037813,9.888633319987002e-4
06037531102,over65,3438,44496.63251448158,345,2078.6947644607862,0.10034904013961606,2.1377378015748367e-4
06037531201,under18,5718,124315.18555815265,1745,57658.37344444342,0.30517663518712834,0.0014093841953187474
06037531201,over65,5718,124315.18555815265,461,5590.857438493732,0.08062259531304652,1.957120033319938e-4
06037531202,under18,4540,61817.98024778042,1363,18212.69204829963,0.30022026431718063,0.0011539367660399528
06037531202,over65,4540,61817.98024778042,400,5590.857438493732,0.0881057268722467,2.4796658211025336e-4
06037531301,under18,5279,68011.5667815338,1593,17886.013617760364,0.30176169729115365,8.640481041583376e-4
06037531301,over65,5279,68011.5667815338,448,2078.6947644607862,0.08486455768137904,9.216765671130319e-5
06037531302,under18,6824,153263.92032593934,1960,23654.25300948809,0.28722157092614303,7.794783314857945e-4
06037531302,over65,6824,153263.92032593934,534,6635.563233894734,0.07825322391559203,1.6264928018612247e-4
06037531502,under18,3403,50317.71694644358,1010,16923.716521465984,0.29679694387305317,0.0010786586243331495
06037531502,over65,3403,50317.71694644358,270,2545.800574643619,0.07934175727299442,2.471895734892977e-4
06037531503,under18,2765,20582.219306916973,901,8650.696131780009,0.32585895117540686,8.456510571018821e-4
06037531503,over65,2765,20582.219306916973,181,1243.1518555815262,0.06546112115732369,1.7414136604074874e-4
06037531504,under18,4196,66122.44897959185,1216,32159.717667057765,0.2897998093422307,0.0015111817518075601
06037531504,over65,4196,66122.44897959185,352,3477.0558291220514,0.08388941849380362,2.239177033602362e-4
06037531602,under18,5017,105773.22825916244,1370,47893.127373176525,0.2730715567071955,0.001589406516016953
06037531602,over65,5017,105773.22825916244,484,5590.857438493732,0.0964719952162647,2.6123150870944973e-4
06037531603,under18,3232,25367.097495403774,986,9108.932844301144,0.30507425742574257,6.460006798644235e-4
06037531603,over65,3232,25367.097495403774,323,923.8643397603495,0.0999381188118812,1.1269780752822512e-4
06037531604,under18,3781,39033.26835487477,1080,11188.366700233737,0.2856387199153663,5.59854821808372e-4
06037531604,over65,3781,39033.26835487477,327,3335.1502665348617,0.08648505686326369,2.5371544032971833e-4
06037531701,under18,5627,80593.85999759795,1541,27541.874151199638,0.2738581837568864,6.789433625854006e-4
06037531701,over65,5627,80593.85999759795,590,3769.7360519581302,0.10485160831704284,1.4704085773791984e-4
06037531702,under18,4676,61516.06138154674,1161,30016.35239881376,0.2482891360136869,0.0011993629130228698
06037531702,over65,4676,61516.06138154674,576,6341.774373850943,0.12318220701454234,3.327335112844201e-4
06037531800,under18,5225,99541.208968875,1311,23281.75090769671,0.2509090909090909,0.0010823343691871567
06037531800,over65,5225,99541.208968875,720,14196.468990493435,0.13779904306220095,4.507707479991242e-4
06037531901,under18,6394,131709.4261878586,1806,27340.471725131883,0.28245229903034097,9.257622784917893e-4
06037531901,over65,6394,131709.4261878586,658,3405.733502092553,0.10290897716609321,1.1742148423174261e-4
06037531902,under18,4317,80249.07382599937,1005,24029.711477166693,0.23280055594162613,0.001056021053092902
06037531902,over65,4317,80249.07382599937,438,3769.7360519581302,0.1014593467685893,2.4660331360817136e-4
06037532001,under18,3099,74833.0115205883,768,19548.969429328998,0.24782187802516942,0.001556992788458352
06037532001,over65,3099,74833.0115205883,538,3196.2010698349054,0.17360438851242335,5.676455154137618e-4
