tract,agecat,total,total_se2,age_ct,age_ct_se2,age_share,age_share_se2
06001403702,under18,1901,19890.42968930442,132,1658.8908084736836,0.06943713834823777,4.325054921009546e-4
06001403702,over65,1901,19890.42968930442,316,2607.5147125396106,0.16622830089426618,8.736297440647831e-4
06001403800,under18,3299,21108.821980580367,308,2248.3162572407864,0.09336162473476811,1.8967632173605534e-4
06001403800,over65,3299,21108.821980580367,349,3844.753836346671,0.10578963322218854,3.315613919334856e-4
06001403900,under18,3989,34602.784527120035,389,1609.7412255984327,0.09751817498119829,1.2184463616802247e-4
06001403900,over65,3989,34602.784527120035,681,8650.696131780009,0.17071947856605665,4.8027495013554006e-4
06001404000,under18,3033,20062.26845649984,215,715.4405447104148,0.07088691064952192,8.873188669823278e-5
06001404000,over65,3033,20062.26845649984,282,651.8786781349027,0.09297725024727992,8.971674867285157e-5
06001404101,under18,3033,18708.252880147076,368,3405.733502092553,0.12133201450708869,3.4028595090740876e-4
06001404101,over65,3033,18708.252880147076,459,3477.0558291220514,0.1513353115727003,3.314015526390492e-4
06001404102,under18,2422,10932.641050988072,115,427.1948707051857,0.047481420313790254,7.702623231642451e-5
06001404102,over65,2422,10932.641050988072,767,8314.779057843145,0.3166804293971924,0.0012305283750980124
06001404200,under18,3600,18212.69204829963,819,2484.8255282194364,0.2275,2.6446343912378426e-4
06001404200,over65,3600,18212.69204829963,625,887.2793119058397,0.1736111111111111,1.1081981068093377e-4
06001404300,under18,3324,18212.69204829963,707,5058.711578791771,0.21269554753309267,3.8327356237158376e-4
06001404300,over65,3324,18212.69204829963,649,2306.3349377777367,0.19524669073405534,2.7157502135910305e-4
06001404400,under18,5425,22363.429753974928,991,10183.202298574475,0.18267281105990785,3.20650650536902e-4
06001404400,over65,5425,22363.429753974928,817,13622.934008370212,0.15059907834101383,4.4564903323891005e-4
06001404501,under18,1857,3695.457359041398,468,2365.0927097864947,0.2520193861066236,6.177792617613845e-4
06001404501,over65,1857,3695.457359041398,407,816.3265306122448,0.21917070543887993,1.8524626199858065e-4
06001404502,under18,5556,36435.731377204575,1167,10932.641050988072,0.21004319654427644,3.0208698397775894e-4
06001404502,over65,5556,36435.731377204575,1099,7769.69909738454,0.1978041756659467,2.0551585079631567e-4
06001404600,under18,4544,25951.349303868225,735,4152.2158886189145,0.16175176056338028,2.3397967927088465e-4
06001404600,over65,4544,25951.349303868225,1056,3477.0558291220514,0.2323943661971831,2.3627611115899672e-4
06001404700,under18,2084,6341.774373850943,380,5590.857438493732,0.18234165067178504,0.001238759780088624
06001404700,over65,2084,6341.774373850943,493,3060.208239022182,0.23656429942418425,6.229036942458137e-4
06001404800,under18,2723,17562.29155310834,622,8426.012324350293,0.22842453176643407,0.0010128018397909792
06001404800,over65,2723,17562.29155310834,443,2927.1717740966915,0.1626882115313992,3.320880139074598e-4
06001404900,under18,3937,13622.934008370212,822,2607.5147125396106,0.20878841757683517,2.065406628066512e-4
06001404900,over65,3937,13622.934008370212,682,5058.711578791771,0.1732283464566929,2.999950359560689e-4
06001405000,under18,3328,14196.468990493435,566,4802.616383810202,0.1700721153846154,3.9654705969952394e-4
06001405000,over65,3328,14196.468990493435,663,3405.733502092553,0.19921875,2.566277745891607e-4
06001405100,under18,4334,17401.539157990042,1005,1862.8800546927691,0.23188740193816337,1.4899157363114013e-4
06001405100,over65,4334,17401.539157990042,803,1708.7794828207427,0.18527918781725888,1.2277473376405638e-4
06001405200,under18,5125,59127.31774466237,606,14487.671030385898,0.11824390243902438,5.201085188197553e-4
06001405200,over65,5125,59127.31774466237,604,2191.0366681756454,0.11785365853658536,1.1468543585221396e-4
06001405301,under18,3019,18874.918007039843,326,4074.241738343142,0.10798277575356079,4.228661682433911e-4
06001405301,over65,3019,18874.918007039843,377,2607.5147125396106,0.12487578668433257,2.537950775152136e-4
06001405302,under18,2446,12922.644838831866,252,651.8786781349027,0.10302534750613246,1.3188259742199192e-4
06001405302,over65,2446,12922.644838831866,457,2306.3349377777367,0.18683565004088307,4.6088444823206274e-4
06001405401,under18,4014,47893.127373176525,567,3997.0066795391763,0.1412556053811659,3.073836269670523e-4
06001405401,over65,4014,47893.127373176525,468,5410.519119372511,0.11659192825112108,3.762096028700283e-4
06001405402,under18,3250,63952.10687262682,713,14196.468990493435,0.21938461538461537,0.0010526370709673773
06001405402,over65,3250,63952.10687262682,162,2484.8255282194364,0.049846153846153846,2.50293342531888e-4
06001405500,under18,4124,27744.0156687392,626,5500.318733197217,0.15179437439379243,2.8582034675128995e-4
06001405500,over65,4124,27744.0156687392,473,3997.0066795391763,0.11469447138700291,2.135567002413046e-4
06001405600,under18,3171,41968.93968089725,576,13340.601066139447,0.1816461684011353,0.0011890139710078898
06001405600,over65,3171,41968.93968089725,350,2993.320460823533,0.11037527593818984,3.4853620384039935e-4
06001405700,under18,3760,76169.2889016177,602,9460.370839145979,0.1601063829787234,8.072726979211452e-4
06001405700,over65,3760,76169.2889016177,342,4230.929130366496,0.09095744680851064,3.4384175835028383e-4
06001405800,under18,4472,71219.22376918174,901,12784.804279339622,0.2014758497316637,7.83836252440322e-4
06001405800,over65,4472,71219.22376918174,377,2797.0916750584342,0.08430232558139535,1.6517195753140915e-4
06001405901,under18,4583,64877.81894106669,1271,22912.20517179257,0.27732926030984073,8.532873884461112e-4
06001405901,over65,4583,64877.81894106669,404,3549.1172476233587,0.08815186559022474,1.9297696014510207e-4
06001405902,under18,3101,30439.112720688092,672,6536.89452240833,0.21670428893905191,8.284288202728318e-4
06001405902,over65,3101,30439.112720688092,275,2134.4961705823116,0.08868107062237987,2.468625050091069e-4
06001406000,under18,3184,53081.91905100655,273,2861.762178841659,0.08574120603015076,3.2077756825626887e-4
06001406000,over65,3184,53081.91905100655,579,4887.242357332249,0.1818467336683417,6.55224113131463e-4
06001406100,under18,4629,103023.4384382997,1120,23654.25300948809,0.24195290559516094,0.0013853774011877474
06001406100,over65,4629,103023.4384382997,365,2669.9679419074105,0.07885072369842298,1.5449715820663564e-4
06001406201,under18,4399,90547.94393991186,1240,29806.080875084306,0.28188224596499206,0.0011684731356589593
06001406201,over65,4399,90547.94393991186,222,2248.3162572407864,0.050466015003409866,1.281018915273755e-4
06001406202,under18,4597,53643.62856958084,1288,16296.966953372568,0.28018272786599957,5.719090264792844e-4
06001406202,over65,4597,53643.62856958084,404,4887.242357332249,0.08788340221883838,2.1166191703659453e-4
06001406300,under18,4128,49502.868598774956,1074,8314.779057843145,0.2601744186046512,6.845892836774169e-4
06001406300,over65,4128,49502.868598774956,426,3997.0066795391763,0.10319767441860465,2.6549873228768754e-4
06001406400,under18,2355,36901.35900444379,416,2861.762178841659,0.17664543524416135,7.236205725781871e-4
06001406400,over65,2355,36901.35900444379,547,19210.465535240808,0.23227176220806794,0.003104859947017543
06001406500,under18,6231,158060.62397797508,1387,26344.545966870224,0.2225966939496068,8.802580707665988e-4
06001406500,over65,6231,158060.62397797508,502,2545.800574643619,0.08056491734874018,9.199465268143331e-5
06001406601,under18,5181,67694.86608586393,1263,20932.548664554095,0.24377533294730747,6.299532897416506e-4
06001406601,over65,5181,67694.86608586393,645,8537.984682329246,0.12449334105385061,2.7898805099149947e-4
06001406602,under18,2815,38554.33708114301,719,13061.224489795917,0.25541740674955593,0.001330857548235689
06001406602,over65,2815,38554.33708114301,268,1708.7794828207427,0.09520426287744227,2.597389997584414e-4
06001406700,under18,4984,54775.91670439113,862,6835.117931282971,0.17295345104333867,3.4112467453813953e-4
06001406700,over65,4984,54775.91670439113,1043,18048.983287294097,0.20926966292134833,6.300312764262713e-4
06001406800,under18,3613,33259.11623137258,629,2545.800574643619,0.17409355106559646,2.7224601913116483e-4
06001406800,over65,3613,33259.11623137258,482,4972.607422326105,0.13340714088015498,3.355873278711856e-4
06001406900,under18,3941,35742.833122384305,814,7556.840753503755,0.20654656178634864,3.883723976473651e-4
06001406900,over65,3941,35742.833122384305,547,5145.554826729243,0.1387972595787871,2.869643024092535e-4
06001407000,under18,6020,240666.29096183513,1451,45269.352648257125,0.2410299003322259,0.001634942224196339
06001407000,over65,6020,240666.29096183513,738,14781.829436165592,0.12259136212624584,5.076852623275831e-4
06001407101,under18,3444,34376.992082482604,631,13481.397991518923,0.18321718931475028,0.001039311294520638
06001407101,over65,3444,34376.992082482604,345,4074.241738343142,0.10017421602787456,3.14411112859033e-4
06001407102,under18,4106,87644.79263864896,1100,34602.784527120035,0.2679006332196785,0.001679343719311918
06001407102,over65,4106,87644.79263864896,359,2248.3162572407864,0.08743302484169509,1.7309917482918232e-4
06001407200,under18,7064,214574.51427832336,1599,29387.755102040814,0.2263590033975085,8.092611596422834e-4
06001407200,over65,7064,214574.51427832336,737,11447.048715366636,0.10433182332955833,2.762062834606321e-4
06001407300,under18,2485,25367.097495403774,396,3844.753836346671,0.15935613682092556,7.269266314337976e-4
06001407300,over65,2485,25367.097495403774,151,715.4405447104148,0.060764587525150904,1.310242734644155e-4
06001407400,under18,4205,68966.1034173742,1062,12784.804279339622,0.2525564803804994,9.718226120813571e-4
06001407400,over65,4205,68966.1034173742,259,1420.5338088155136,0.06159334126040428,9.513464959191916e-5
06001407500,under18,4362,95366.45079036594,1285,38793.433172272984,0.29458963778083447,0.0016038876694639032
06001407500,over65,4362,95366.45079036594,395,7451.5202187710765,0.09055479138010088,4.327283497435148e-4
06001407600,under18,6502,237693.29551648637,1625,103023.4384382997,0.24992310058443556,0.0020857398277441177
06001407600,over65,6502,237693.29551648637,533,4972.607422326105,0.08197477699169486,1.5540432953040927e-4
06001407700,under18,4240,39757.20845151098,945,10679.871767629642,0.22287735849056603,4.8421144061762243e-4
06001407700,over65,4240,39757.20845151098,658,1969.3092266331612,0.155188679245283,1.6280276547804386e-4
06001407800,under18,2742,18048.983287294097,401,816.3265306122448,0.1462436177972283,1.5991666350136796e-4
06001407800,over65,2742,18048.983287294097,295,505.9081124527675,0.10758570386579139,9.507392431347018e-5
06001407900,under18,2971,20582.219306916973,632,3695.457359041398,0.21272298889262875,5.241767474597431e-4
06001407900,over65,2971,20582.219306916973,462,999.2516698847941,0.15550319757657355,1.695912893869333e-4
06001408000,under18,2762,18048.983287294097,428,3477.0558291220514,0.1549601737871108,3.9897677910236536e-4
06001408000,over65,2762,18048.983287294097,522,1286.3887066823108,0.1889934829833454,2.531343679172839e-4
06001408100,under18,6346,115889.54277953824,802,14634.38068753984,0.12637882130475891,4.093523816891853e-4
06001408100,over65,6346,115889.54277953824,1426,14781.829436165592,0.22470847778127956,5.123582123689299e-4
06001408200,under18,4489,71544.05447104145,965,17082.251642168867,0.21496992648696814,6.836370462662005e-4
06001408200,over65,4489,71544.05447104145,486,3196.2010698349054,0.10826464691468032,2.0022636245672058e-4
06001408300,under18,5172,40487.80037139346,927,10554.595763158137,0.17923433874709976,3.4594658646121577e-4
06001408300,over65,5172,40487.80037139346,617,4718.729501759961,0.11929621036349575,1.9794457763850967e-4
06001408400,under18,3310,66435.45421790263,902,13481.397991518923,0.27250755287009065,0.0016807914460237184
06001408400,over65,3310,66435.45421790263,296,1915.7250949270606,0.08942598187311178,2.2334679643890295e-4
06001408500,under18,5932,90547.94393991186,2035,37841.483356583914,0.3430546190155091,7.72556929794611e-4
06001408500,over65,5932,90547.94393991186,381,2078.6947644607862,0.06422791638570466,6.96880170286287e-5
06001408600,under18,6680,204556.86846943395,2249,65498.655777385655,0.3366766467065868,0.001987464031789041
06001408600,over65,6680,204556.86846943395,556,4718.729501759961,0.08323353293413174,1.3750633923315613e-4
06001408700,under18,7734,175431.12129414917,2389,68011.5667815338,0.30889578484613395,8.571885609492016e-4
06001408700,over65,7734,175431.12129414917,751,15988.026718156705,0.09710369795707266,2.9494710709101015e-4
06001408800,under18,6276,182113.6168365037,2061,53362.40426455779,0.3283938814531549,0.0018533988353092953
06001408800,over65,6276,182113.6168365037,600,5682.135235262054,0.09560229445506692,1.8651833572086579e-4
06001408900,under18,3050,26147.57808963332,955,6438.964902393731,0.31311475409836065,9.677501385343427e-4
06001408900,over65,3050,26147.57808963332,300,1561.3307341949908,0.09836065573770492,1.950340025764086e-4
06001409000,under18,3775,47627.42398906145,989,12240.832956088729,0.2619867549668874,0.0010883620405071285
06001409000,over65,3775,47627.42398906145,295,2861.762178841659,0.0781456953642384,2.2122615226962005e-4
06001409100,under18,2233,35284.59640986318,621,7769.69909738454,0.2781012091356919,0.0021054976461300176
06001409100,over65,2233,35284.59640986318,183,1117.8758511100227,0.0819525302283923,2.7171607277382676e-4
06001409200,under18,3605,25367.097495403774,958,8650.696131780009,0.26574202496532595,5.277999651898081e-4
06001409200,over65,3605,25367.097495403774,237,1077.5953658964718,0.06574202496532594,9.135349558947264e-5
06001409300,under18,5110,108960.19068559972,1403,42468.56551583966,0.274559686888454,0.0013118369300378896
06001409300,over65,5110,108960.19068559972,437,2484.8255282194364,0.08551859099804306,1.256772986812447e-4
06001409400,under18,5311,99925.16698847941,1844,24408.12631073253,0.3472039163999247,0.0012923927281609405
06001409400,over65,5311,99925.16698847941,279,1466.7270258035312,0.05253247975899077,6.177558373377936e-5
06001409500,under18,4613,43730.564203952286,1561,22363.429753974928,0.33839150227617604,8.156054202595836e-4
06001409500,over65,4613,43730.564203952286,301,2191.0366681756454,0.06525037936267071,1.117128876446954e-4
06001409600,under18,4680,117968.23754399904,1267,36668.175645088275,0.2707264957264957,0.0012794008427352967
06001409600,over65,4680,117968.23754399904,323,6635.563233894734,0.06901709401709402,3.2861642246330143e-4
06001409700,under18,5402,142053.38088155136,1761,49232.73066582903,0.3259903739355794,0.0011698040005160627
06001409700,over65,5402,142053.38088155136,308,3920.510712207019,0.05701592002961866,1.5017337611098323e-4
06001409800,under18,3515,62728.1713953123,956,22363.429753974928,0.271977240398293,0.0014344801766434869
06001409800,over65,3515,62728.1713953123,595,1915.7250949270606,0.16927453769559034,3.0053114433180653e-4
06001409900,under18,3464,33927.62446762317,587,11188.366700233737,0.16945727482678985,8.512256808658767e-4
06001409900,over65,3464,33927.62446762317,835,2607.5147125396106,0.24105080831408776,3.8159705627981643e-4
06001410000,under18,3549,51690.57935532746,597,23841.612697591485,0.16821639898562976,0.0017767546218012272
06001410000,over65,3549,51690.57935532746,817,11840.614924104546,0.23020569174415328,0.0011575605753781017
06001410100,under18,2776,23841.612697591485,606,5960.403174397871,0.21829971181556196,6.260221338901267e-4
06001410100,over65,2776,23841.612697591485,354,1077.5953658964718,0.12752161383285301,1.901464484006847e-4
06001410200,under18,3370,67694.86608586393,744,18708.252880147076,0.22077151335311573,0.0013567787838590602
06001410200,over65,3370,67694.86608586393,306,887.2793119058397,0.09080118694362017,1.2727185273141844e-4
06001410300,under18,3598,41225.04411452223,1001,6245.322936779963,0.2782101167315175,7.289097656580037e-4
06001410300,over65,3598,41225.04411452223,232,2078.6947644607862,0.06448026681489717,1.7381161424427917e-4
06001410400,under18,4146,54208.29445404237,852,8537.984682329246,0.20549927641099855,6.298795360993659e-4
06001410400,over65,4146,54208.29445404237,383,4310.381463585887,0.09237819585142305,2.7767134365050064e-4
06001410500,under18,2209,15078.944207832521,655,8764.146672702582,0.2965142598460842,0.0015243609669999354
06001410500,over65,2209,15078.944207832521,161,887.2793119058397,0.07288365776369397,1.9824637701716343e-4
06001420100,under18,2434,5866.908103214125,580,2365.0927097864947,0.23829087921117503,3.429832284661182e-4
06001420100,over65,2434,5866.908103214125,376,3127.8351086926396,0.15447822514379622,5.043299251165774e-4
06001420200,under18,3196,31078.79638953816,893,10060.882659990206,0.27941176470588236,7.474271647351392e-4
06001420200,over65,3196,31078.79638953816,316,2797.0916750584342,0.09887359198998748,3.0358246526639333e-4
06001420300,under18,4948,47627.42398906145,1081,10060.882659990206,0.21847210994341149,5.03790047009994e-4
06001420300,over65,4948,47627.42398906145,542,10306.261028630557,0.1095392077607114,3.9761895916699786e-4
06001420400,under18,3247,15682.042848828076,907,10805.886863572952,0.27933477055743766,9.088723885330774e-4
06001420400,over65,3247,15682.042848828076,16,195.48969429328997,0.004927625500461965,1.850599870288347e-5
06001420500,under18,2513,9939.302112877745,659,2733.160262747018,0.26223637087146834,3.245606234390331e-4
06001420500,over65,2513,9939.302112877745,318,961.1884590866678,0.12654198169518505,1.7740542538676065e-4
06001420600,under18,3344,20408.163265306124,970,11708.687096386766,0.2900717703349282,8.935083809178176e-4
06001420600,over65,3344,20408.163265306124,488,4972.607422326105,0.145933014354067,4.058173625222355e-4
06001421100,under18,2085,11188.366700233737,336,2023.63244981107,0.16115107913669063,3.986621937748974e-4
06001421100,over65,2085,11188.366700233737,729,1466.7270258035312,0.3496402877697842,6.520219633537488e-4
06001421200,under18,3650,9939.302112877745,613,961.1884590866678,0.16794520547945205,9.319064437455031e-5
06001421200,over65,3650,9939.302112877745,1123,4152.2158886189145,0.30767123287671233,2.4104678337965557e-4
06001421300,under18,3924,29806.080875084306,734,4887.242357332249,0.18705402650356778,3.8512922551348555e-4
06001421300,over65,3924,29806.080875084306,1041,2484.8255282194364,0.2652905198776758,2.976111277767059e-4
06001421400,under18,1709,6149.610591180792,315,378.41483356583916,0.18431831480397892,2.01095921565898e-4
06001421400,over65,1709,6149.610591180792,489,961.1884590866678,0.286132241076653,5.014814294163861e-4
06001421500,under18,3804,24029.711477166693,698,3127.8351086926396,0.18349106203995794,2.7206479343004104e-4
06001421500,over65,3804,24029.711477166693,973,3335.1502665348617,0.2557833859095689,3.391262225135681e-4
06001421600,under18,3545,46309.99344056319,521,6054.637337053427,0.14696755994358252,5.613825355004897e-4
06001421600,over65,3545,46309.99344056319,975,2365.0927097864947,0.2750352609308886,4.669509398382535e-4
06001421700,under18,3572,21108.821980580367,478,2733.160262747018,0.13381858902575589,2.4383727777849785e-4
06001421700,over65,3572,21108.821980580367,622,3127.8351086926396,0.17413213885778275,2.9530860644605146e-4
06001421800,under18,2241,3920.510712207019,424,651.8786781349027,0.1892012494422133,1.5774768314093693e-4
06001421800,over65,2241,3920.510712207019,461,887.2793119058397,0.20571173583221777,1.4364041765936234e-4
06001421900,under18,3962,37135.281455271106,795,12647.702811319186,0.2006562342251388,7.104677541124264e-4
06001421900,over65,3962,37135.281455271106,643,2861.762178841659,0.16229177183240787,2.446165258588635e-4
06001422000,under18,1973,11060.134329875002,400,3196.2010698349054,0.20273694880892043,7.042885435414227e-4
06001422000,over65,1973,11060.134329875002,165,332.5911623137259,0.08362899138367967,1.0531008464279571e-4
06001422100,under18,2617,29179.700852726783,428,2484.8255282194364,0.16354604508979748,4.767779642938151e-4
06001422100,over65,2617,29179.700852726783,373,1862.8800546927691,0.14252961406190295,3.5855864642445203e-4
06001422200,under18,3553,24218.549348213706,476,1862.8800546927691,0.1339712918660287,1.820022795466007e-4
06001422200,over65,3553,24218.549348213706,481,3127.8351086926396,0.13537855333520968,2.829333844131841e-4
06001422300,under18,3890,57075.96936465849,605,11317.338162064281,0.15552699228791775,6.56666806472956e-4
06001422300,over65,3890,57075.96936465849,594,2733.160262747018,0.15269922879177378,2.685683910069604e-4
06001422400,under18,4187,45269.352648257125,171,651.8786781349027,0.04084069739670408,4.149150361522407e-5
06001422400,over65,4187,45269.352648257125,492,6536.89452240833,0.11750656794841174,3.372217844127093e-4
06001422500,under18,4136,45528.404209125925,261,1969.3092266331612,0.06310444874274662,1.2571897471522306e-4
06001422500,over65,4136,45528.404209125925,299,1708.7794828207427,0.07229206963249517,1.1379989501552297e-4
06001422600,under18,1421,19210.465535240808,46,748.3301152058832,0.03237156931738212,3.60630114471995e-4
06001422600,over65,1421,19210.465535240808,9,53.21458597019614,0.0063335679099225895,2.673539026245813e-5
06001422700,under18,5207,74500.78990401051,160,961.1884590866678,0.030727866333781446,3.8045881372987546e-5
06001422700,over65,5207,74500.78990401051,119,591.2731774466237,0.02285385058574995,2.3243032381572248e-5
06001422800,under18,9074,113829.32530187267,262,2424.5895732670615,0.028873705091470133,3.0599529669144654e-5
06001422800,over65,9074,113829.32530187267,40,310.78796389538155,0.004408199250606128,3.801427195304823e-6
06001422900,under18,5167,209535.7581692704,294,9225.339751110947,0.056899554867427905,3.7095532919840005e-4
06001422900,over65,5167,209535.7581692704,232,7451.5202187710765,0.044900329011031546,2.9492790959594257e-4
06001423000,under18,4679,87644.79263864896,586,5960.403174397871,0.12524043599059628,3.3504374137471594e-4
06001423000,over65,4679,87644.79263864896,607,5321.458597019614,0.12972857448172687,3.104400572270583e-4
06001423100,under18,4319,29806.080875084306,709,3695.457359041398,0.16415836999305394,2.4116695530509625e-4
06001423100,over65,4319,29806.080875084306,660,5058.711578791771,0.15281315119240566,2.338769203469481e-4
06001423200,under18,3069,42468.56551583966,685,17082.251642168867,0.22319973932877157,0.0015890144568525386
06001423200,over65,3069,42468.56551583966,159,1810.774105930285,0.05180840664711633,2.0435431472954816e-4
06001423300,under18,4060,66749.19854768527,861,16296.966953372568,0.2120689655172414,8.0656160169724e-4
06001423300,over65,4060,66749.19854768527,585,3127.8351086926396,0.1440886699507389,2.738268087826713e-4
06001423400,under18,5307,107360.79674060662,966,23654.25300948809,0.18202374222724704,7.135679736178949e-4
