tract,medhhinc,medhhinc_se2
06081608002,156250,178632568.43525094
06081608004,127406,78459748.52412672
06081608013,146354,88006069.41916648
06081608023,138333,257617135.46622813
06081608100,110608,116325076.08022839
06081608200,163750,121495338.7348602
06081608300,153409,86518269.78686447
06081608400,114042,301006679.5391764
06081608501,130040,55608979.59183673
06081608502,109881,9128112.267994568
06081608600,98693,84662372.29885165
06081608700,131771,213639539.91555876
06081608800,184767,296383958.0196043
06081608900,110959,57298917.78531241
06081609000,112120,70468115.03958759
06081609100,122e3,179185484.2434937
06081609201,114444,329803263.4583937
06081609202,99677,345937386.3877828
06081609300,161167,419091832.4849179
06081609400,195625,225401394.66560727
06081609500,183171,98317170.38830018
06081609601,205388,82572298.48209088
06081609602,149545,444453543.4816751
06081609603,161553,298943048.93709403
06081609700,178542,175993691.48474237
06081609800,124048,76629003.79708242
06081609900,180337,65802176.993930206
06081610000,101311,55518352.1955636
06081610100,78913,33618848.31071405
06081610201,52472,117890751.5636404
06081610202,59844,49187412.90268937
06081610203,60400,40177873.079517
06081610302,64741,35861531.58230246
06081610303,171935,102791246.93969937
06081610304,122429,38583355.290509135
06081610400,65181,7860438.835561385
06081610500,65722,74609688.01101248
06081610601,65045,142486671.77871603
06081610602,122250,33856e4
06081610700,98485,57473911.36445524
06081610800,65446,26555382.526029877
06081610900,66406,78223002.74387708
06081611000,111791,92662567.78854592
06081611100,158304,237815771.84246266
06081611200,149861,114939254.4414778
06081611300,126646,28839185.151652336
06081611400,250001,.
06081611500,250001,.
06081611600,191094,185638554.33708116
06081611700,58274,29933204.608235326
06081611800,65313,37667507.13685202
06081611900,70521,97619204.92234918
06081612000,67383,38666472.40879149
06081612100,55733,8585434.354819337
06081612500,121146,213373062.33312702
06081612600,136250,191414373.8509437
06081612700,220357,522087774.13364625
06081612800,233571,561589153.4631056
06081612900,164597,155741296.1816687
06081613000,117153,562309684.500328
06081613200,243750,720685847.6917249
06081613300,246042,448667080.3115271
06081613400,243194,1541552856.680925
06081613501,111739,45040825.565174006
06081613502,143942,108603005.88501585
06081613600,118152,505334001.34884197
06081613700,108050,184414748.93986568
06081613800,90888,158637470.45943776
06081613900,163010,325117070.6109515
06081614000,121926,48059872.32194824
06081984300,.,.
06081990100,.,.
06083000101,64018,168936784.0282333
06083000102,70761,47580642.8248076
06083000103,150889,182471647.8968228
06083000200,79125,76341914.43168487
06083000301,54350,15498221.930691695
06083000302,63631,21978711.948337507
06083000400,74795,112682419.41593297
06083000501,118720,79757386.20300995
06083000502,102854,105770908.99012388
06083000600,102237,176639450.4854907
06083000700,134519,316926571.2622759
06083000801,79803,38447538.36346671
06083000804,64454,69582980.20158719
06083000900,40874,13459308.395155255
06083001000,42459,27115919.475984145
06083001101,58686,34028959.821139865
06083001102,51695,19990955.368113745
06083001203,59135,137737691.26301494
06083001206,54970,37944102.1424414
06083001208,92833,19790328.618545655
06083001304,101833,43656345.00789904
06083001306,102719,36424343.455806956
06083001402,129297,214368760.45121533
06083001500,156125,1274468297.964727
06083001601,103438,153654486.19284743
06083001604,59784,39472002.29118356
06083001704,70443,40471253.961068355
06083001706,76576,34734721.59348121
06083001800,50208,45179645.051320665
06083001901,75905,37132168.40199185
06083001903,72248,16175554.919115677
06083001905,95536,171888836.57763693
06083001906,91131,96636668.54519083
06083002005,75295,13741781.395219926
06083002006,86875,200622684.56499848
06083002007,71908,12833380.696778484
06083002008,80581,36219177.57596475
06083002009,84524,89161810.77410594
06083002010,84056,17844846.592326384
06083002011,68438,10976432.220692715
06083002012,89107,67719392.46681017
06083002013,120385,118207786.3286555
06083002101,50821,32265162.369157713
06083002102,69483,40448053.510222554
06083002103,42216,26243042.4700437
06083002205,49e3,36138735.229718864
06083002206,33866,6019639.87768036
06083002209,65068,22270366.681756448
06083002210,82024,23674583.93769459
06083002211,72396,46140843.4881422
06083002303,47883,21508168.254173554
06083002304,40870,36475725.4644728
06083002305,50625,50328027.27247531
06083002306,65536,52146835.67224989
06083002402,58483,28624126.16291424
06083002403,42953,20121632.653061222
06083002404,44381,10236109.792038137
06083002502,43797,8592560.674790515
06083002604,135313,1351288661.412958
06083002606,63457,7213061.224489796
06083002702,31663,2980608.0875084302
06083002703,48647,19189193.00449922
06083002705,37054,62021609.18690699
06083002706,46054,5713407.6736172065
06083002707,46169,12759444.572758937
06083002708,50556,20198057.66761209
06083002802,61557,17507483.85547066
06083002806,63259,103594035.16227676
06083002808,82177,22132877.929804787
06083002809,90039,52445771.56530335
06083002906,100536,122072273.90729946
06083002907,128281,173967280.0509973
06083002909,111767,64194676.6936743
06083002913,91106,87425341.96838535
06083002914,93125,212556901.35900447
06083002915,42292,24672810.118162252
06083002922,77760,17228807.568296667
06083002924,21289,4850705.000877672
06083002926,20645,5191195.203296347
06083002928,26086,18503072.21847544
06083002930,83644,96314238.04288577
06083002932,105500,26586718.15670587
06083003001,63083,29429800.53768904
06083003004,116614,45712395.11830083
06083003005,93285,31721889.117801946
06083003007,109620,49940641.7161704
06083003102,81098,51237747.24919393
06083980000,.,.
06083980100,.,.
06083990000,.,.
06085500100,97872,91298315.42576289
06085500200,99942,33527267.855988022
06085500300,116447,100535669.84783953
06085500400,72786,19365349.913618688
06085500500,132216,92744510.49047957
06085500600,103285,169775355.36441827
06085500800,88333,105358681.09126857
06085500901,69868,146446780.42516235
06085500902,43714,14191594.312691124
06085501000,38993,48600816.32653061
06085501101,75069,61448443.75051967
06085501102,78688,69989244.00181077
06085501200,74911,95362051.71792573
06085501300,102143,410721351.0592105
06085501401,45966,11651121.109376298
06085501402,51982,39525489.971452594
06085501501,52934,71564400.1810774
06085501502,62813,95053609.63036188
06085501600,60216,143650060.88266
06085501700,47639,40711381.454347245
06085501800,115458,141169067.17417613
06085501900,89427,35382609.17766835
06085502001,67778,40509936.16097412
06085502002,64327,31852128.491052374
06085502101,94659,147139112.1663695
06085502102,57464,42135488.03133748
06085502201,62813,103161376.55786623
06085502202,93421,86303535.25928251
06085502301,126103,365402398.351826
06085502302,86700,133490280.39282711
06085502400,126815,20323927.532081194
06085502500,156875,89886536.8945224
06085502601,145991,178860136.1776037
06085502603,143359,506072204.06315535
06085502604,92100,16598813.388642011
06085502701,97566,63369342.48574939
06085502702,113636,153277946.8038913
06085502800,111250,120559065.04928818
06085502901,107296,90024912.55624025
06085502902,142614,153775076.3573877
06085502903,136136,132999082.048392
06085502906,94659,105595926.1278074
06085502907,137399,65960070.58323556
06085502908,143015,35549140.89855046
06085502909,93326,51988921.38838333
06085502910,92610,34064430.66860063
06085503001,152159,302971587.10654926
06085503002,118792,222327134.44997734
06085503003,137031,143111405.47482008
06085503105,36250,51945098.807291135
06085503108,93750,293544167.55203664
06085503110,45290,5446335.861642076
06085503111,93167,58269324.5627812
06085503112,52258,36358334.08782254
06085503113,58641,33232246.191369258
06085503115,107500,69643844.3842906
06085503116,76250,137338451.78813943
06085503117,53125,77557734.68463892
06085503118,68563,20241794.144547816
06085503121,51038,10807906.061473932
06085503122,21908,2077453.4603338847
06085503123,42747,4107706.3220036766
06085503204,73026,156485651.09339345
06085503207,92768,35752402.878761284
06085503208,1e5,111947977.19902807
06085503210,74839,52348963.516597226
06085503211,93409,151596720.6511396
06085503212,112250,67959727.27524692
06085503213,50565,65782453.598913535
06085503214,42554,36277737.27145906
06085503217,67034,17958016.278489664
06085503218,41953,19757889.893847983
06085503304,66932,24138255.928899396
06085503305,81250,37235961.97374378
06085503306,64769,162179063.75587806
06085503312,95855,54616143.23592723
06085503313,159e3,118896155.43093653
06085503315,96048,141010210.91822875
06085503321,106659,8833000.803761976
06085503322,112500,77804196.19183119
06085503323,116719,118075636.77349618
06085503324,123819,105733400.46747537
06085503325,118554,72368893.85722601
06085503326,176394,63495224.175682046
06085503327,86923,135251951.10909912
06085503329,180375,85537197.91945751
06085503330,186767,210329338.79029202
06085503331,104453,314420805.7944771
06085503332,96029,97631217.74558623
06085503333,150071,85469743.99719144
06085503334,227849,311967932.668767
06085503336,93750,62031184.48647001
06085503337,84821,41694693.87755102
06085503401,66250,58093123.30817342
06085503402,56097,22213027.96537356
06085503504,77614,89851959.60865107
06085503506,62868,64643555.02997939
06085503507,122875,244423286.55500227
06085503508,76250,100596631.96016297
06085503509,90739,82064875.2321209
06085503510,69456,14653304.755129756
06085503511,101806,78502831.64420137
06085503601,55833,17047611.903068155
06085503602,52425,33043277.870677467
06085503703,61250,21553300.135808058
06085503707,85268,27771938.914089855
06085503708,74861,107856747.81275119
06085503709,30625,5174587.817924815
06085503710,29558,14924483.328867987
06085503711,80074,147330896.42556885
06085503712,35313,79518689.22127473
06085503713,32031,12019182.749605048
06085503802,90645,34648788.906237006
06085503803,87292,221656888.2401308
06085503804,88547,150237551.02040815
06085503902,69286,78352092.46034312
06085503903,81818,78126255.30067164
06085504001,63750,59332135.14287562
06085504002,71307,84315933.88826786
06085504101,73922,23852387.17306751
06085504102,81927,115278404.30151238
06085504201,147073,57262111.030016355
06085504202,145125,152616359.42018273
06085504307,99954,27675914.302343845
06085504308,118833,182044890.56826892
06085504311,132500,174175811.38385642
06085504314,110463,77707708.16973236
06085504315,102609,48524563.15074694
06085504316,111087,215616642.49221644
06085504317,107250,468505367.0974955
06085504318,68418,62722548.38739479
06085504319,106365,9676070.62019013
06085504320,125156,123635473.06473519
06085504321,105833,115435103.51899925
06085504322,127670,271237872.52519846
06085504323,99577,32548932.47475541
06085504410,74196,184464283.95894346
06085504411,102574,103247835.84778412
06085504412,74516,16832439.0942434
06085504413,113421,161421272.9002873
06085504414,163365,172574939.25591967
06085504415,131250,257012549.40364555
06085504416,111875,84271283.89427298
06085504417,95750,349224076.27423996
06085504418,85990,16253886.789663805
06085504420,116618,38893609.99990761
06085504421,124963,52516233.589859664
06085504422,100938,75631834.8869652
06085504423,118786,148558309.69780397
06085504504,106547,145902901.8578912
06085504505,131959,24413811.40233368
06085504506,89961,138466366.3491653
06085504507,96729,5877308.598405411
06085504601,64750,126408671.390693
06085504602,84784,53561042.85806672
06085504700,83889,172383331.27003628
06085504802,93664,90892171.72790349
06085504803,119216,71030569.19281973
06085504805,95506,25323226.50382018
06085504806,110313,267049241.59976348
06085504901,153611,132578775.51020408
06085505001,127917,120866298.35274988
06085505006,156364,10435452.7397197
06085505007,103333,157323265.30612245
06085505008,130217,29370469.6002439
06085505009,104010,211565424.93140307
06085505100,76521,64721780.47135558
06085505202,66574,186451139.21711737
06085505203,101150,41678994.09650687
06085505301,94736,127628183.77509446
06085505302,91364,306899279.9401335
06085505303,79818,43487811.088219814
06085505304,127198,102581802.08978115
06085505305,110982,157597879.17702162
06085505401,105339,62828510.823070735
06085505402,106583,243113497.10368532
06085505403,97014,196783760.68218145
06085505500,104146,47112159.34812132
06085505600,51397,29199405.400910933
06085505700,70625,239261656.85830688
06085505800,118667,63079322.99221182
06085505900,104375,151896259.64283404
06085506000,105260,11842803.004406832
06085506101,112218,60593684.46337339
06085506102,133589,42475528.12704982
06085506103,116080,22316290.86944873
06085506202,142611,235589841.55726573
06085506203,99375,159219907.05924743
06085506204,107578,432412431.1490101
06085506301,91151,15806062.397797506
06085506302,111270,63708539.27809241
06085506304,96600,236879232.0839608
06085506305,60243,13321390.600604206
06085506401,88564,28429316.432775013
06085506402,77050,13786888.147744386
06085506501,50302,37719758.317088716
06085506502,120568,116390650.1233359
06085506503,92105,151491951.8481906
06085506601,100815,169648645.52249148
06085506603,138750,309931209.0612614
06085506604,129583,111857948.0973014
06085506605,97438,195302748.86595652
06085506606,99946,120545715.9486701
06085506701,140357,73323563.52953131
06085506702,118295,199934442.5864506
06085506703,124219,221204591.97531435
06085506801,123361,122569800.35291615
06085506802,120466,9892841.344776932
06085506803,140625,133265620.23632447
06085506804,148162,21316e4
06085506900,144875,277136473.24026936
06085507001,155996,136314496.7249009
06085507002,212500,2058401045.4448864
06085507100,95486,461975572.6573109
06085507203,152279,194861233.35889354
06085507205,166288,127683130.79147458
06085507206,237292,502168593.78608835
06085507301,159211,80018190.88884988
06085507302,175139,330908168.2541735
06085507401,183594,89115895.45551132
06085507402,149750,453418125.8488003
06085507500,156048,78955918.36734694
06085507600,230694,494758215.46364135
06085507701,175833,137495226.76250216
06085507702,186653,468794888.81292665
06085507703,158260,40571866.113579884
06085507805,129284,43151721.066878535
06085507806,160223,176704091.42561504
06085507807,182981,35440488.9090086
06085507808,181755,241731608.54020193
06085507903,167574,132284956.71695566
06085507904,192727,196102140.96322098
06085507905,134877,181815305.1061982
06085507906,167607,120438949.75101854
06085508001,122107,139943866.00271615
06085508003,125441,100060799.51219963
06085508004,123763,62799603.107879646
06085508101,174137,57501566.319601625
06085508102,148646,92416956.97563772
06085508202,146646,107743137.99761644
06085508203,172600,181585864.50605592
06085508204,152250,182767387.9583522
06085508301,171875,429761884.68325305
06085508303,175833,130195729.89902164
06085508304,91034,106610332.4987759
06085508401,163542,37191461.2762262
06085508403,172321,227633802.71800888
06085508404,135e3,540272797.1840615
06085508503,127905,198373097.4399719
06085508504,110401,35650699.45769163
06085508505,144615,148513856.67168632
06085508507,105446,134630525.95596862
06085508508,88375,150148150.51597822
06085508601,129813,145125595.2919873
06085508602,122609,42404243.86323112
06085508703,127125,47883034.709583245
06085508704,112031,169997211.40787685
06085508800,121759,84628814.95921138
06085508900,89792,28261019.391912486
06085509000,74286,37354760.58055635
06085509102,147019,257071026.69044077
06085509105,111843,75981160.92792933
06085509106,130139,288483513.6408569
06085509107,114853,93037458.6339742
06085509108,104898,12078265.7218614
06085509109,157212,33141194.18704557
06085509201,123875,96827992.719949
06085509202,129167,127394790.88330668
06085509302,118750,532781810.9588787
06085509303,74844,102680337.76480262
06085509304,122679,222254626.62022707
06085509401,94767,39655539.398194775
06085509403,98854,60688362.08091203
06085509404,121161,84115102.0408163
06085509500,94750,147463743.31353185
06085509600,153828,286195892.8686912
06085509700,134420,107945152.39142282
06085509801,129063,173983316.48820686
06085509802,166319,272019349.78427774
06085509901,166184,539933731.5804547
06085509902,145375,340531493.9810238
06085510001,21e4,926971131.4566568
06085510002,212669,306005368.0213598
06085510100,163542,299868698.9218503
06085510200,250001,.
06085510300,187109,113315701.44399996
06085510400,237961,636726224.2588297
06085510500,194464,251333317.6892305
06085510600,128030,209536624.38447538
06085510700,115e3,274652541.6431851
06085510801,170603,304603283.4138635
06085510802,194500,556042202.1230402
06085510803,128333,105396123.09568462
06085510900,131538,514172855.3875148
06085511000,171235,108666366.34916529
06085511100,233750,818829531.877939
06085511200,245380,917114028.5104535
06085511301,99605,152451186.1494258
06085511302,93792,294544885.5794015
06085511400,195294,502522842.91534626
06085511500,154917,313580584.06703556
06085511608,37250,32625277.297881577
06085511609,98083,92311794.9760257
06085511701,249750,68029905.1191323
06085511702,232917,149909879.25093076
06085511704,236563,560322140.7784481
06085511705,188125,1507752376.641014
06085511707,152692,365774344.65683055
06085511800,145486,67739404.10750085
06085511905,138942,59079548.78465646
06085511907,147241,264789062.92440018
06085511909,215667,304773061.59403545
06085511910,186146,814521190.3068154
06085511911,125694,205961757.18997422
06085511912,177778,145242791.54848903
06085511913,183281,285168407.90458333
06085511914,155556,268063483.89242524
06085511915,66667,83758658.91852441
06085511916,124922,167438880.2764202
06085512001,180565,228478386.1937713
06085512005,119054,119002235.75170222
06085512017,78324,92136658.01313734
06085512019,106955,33915577.2766327
06085512020,86792,18702338.67018967
06085512021,101375,158928555.35333192
06085512022,69618,83881100.87674727
06085512023,75307,45769954.45348805
06085512024,98875,86145480.54803632
06085512025,108295,117415997.63490729
06085512026,98032,56327534.29846362
06085512027,92625,291112051.44076645
06085512029,118377,48017738.56486913
06085512030,143929,57556896.18536414
06085512031,115526,98317170.38830018
06085512032,116581,276671148.2709878
06085512033,116790,67289857.26295951
06085512034,130435,132536781.44141315
06085512035,128466,70815550.11502111
06085512036,114883,123581404.08902355
06085512037,124375,84293607.41308746
06085512038,95652,451116941.26994383
06085512039,110972,81921756.45088275
06085512042,71974,15169722.748311639
06085512043,51033,30588632.403617855
06085512045,119444,168605094.18796945
06085512047,123355,18330890.88238283
06085512052,87437,65418104.04560195
06085512053,84693,52719075.39656877
06085512100,100870,30642450.088229038
06085512200,150729,415688887.2054028
06085512305,138068,397790294.2507922
06085512307,106887,159097200.13673195
06085512308,153929,107390068.08880183
06085512309,115379,110780423.68418622
06085512310,57276,29661101.061520122
06085512311,100337,81943766.59491321
06085512312,115054,123378750.75063975
06085512313,77500,11268367.43932521
06085512314,80929,98655009.10006374
06085512401,111763,49323937.8793618
06085512402,107917,111716546.96464372
06085512503,141931,62799603.107879646
06085512505,79635,125467235.52073616
06085512506,72321,104250927.4674107
06085512508,73466,147404692.86130023
06085512509,100625,208587342.68899956
06085512510,88596,51612651.028722934
06085512602,88690,185754529.24492565
06085512603,48125,23680499.995380677
06085512604,52194,104213689.45224082
06085513000,37361,4542469.48938018
06085513500,107813,350656928.89016175
06087100100,100865,185456381.22338116
06087100200,67989,123176263.70783712
06087100300,88438,125589831.94907661
06087100400,44444,58083856.94884563
06087100500,76434,339679464.8977744
06087100600,74982,23215408.579004258
06087100700,47826,19253156.936835393
06087100800,57863,30193187.793904338
06087100900,74383,79193769.82843839
06087101000,28262,27503489.066065542
06087101100,98026,127834296.06156632
06087101200,74063,103556914.66265094
06087110100,50729,17092821.019761454
06087110200,52879,36387664.19378979
06087110300,39694,23209550.909544438
06087110400,57730,11926630.759139327
06087110501,51063,83269785.38631389
06087110502,63413,10019437.736162823
06087110600,48014,21756978.96360898
06087110700,49875,54069425.07922137
06087120200,88884,22155763.158137854
06087120301,87440,228202806.6998642
06087120302,68458,32673906.92990641
06087120400,87262,68582562.61490563
06087120500,99844,101623558.17111814
06087120600,88615,46587885.92123132
06087120700,87031,95018052.3091989
06087120800,108362,180931118.1530104
06087120900,92055,40046969.26303341
06087121000,134306,143504378.56265187
06087121100,80333,152496224.53598914
06087121200,131816,172527027.28171393
06087121300,77923,20714948.679335926
06087121401,74225,15464735.543832744
06087121402,61324,74609688.01101248
06087121403,64400,143417004.64703763
06087121500,54551,186451139.21711737
06087121600,68402,29793679.28973309
06087121700,76353,49017022.75477868
06087121800,58841,170393743.2211454
06087122001,89907,33647052.041278265
06087122002,119148,282975798.08020985
06087122003,82188,41279648.56200515
06087122100,64375,14751202.963756802
06087122201,83518,41349981.61509964
06087122202,106974,52913463.844569065
06087122203,102308,45556345.1926719
06087122300,78563,152962010.69834906
06087122400,101799,130598350.34783493
06087122500,51897,13764325.532838758
06087123100,59395,15236090.206114132
06087123300,82989,47178943.65351392
06087990100,.,.
06089010100,19432,6693779.99094613
06089010200,27341,50078207.33363512
06089010300,47500,32653061.2244898
06089010400,42500,28345105.459114384
06089010500,37420,2191119.8159662234
06089010601,78125,33029301.650945578
06089010602,58370,124882323.33404163
06089010603,59740,9010945.575151745
06089010702,62500,37325043.190657884
06089010703,45061,7095989.135355365
06089010704,32421,15388331.223843092
06089010803,40978,153112415.81286207
06089010804,62500,34384499.77365324
06089010805,54750,28565613.39972838
06089010806,38083,19338607.736439984
06089010807,67135,66653079.701776594
06089010900,39563,20527234.22732606
06089011001,83750,57170145.87817925
06089011002,45603,23309231.806801483
06089011100,63657,22477398.0284735
06089011209,35011,15709537.051579345
06089011300,37149,17594072.4863961
06089011401,50417,11905646.10452601
06089011402,80588,69826596.57615875
06089011403,65417,27147584.00236509
06089011500,50926,80770375.73562698
06089011600,44940,27115919.475984145
06089011701,72500,20192593.933906745
06089011702,38364,32348088.4322946
06089011703,48873,20165286.351752106
06089011801,53889,26473996.3599745
06089011802,63159,9398231.354107961
06089011803,41379,31054365.3513918
06089011900,70833,17148157.90689295
06089012000,33594,7144652.765587902
06089012101,44303,8313318.982640589
06089012102,28873,4657200.136731922
06089012200,37356,69471464.97168355
06089012301,31638,6263685.294851303
06089012302,61712,31366808.88018404
06089012303,53083,32403431.601703607
06089012400,53519,48009314.03072773
06089012500,39808,63349987.15828568
06089012601,53578,13823026.764349923
06089012603,45375,11174693.87755102
06089012604,53995,576e4
06089012701,39708,30440877.671122767
06089012702,48125,29330948.90106337
06091010000,44190,34413022.79173326
06093000100,32813,8807724.984063338
06093000200,33346,3760534.363134117
06093000300,43577,3189861.1431897343
06093000400,29444,20219919.993348174
06093000500,34074,19066892.95183895
06093000600,45231,14292536.469544813
06093000701,58040,35144355.2812705
06093000702,26667,3233437.9763675504
06093000703,47750,32209937.454384197
06093000800,45982,3736994.2997570233
06093000900,51286,2843682.5232582847
06093001000,38998,15383562.236121248
06093001100,38156,7076570.246025072
06093001200,44632,29390239.927569035
06095250103,67665,37914151.199637845
06095250104,86438,65143052.63255143
06095250105,82569,52560296.37568019
06095250106,155603,47908277.27016565
06095250200,47297,76172041.64780444
06095250300,52297,12052926.709841926
06095250400,49856,16136459.936622905
06095250501,65294,52727903.47465377
06095250502,71850,33470972.736763336
06095250601,70294,65792314.92687613
06095250604,94464,199298871.5920954
06095250605,94420,99902759.21323714
06095250701,43125,102840559.12269841
06095250801,53309,66901460.62952117
06095250900,20722,3744048.558309698
06095251000,50542,16648384.253656194
06095251100,36719,76788730.7027836
06095251200,48934,37443983.703033045
06095251300,76136,41045637.42020122
06095251400,75982,41123567.22498868
06095251500,38438,27996643.04653505
06095251600,30591,9157522.195840761
06095251701,49815,71328036.14157297
06095251702,67885,81306672.70258035
06095251802,23606,7513264.289871676
06095251803,73179,17583874.502268083
06095251804,71500,46306163.46855628
06095251901,42799,28741331.288513597
06095251902,51610,41914801.2305873
06095251903,73445,38636237.654862754
06095252000,79732,168715621.25257528
06095252102,74013,51438107.1867407
06095252103,83194,15970833.972339502
06095252104,141274,31291951.848190613
06095252105,101176,122852630.33416171
06095252106,95983,4963821.472454985
06095252107,98674,126778017.202354
06095252108,79609,144452634.76871058
06095252201,121190,57234513.72400477
06095252202,109196,13791402.887999926
06095252305,102321,12633811.217560813
06095252306,81332,29094383.45913286
06095252310,137545,65437772.7478497
06095252311,124167,53676778.30027438
06095252312,74839,32175445.903123584
06095252313,95931,64126506.22222633
06095252314,77679,115709583.24479632
06095252315,100409,13140074.093920048
06095252316,81588,86778568.56459197
06095252317,112235,22012924.49256751
06095252401,58424,31400864.367476285
06095252402,55096,24221955.081715804
06095252501,45550,42103925.86912537
06095252502,38164,36925015.844273426
06095252604,42422,108679040.6592696
06095252605,44014,8714160.438281242
06095252606,41651,21418046.396467138
06095252607,4e4,16371739.359392466
06095252608,46835,20072578.782531574
06095252610,70278,67699383.78248538
06095252611,49304,68723596.04955608
06095252702,77755,127944290.61076671
06095252703,71922,22494693.877551023
06095252704,61e3,19784920.316700693
06095252705,79643,37944102.1424414
06095252706,89615,44983726.68397372
06095252707,55549,15675823.024547076
06095252801,64722,32945506.416237842
06095252802,55667,14643998.115316749
06095252903,104943,82075889.54277952
06095252904,89559,42872641.974852405
06095252908,75409,23721933.09374451
06095252909,96386,16509772.082667379
06095252910,91031,33759985.21817056
06095252911,48505,10616901.174231576
06095252912,112112,63340310.603191026
06095252913,93813,51420669.06255485
06095252914,89286,70907661.2374239
06095252915,124741,29561861.401871745
06095253000,.,.
06095253101,64952,31264753.28202807
06095253105,49267,12036048.816991711
06095253106,74345,136825995.32524645
06095253107,51212,4046334.0139133963
06095253108,73789,40000818.91335077
06095253201,94773,87413974.37200323
06095253203,66136,15056286.989218503
06095253204,68287,40062358.6256594
06095253205,72059,25140013.118873626
06095253206,108700,131182557.81081104
06095253300,93e3,84360595.70772627
06095253402,66775,25079089.80885247
06095253403,84971,95504578.11734925
06095253404,74313,46455204.220212296
06095253500,62921,39136623.275838174
06095980000,.,.
06097150100,100066,167674947.94024447
06097150202,90446,92206692.84282295
06097150203,63607,35876094.64066297
06097150204,77994,36146044.474829316
06097150303,73088,86733271.1264678
06097150304,95577,85649680.25055201
06097150305,49137,17375467.336776268
06097150306,60931,6361434.576546781
06097150500,85430,148217673.15527385
06097150601,85064,33456906.347871874
06097150602,84695,4885577.923337736
06097150603,71486,27516242.828503065
06097150607,117731,38034025.923633374
06097150609,70393,49588993.449801825
06097150610,93846,66464619.13692593
06097150611,92686,22772332.110752854
06097150612,107756,24552175.608133703
06097150701,78676,91112537.39340915
06097150702,99638,210346971.6650807
06097150800,82721,101893376.81654826
06097150901,62034,6157638.602747572
06097150902,88173,28865307.600631922
06097151000,82692,31108591.014495432
06097151100,84292,14990312.728079008
06097151201,58095,29575083.748302404
06097151203,72898,20820220.06448573
06097151204,67596,39831828.60468769
06097151301,62605,12530308.84784878
06097151305,45929,37443983.703033045
06097151306,56331,13683253.111113163
06097151307,86854,20576840.19918515
06097151308,58457,63650326.95558984
06097151309,85324,22304805.38797683
06097151310,62386,79670545.91143835
06097151311,77232,95992346.33826369
06097151401,68495,25152206.64997552
06097151402,45142,21048293.714950897
06097151502,66739,35541892.2589407
06097151503,130652,30932530.556813035
06097151504,93717,49889103.38965826
06097151601,67799,14863485.740153916
06097151602,65583,32861817.610702038
06097151700,74321,29055049.01100322
06097151800,68679,106622886.33697025
06097151900,42071,25802694.357960474
06097152000,46250,27746316.090945203
06097152100,58438,64409162.51697601
06097152201,60915,16131576.389722932
06097152202,56879,40455786.254746355
06097152203,50815,10616901.174231576
06097152300,95066,85469743.99719144
06097152400,119549,164011230.1253684
06097152501,66815,38923945.27027651
06097152502,54531,39847176.57819126
06097152600,104558,12964377.269241784
06097152701,72500,70213193.15231752
06097152702,70281,29087825.87004924
06097152801,87273,60093127.003630795
06097152802,48486,10668463.521216543
06097152903,57405,9555427.241063923
06097152904,77875,29238837.409114845
06097152905,71e3,56913036.64969836
06097152906,89293,52851574.172448516
06097153001,50091,12137493.556046229
06097153002,66635,37117352.57434798
06097153003,56779,9977149.508966101
06097153005,86179,145433336.35129017
06097153006,66061,17007476.279783074
06097153102,53083,59491447.418261096
06097153103,55673,11659422.58478765
06097153104,41648,33008342.86453377
06097153200,64429,32569744.921055786
06097153300,67907,21700305.429550722
06097153401,74309,67779436.25797987
06097153403,70750,49272718.84036548
06097153404,84375,89115895.45551132
06097153501,86354,62616675.381786935
06097153502,79457,35897944.771389775
06097153600,65755,84025920.30746205
06097153703,49500,39678511.46977578
06097153704,51583,46538108.11060503
06097153705,55474,34028959.821139865
06097153706,71850,21893296.994669303
06097153801,91196,45000036.954573594
06097153804,99048,83125619.31246015
06097153806,96366,61334129.950758025
06097153807,114286,110141516.06138156
06097153808,63702,94497309.15272401
06097153809,87794,19741680.50923402
06097153901,87559,192256346.85562772
06097153902,65509,17978631.017821338
06097153903,94443,26398981.53195185
06097154000,71563,85289996.95124766
06097154100,81029,108919992.97863102
06097154201,52951,38719411.68318844
06097154202,77031,70815550.11502111
06097154302,67938,99344542.6409586
06097154303,75121,300859041.9526797
06097154304,59107,15112951.654179098
06097990100,.,.
06099000101,83977,25421212.294786632
06099000102,89179,80366592.69592854
06099000201,57104,62031184.48647001
06099000202,52799,40602848.828078076
06099000203,53276,12427232.194824513
06099000301,36577,14122975.212719763
06099000302,59612,21756978.96360898
06099000303,64977,10708211.860570392
06099000304,52063,12824671.242874697
06099000402,83005,25784170.138856813
06099000403,55125,50078207.33363512
06099000404,58856,64976339.83425874
06099000501,73659,101231733.26188783
06099000503,62083,23834576.916325606
06099000504,78024,41969918.607551664
06099000505,60650,103235482.30337857
06099000506,55856,24896763.333672084
06099000510,59712,201156885.4685378
06099000601,71522,12742078.87953733
06099000602,70163,29687593.056235623
06099000801,57550,38289387.93987491
06099000803,37418,15108225.53376262
06099000805,50170,52304989.42175331
06099000806,57292,18066375.587808687
06099000807,42878,4058571.520957862
06099000905,72847,120946510.4720023
06099000906,70625,17238902.079618633
06099000907,76771,85807279.68145157
06099000908,51942,5009977.365323675
06099000909,47543,10724131.890873143
06099000910,42607,18581602.53508375
06099000911,54083,16539425.910699274
