stplfips,total,total_se2,race,race_ct,race_ct_se2,race_share,race_share_se2
0607260,629,18377.13990077697,white_nh,590,18212.69204829963,0.9379968203497615,0.005165757313656511
0607260,629,18377.13990077697,black_nh,0,53.21458597019614,0,1.3450220267918682e-4
0607260,629,18377.13990077697,asian_nh,0,53.21458597019614,0,1.3450220267918682e-4
0607260,629,18377.13990077697,hisp,39,355.1334522038784,0.06200317965023847,0.0010761837722709285
0607274,1593,136158.7568481444,white_nh,1033,42971.147716669286,0.6484620213433773,0.039495735033275886
0607274,1593,136158.7568481444,black_nh,16,269.39884147411794,0.010043942247332079,1.115736031681868e-4
0607274,1593,136158.7568481444,asian_nh,0,53.21458597019614,0,2.097003406310177e-5
0607274,1593,136158.7568481444,hisp,459,126035.79050452232,0.288135593220339,0.0452117695723375
0607316,1219,35284.59640986318,white_nh,1033,30439.112720688092,0.8474159146841673,0.0034326334906881043
0607316,1219,35284.59640986318,black_nh,0,53.21458597019614,0,3.581156300212195e-5
0607316,1219,35284.59640986318,asian_nh,35,310.78796389538155,0.02871205906480722,2.2872468516967962e-4
0607316,1219,35284.59640986318,hisp,61,1375.0796832993042,0.05004101722723544,9.84841433468381e-4
0607372,341,6635.563233894734,white_nh,301,6149.610591180792,0.8826979472140762,0.008423335715074932
0607372,341,6635.563233894734,black_nh,33,651.8786781349027,0.0967741935483871,0.005071636860786762
0607372,341,6635.563233894734,asian_nh,7,53.21458597019614,0.020527859237536656,4.816845907789969e-4
0607372,341,6635.563233894734,hisp,0,53.21458597019614,0,4.5763784255550035e-4
0607379,8647,142511.98713980836,white_nh,5449,136158.7568481444,0.630160749392853,0.0010641464815189553
0607379,8647,142511.98713980836,black_nh,228,13622.934008370212,0.026367526309702786,1.8087124388845965e-4
0607379,8647,142511.98713980836,asian_nh,339,19379.347936549,0.0392043483289002,2.5625456294356083e-4
0607379,8647,142511.98713980836,hisp,2246,70249.16621243337,0.2597432635596161,8.109385903069907e-4
0607414,13082,632242.4959119003,white_nh,4403,173906.74513354458,0.33656933190643634,0.0014346635493268339
0607414,13082,632242.4959119003,black_nh,345,37369.94299757024,0.02637211435560312,2.1579117106086966e-4
0607414,13082,632242.4959119003,asian_nh,1449,85854.34354819338,0.1107628802935331,4.563416624291963e-4
0607414,13082,632242.4959119003,hisp,6215,533921.1574172449,0.47508026295673444,0.002286000635569983
0607470,3086,41720.23540063377,white_nh,2593,19379.347936549,0.840246273493195,0.005127835687355442
0607470,3086,41720.23540063377,black_nh,26,562.0790643101966,0.008425145819831496,5.870990069258174e-5
0607470,3086,41720.23540063377,asian_nh,47,269.39884147411794,0.0152300712896954,2.9304258865116852e-5
0607470,3086,41720.23540063377,hisp,252,4152.2158886189145,0.08165910563836681,4.067894075993432e-4
0607498,4341,38078.362173298476,white_nh,2632,25951.349303868225,0.6063119096982262,6.343147425772985e-4
0607498,4341,38078.362173298476,black_nh,79,2424.5895732670615,0.018198571757659526,1.279952509794246e-4
0607498,4341,38078.362173298476,asian_nh,272,13061.224489795917,0.0626583736466252,6.851800875996572e-4
0607498,4341,38078.362173298476,hisp,1158,24029.711477166693,0.26675881133379403,0.001131380135657708
0607512,972,20582.219306916973,white_nh,425,8094.52979924428,0.43724279835390945,0.012732502367660515
0607512,972,20582.219306916973,black_nh,3,13.303646492549035,0.0030864197530864196,1.4288675976604154e-5
0607512,972,20582.219306916973,asian_nh,0,53.21458597019614,0,5.6324605380908385e-5
0607512,972,20582.219306916973,hisp,487,12511.340434770558,0.5010288065843621,0.007773828409659638
0607525,839,46834.748385547064,white_nh,679,35742.833122384305,0.8092967818831943,0.09435402542059779
0607525,839,46834.748385547064,black_nh,0,53.21458597019614,0,7.559738375498974e-5
0607525,839,46834.748385547064,asian_nh,6,62.45322936779963,0.007151370679380214,9.212462318171034e-5
0607525,839,46834.748385547064,hisp,102,2545.800574643619,0.12157330154946365,0.004599978298893943
0607568,2406,43476.686283386145,white_nh,1364,13481.397991518923,0.5669160432252701,0.004742669408914378
0607568,2406,43476.686283386145,black_nh,177,15078.944207832521,0.07356608478802992,0.0025641855697397455
0607568,2406,43476.686283386145,asian_nh,50,715.4405447104148,0.020781379883624274,1.2683320730349652e-4
0607568,2406,43476.686283386145,hisp,567,37605.34363134117,0.23566084788029926,0.006079084094021486
0607578,1259,40487.80037139346,white_nh,320,19719.330013580806,0.2541699761715647,0.010790440285833359
0607578,1259,40487.80037139346,black_nh,8,72.4309642372114,0.006354249404289118,4.6726772525508956e-5
0607578,1259,40487.80037139346,asian_nh,34,378.41483356583916,0.027005559968228753,2.573638806319141e-4
0607578,1259,40487.80037139346,hisp,897,30864.82940844966,0.7124702144559174,0.006506079465747481
0607596,2077,132151.033342264,white_nh,1571,90914.16376419287,0.7563793933558016,0.038600325425136445
0607596,2077,132151.033342264,black_nh,122,14341.700464703761,0.058738565238324505,0.003218817568041512
0607596,2077,132151.033342264,asian_nh,0,53.21458597019614,0,1.2335526609315114e-5
0607596,2077,132151.033342264,hisp,323,27139.808390535938,0.1555127587867116,0.005550355365616696
0607624,17600,682506.9982723737,white_nh,8694,404325.9023844939,0.4939772727272727,7.676425283638239e-4
0607624,17600,682506.9982723737,black_nh,925,42971.147716669286,0.052556818181818184,1.326378932871712e-4
0607624,17600,682506.9982723737,asian_nh,313,11060.134329875002,0.01778409090909091,3.640235496127386e-5
0607624,17600,682506.9982723737,hisp,6403,332112.23103999405,0.3638068181818182,7.805357167764258e-4
0607652,4359,70895.1321587938,white_nh,3565,55920.03030275035,0.8178481303051158,0.005438697912353973
0607652,4359,70895.1321587938,black_nh,74,1466.7270258035312,0.016976370727231016,7.611727318538591e-5
0607652,4359,70895.1321587938,asian_nh,78,2078.6947644607862,0.017894012388162423,1.0820521687687827e-4
0607652,4359,70895.1321587938,hisp,418,8204.284882807808,0.09589355356733195,3.974743842689095e-4
0607694,439,24789.497510185607,white_nh,388,22181.98279764599,0.8838268792710706,0.014620451297571519
0607694,439,24789.497510185607,black_nh,0,53.21458597019614,0,2.7612240477268245e-4
0607694,439,24789.497510185607,asian_nh,0,53.21458597019614,0,2.7612240477268245e-4
0607694,439,24789.497510185607,hisp,35,1158.8954277953824,0.07972665148063782,0.006830941498471111
0607750,185,1862.8800546927691,white_nh,77,651.8786781349027,0.41621621621621624,0.028476156405722222
0607750,185,1862.8800546927691,black_nh,0,53.21458597019614,0,0.0015548454629713993
0607750,185,1862.8800546927691,asian_nh,0,53.21458597019614,0,0.0015548454629713993
0607750,185,1862.8800546927691,hisp,108,2248.3162572407864,0.5837837837837838,0.04714215348297565
0607848,7332,252743.04561118246,white_nh,3502,69606.15663196017,0.477632296781233,0.0023673603413919358
0607848,7332,252743.04561118246,black_nh,74,1658.8908084736836,0.010092744135297326,3.1337272148388855e-5
0607848,7332,252743.04561118246,asian_nh,21,147.81829436165592,0.0028641571194762683,2.7882551635695027e-6
0607848,7332,252743.04561118246,hisp,3394,216267.40329450023,0.46290234588106927,0.0030155382721630303
0607946,992,4471.503404440091,white_nh,404,3405.733502092553,0.40725806451612906,0.002707236351153384
0607946,992,4471.503404440091,black_nh,16,44.71503404440092,0.016129032258064516,4.662123230322806e-5
0607946,992,4471.503404440091,asian_nh,439,2927.1717740966915,0.4425403225806452,0.002084685432632594
0607946,992,4471.503404440091,hisp,118,621.2063820548591,0.11895161290322581,5.66972174864212e-4
0607974,149,2607.5147125396106,white_nh,119,1286.3887066823108,0.7986577181208053,0.13285900586114796
0607974,149,2607.5147125396106,black_nh,0,53.21458597019614,0,0.002396945451565071
0607974,149,2607.5147125396106,asian_nh,0,53.21458597019614,0,0.002396945451565071
0607974,149,2607.5147125396106,hisp,30,683.2900656867545,0.20134228187919462,0.026016160140206968
0608058,25959,332.5911623137259,white_nh,3699,103023.4384382997,0.14249393274009015,1.528733050895401e-4
0608058,25959,332.5911623137259,black_nh,274,15988.026718156705,0.010555106128895566,2.3725640305350144e-5
0608058,25959,332.5911623137259,asian_nh,300,14634.38068753984,0.011556685542586386,2.171686407667358e-5
0608058,25959,332.5911623137259,hisp,21304,108960.19068559972,0.8206787626642013,1.6136085220915135e-4
0608100,41921,2023.63244981107,white_nh,18738,323066.1209707967,0.4469836120321557,1.8360491324719702e-4
0608100,41921,2023.63244981107,black_nh,633,30651.60151883297,0.015099830633811217,1.744148125741969e-5
0608100,41921,2023.63244981107,asian_nh,8825,174922.25681580915,0.21051501634025907,9.948534024506314e-5
0608100,41921,2023.63244981107,hisp,12191,261994.62310954262,0.2908089024593879,1.4898595570452124e-4
0608142,58828,3060.208239022182,white_nh,31435,524193.60501104017,0.534354389066431,1.5121643921246178e-4
0608142,58828,3060.208239022182,black_nh,3601,241263.10732532034,0.06121234786156252,6.971112771834066e-5
0608142,58828,3060.208239022182,asian_nh,5663,416789.94096506864,0.09626368396001904,1.2042579205456142e-4
0608142,58828,3060.208239022182,hisp,13873,523313.71661385236,0.23582307744611408,1.5116550234574628e-4
0608172,5367,114651.19501852346,white_nh,627,41225.04411452223,0.11682504192286193,0.001376868684057531
0608172,5367,114651.19501852346,black_nh,0,106.79871767629642,0,3.7076851507161352e-6
0608172,5367,114651.19501852346,asian_nh,1,9.238643397603495,1.863238308179616e-4,3.2087219180991643e-7
0608172,5367,114651.19501852346,hisp,4648,136607.75491726794,0.8660331656418856,0.001757276993466601
0608240,629,30864.82940844966,white_nh,386,25951.349303868225,0.6136724960254372,0.03621424934413078
0608240,629,30864.82940844966,black_nh,2,3.3259116231372587,0.003179650238473768,9.195104828683756e-6
0608240,629,30864.82940844966,asian_nh,4,36.95457359041398,0.006359300476947536,9.655917606104024e-5
0608240,629,30864.82940844966,hisp,166,8204.284882807808,0.26391096979332274,0.015303217765703779
0608310,4642,289.7238569488456,white_nh,1934,56496.521650760806,0.41663076260232657,0.0026195378426774724
0608310,4642,289.7238569488456,black_nh,248,8650.696131780009,0.05342524773804395,4.014202409729882e-4
0608310,4642,289.7238569488456,asian_nh,1263,46834.748385547064,0.2720809995691512,0.0021724960273872785
0608310,4642,289.7238569488456,hisp,928,90182.46320710267,0.1999138302455838,0.0041846202876888675
0608338,5112,123032.49230882937,white_nh,1402,22001.274932788867,0.2742566510172144,0.0011960325908002914
0608338,5112,123032.49230882937,black_nh,7,83.14779057843147,0.0013693270735524257,3.1905995631109404e-6
0608338,5112,123032.49230882937,asian_nh,2319,97632.50524293011,0.4536384976525822,0.002767197432956027
0608338,5112,123032.49230882937,hisp,1306,37841.483356583914,0.2554773082942097,0.0011407736673374287
0608478,2490,147605.43601777515,white_nh,2133,107360.79674060662,0.8566265060240964,0.03478572762257028
0608478,2490,147605.43601777515,black_nh,32,961.1884590866678,0.01285140562248996,1.5895981841573925e-4
0608478,2490,147605.43601777515,asian_nh,16,178.8601361776037,0.00642570281124498,2.983092433118708e-5
0608478,2490,147605.43601777515,hisp,112,3265.3061224489793,0.04497991967871486,5.748198308237376e-4
0608530,3705,192105.02489814392,white_nh,3024,153263.92032593934,0.8161943319838056,0.020487988993180058
0608530,3705,192105.02489814392,black_nh,0,53.21458597019614,0,3.8766292018988915e-6
0608530,3705,192105.02489814392,asian_nh,24,591.2731774466237,0.006477732793522267,4.366088796737828e-5
0608530,3705,192105.02489814392,hisp,437,18542.326844726118,0.11794871794871795,0.0015454821968515962
0608680,2281,41968.93968089725,white_nh,1967,31942.05522861023,0.8623410784743534,0.012137609233166218
0608680,2281,41968.93968089725,black_nh,8,72.4309642372114,0.0035072336694432268,1.402032632388053e-5
0608680,2281,41968.93968089725,asian_nh,61,1286.3887066823108,0.026742656729504603,2.4147284462541104e-4
0608680,2281,41968.93968089725,hisp,153,3265.3061224489793,0.06707584392810172,5.912942220487121e-4
0608716,51,1243.1518555815262,white_nh,6,36.95457359041398,0.11764705882352941,0.02082307868008677
0608716,51,1243.1518555815262,black_nh,0,53.21458597019614,0,0.02045927949642297
0608716,51,1243.1518555815262,asian_nh,0,53.21458597019614,0,0.02045927949642297
0608716,51,1243.1518555815262,hisp,45,1420.5338088155136,0.8823529411764706,0.17404152946476542
0608744,16,230.96608494008737,white_nh,16,230.96608494008737,1,0
0608744,16,230.96608494008737,black_nh,0,53.21458597019614,0,0.20786947644607867
0608744,16,230.96608494008737,asian_nh,0,53.21458597019614,0,0.20786947644607867
0608744,16,230.96608494008737,hisp,0,53.21458597019614,0,0.20786947644607867
0608758,5087,162.96966953372566,white_nh,3227,84788.94319158174,0.6343620994692353,0.0032740077596734845
0608758,5087,162.96966953372566,black_nh,137,4310.381463585887,0.02693139374877138,1.6656368539446598e-4
0608758,5087,162.96966953372566,asian_nh,22,230.96608494008737,0.004324749361116572,8.925221563272617e-6
0608758,5087,162.96966953372566,hisp,1495,104197.48524126716,0.2938863770395125,0.004026012245619363
0608786,83020,1513.6593342633566,white_nh,20670,1162988.5163662569,0.24897615032522283,1.687232482620734e-4
0608786,83020,1513.6593342633566,black_nh,2685,220814.2940290648,0.03234160443266683,3.203749941349461e-5
0608786,83020,1513.6593342633566,asian_nh,23802,587622.4351216266,0.28670199951818837,8.523951023756502e-5
0608786,83020,1513.6593342633566,hisp,33180,1059210.0959895048,0.3996627318718381,1.53644673676384e-4
0608828,436,9342.48574939256,white_nh,384,9818.46065723709,0.8807339449541285,0.01352772582620641
0608828,436,9342.48574939256,black_nh,0,53.21458597019614,0,2.7993532725673417e-4
0608828,436,9342.48574939256,asian_nh,0,53.21458597019614,0,2.7993532725673417e-4
0608828,436,9342.48574939256,hisp,26,332.5911623137259,0.05963302752293578,0.0019243643050689489
0608954,104765,781.9587771731599,white_nh,59401,715027.0230319379,0.5669927933947406,6.512343613683164e-5
0608954,104765,781.9587771731599,black_nh,2714,140226.3467632413,0.025905598243688256,1.2776019318675717e-5
0608954,104765,781.9587771731599,asian_nh,12036,395102.0408163265,0.1148856965589653,3.5996932484929684e-5
0608954,104765,781.9587771731599,hisp,25700,673497.1036852949,0.24531093399513196,6.135824838505424e-5
0608968,4939,70895.1321587938,white_nh,1566,15379.015345386684,0.31706823243571575,9.226252726798377e-4
0608968,4939,70895.1321587938,black_nh,50,533.6240426455779,0.010123506782749545,2.2173319022719987e-5
0608968,4939,70895.1321587938,asian_nh,451,11840.614924104546,0.09131403118040089,4.611626666551689e-4
0608968,4939,70895.1321587938,hisp,2525,40978.55710867417,0.511237092528852,9.202846429749946e-4
0609066,30401,591.2731774466237,white_nh,17083,153263.92032593934,0.5619223051873293,1.6562841012295065e-4
0609066,30401,591.2731774466237,black_nh,384,12375.717149693739,0.01263116344857077,1.3390331402259647e-5
0609066,30401,591.2731774466237,asian_nh,7397,136158.7568481444,0.24331436465905726,1.4728488280844998e-4
0609066,30401,591.2731774466237,hisp,3445,90182.46320710267,0.11331864083418308,9.756853611501089e-5
0609122,3676,61516.06138154674,white_nh,3104,62424.035254663206,0.8443960826985855,0.0013737012208191205
0609122,3676,61516.06138154674,black_nh,49,2733.160262747018,0.013329706202393906,2.0145303471980625e-4
0609122,3676,61516.06138154674,asian_nh,85,2669.9679419074105,0.023122959738846573,1.9515146562996207e-4
0609122,3676,61516.06138154674,hisp,289,9460.370839145979,0.07861806311207835,6.719580036507457e-4
0609150,352,5682.135235262054,white_nh,342,5145.554826729243,0.9715909090909091,0.08481911307618514
0609150,352,5682.135235262054,black_nh,0,53.21458597019614,0,4.294823893514022e-4
0609150,352,5682.135235262054,asian_nh,0,53.21458597019614,0,4.294823893514022e-4
0609150,352,5682.135235262054,hisp,2,5.912731774466237,0.005681818181818182,4.920073988720921e-5
0609310,921,32817.13953123123,white_nh,792,30864.82940844966,0.8599348534201955,0.00777721202092282
0609310,921,32817.13953123123,black_nh,0,53.21458597019614,0,6.273522026192574e-5
0609310,921,32817.13953123123,asian_nh,18,212.85834388078456,0.019543973941368076,2.657185935436977e-4
0609310,921,32817.13953123123,hisp,24,269.39884147411794,0.026058631921824105,3.438685414577675e-4
0609318,77,2797.0916750584342,white_nh,77,2797.0916750584342,1,0
0609318,77,2797.0916750584342,black_nh,0,53.21458597019614,0,0.008975305442772162
0609318,77,2797.0916750584342,asian_nh,0,53.21458597019614,0,0.008975305442772162
0609318,77,2797.0916750584342,hisp,0,53.21458597019614,0,0.008975305442772162
0609324,695,28559.972653615547,white_nh,573,18708.252880147076,0.8244604316546763,0.07892234560930457
0609324,695,28559.972653615547,black_nh,29,748.3301152058832,0.041726618705035974,0.0016522047294221713
0609324,695,28559.972653615547,asian_nh,0,53.21458597019614,0,1.1016942388115757e-4
0609324,695,28559.972653615547,hisp,54,621.2063820548591,0.0776978417266187,0.0016430239440987414
0609332,1517,41720.23540063377,white_nh,212,4635.5817111815295,0.13974950560316415,0.00236840081841756
0609332,1517,41720.23540063377,black_nh,19,133.40601066139448,0.012524719841793012,6.08140072269144e-5
0609332,1517,41720.23540063377,asian_nh,1,1.4781829436165592,6.591957811470006e-4,6.502060437592021e-7
0609332,1517,41720.23540063377,hisp,1253,37841.483356583914,0.8259723137771918,0.004075401299668226
0609346,1480,25561.109006753446,white_nh,793,11060.134329875002,0.5358108108108108,0.008399632737734484
0609346,1480,25561.109006753446,black_nh,31,332.5911623137259,0.020945945945945947,1.569602152325334e-4
0609346,1480,25561.109006753446,asian_nh,11,94.60370839145979,0.007432432432432433,4.383479316096116e-5
0609346,1480,25561.109006753446,hisp,624,25561.109006753446,0.42162162162162165,0.00959516242946909
0609353,4136,76505.20597555455,white_nh,524,15379.015345386684,0.12669245647969052,8.272314755124123e-4
0609353,4136,76505.20597555455,black_nh,3,13.303646492549035,7.253384912959381e-4,7.800485324351511e-7
0609353,4136,76505.20597555455,asian_nh,126,5321.458597019614,0.0304642166344294,3.0692764465842584e-4
0609353,4136,76505.20597555455,hisp,3427,82678.09794809732,0.8285783365570599,0.0017627254729036524
0609360,3928,217966.9441339234,white_nh,1292,77856.26518602007,0.3289205702647658,0.003517664693228909
0609360,3928,217966.9441339234,black_nh,74,1915.7250949270606,0.01883910386965377,1.2917625086033817e-4
0609360,3928,217966.9441339234,asian_nh,0,53.21458597019614,0,3.448956598754421e-6
0609360,3928,217966.9441339234,hisp,2220,236509.27097864947,0.5651731160896131,0.01081626401980295
0609598,24169,591.2731774466237,white_nh,18480,156613.85242191036,0.7646158301957052,2.675180983157333e-4
0609598,24169,591.2731774466237,black_nh,227,6341.774373850943,0.009392196615499194,1.0856500368340114e-5
0609598,24169,591.2731774466237,asian_nh,2370,81632.6530612245,0.09805949770366999,1.3973857154626443e-4
0609598,24169,591.2731774466237,hisp,1794,88727.93119058396,0.07422731598328437,1.5188925299787015e-4
0609710,39953,212.85834388078456,white_nh,651,31293.502462098466,0.0162941456211048,1.9604447102039e-5
0609710,39953,212.85834388078456,black_nh,75,1561.3307341949908,0.0018772057167171427,9.781284915910875e-7
0609710,39953,212.85834388078456,asian_nh,251,8537.984682329246,0.006282381798613371,5.348797465089327e-6
0609710,39953,212.85834388078456,hisp,38924,34151.938729316986,0.9742447375666408,2.126864171549567e-5
0609780,13495,591.2731774466237,white_nh,5269,134370.15548636837,0.39044090403853277,7.373363036863465e-4
0609780,13495,591.2731774466237,black_nh,2859,149479.77199028095,0.2118562430529826,8.206529573066048e-4
0609780,13495,591.2731774466237,asian_nh,461,39273.84262894836,0.03416080029640608,2.1565026079884122e-4
0609780,13495,591.2731774466237,hisp,4165,123459.31763379864,0.30863282697295297,6.776101882168113e-4
0609822,45,332.5911623137259,white_nh,42,332.5911623137259,0.9333333333333333,0.021169039686360604
0609822,45,332.5911623137259,black_nh,0,53.21458597019614,0,0.02627880788651661
0609822,45,332.5911623137259,asian_nh,3,5.912731774466237,0.06666666666666667,0.0036498344286828624
0609822,45,332.5911623137259,hisp,0,53.21458597019614,0,0.02627880788651661
0609834,328,9939.302112877745,white_nh,181,4802.616383810202,0.551829268292683,0.07277372422757179
0609834,328,9939.302112877745,black_nh,0,53.21458597019614,0,4.946329005260647e-4
0609834,328,9939.302112877745,asian_nh,0,53.21458597019614,0,4.946329005260647e-4
0609834,328,9939.302112877745,hisp,104,4074.241738343142,0.3170731707317073,0.028582224758870726
0609864,8517,378.41483356583916,white_nh,5935,44496.63251448158,0.6968416108958554,6.108810733585882e-4
0609864,8517,378.41483356583916,black_nh,101,1915.7250949270606,0.011858635669836796,2.6408749050372694e-5
0609864,8517,378.41483356583916,asian_nh,160,3196.2010698349054,0.018785957496771165,4.4059813194803046e-5
0609864,8517,378.41483356583916,hisp,2117,36901.35900444379,0.24856170012915346,5.083862819708615e-4
0609878,7426,378.41483356583916,white_nh,408,2993.320460823533,0.05494209534069486,5.425972141397803e-5
0609878,7426,378.41483356583916,black_nh,1064,13765.209116693304,0.14328036628063562,2.4947541551577373e-4
0609878,7426,378.41483356583916,asian_nh,52,289.7238569488456,0.007002423915970913,5.253473590079029e-6
0609878,7426,378.41483356583916,hisp,5772,16452.54570818821,0.7772690546727713,2.9420232862530424e-4
0609892,5281,106.79871767629642,white_nh,2576,99157.99004074243,0.48778640409013446,0.0035545454284343697
0609892,5281,106.79871767629642,black_nh,0,106.79871767629642,0,3.829426190394702e-6
0609892,5281,106.79871767629642,asian_nh,173,17886.013617760364,0.03275894716909676,6.413253977752671e-4
0609892,5281,106.79871767629642,hisp,2507,113010.4119511091,0.4747206968377201,0.004051292689600756
0609948,1679,57075.96936465849,white_nh,1074,26740.69899575946,0.6396664681357951,0.017770105322746695
0609948,1679,57075.96936465849,black_nh,0,53.21458597019614,0,1.8876840021197333e-5
0609948,1679,57075.96936465849,asian_nh,192,22545.615801775668,0.11435378201310303,0.007732858614429727
0609948,1679,57075.96936465849,hisp,413,40243.53063996082,0.24597974985110185,0.013050569291666259
0609990,343,5321.458597019614,white_nh,257,3060.208239022182,0.749271137026239,0.05140471746990875
0609990,343,5321.458597019614,black_nh,0,53.21458597019614,0,4.5231651752412807e-4
0609990,343,5321.458597019614,asian_nh,0,53.21458597019614,0,4.5231651752412807e-4
0609990,343,5321.458597019614,hisp,74,3060.208239022182,0.21574344023323616,0.023906023119839265
0610004,212,4718.729501759961,white_nh,212,4718.729501759961,1,0
0610004,212,4718.729501759961,black_nh,0,53.21458597019614,0,0.001184019801757657
0610004,212,4718.729501759961,asian_nh,0,53.21458597019614,0,0.001184019801757657
0610004,212,4718.729501759961,hisp,0,53.21458597019614,0,0.001184019801757657
0610032,1555,79219.14986003457,white_nh,166,4802.616383810202,0.1067524115755627,0.0023595305860654985
0610032,1555,79219.14986003457,black_nh,38,1420.5338088155136,0.024437299035369776,6.070417080979216e-4
0610032,1555,79219.14986003457,asian_nh,124,14487.671030385898,0.0797427652733119,0.005783200626954629
0610032,1555,79219.14986003457,hisp,1227,65498.655777385655,0.7890675241157556,0.006689190551694678
0610042,928,26147.57808963332,white_nh,654,22181.98279764599,0.7047413793103449,0.010677759803213442
0610042,928,26147.57808963332,black_nh,0,53.21458597019614,0,6.179235328361434e-5
0610042,928,26147.57808963332,asian_nh,21,402.4353063996082,0.022629310344827586,4.8285280135339584e-4
0610042,928,26147.57808963332,hisp,247,5145.554826729243,0.2661637931034483,0.00812594289883182
0610044,755,19042.322225404427,white_nh,634,14487.671030385898,0.8397350993377484,0.04897234413393307
0610044,755,19042.322225404427,black_nh,0,53.21458597019614,0,9.335482824471934e-5
0610044,755,19042.322225404427,asian_nh,0,53.21458597019614,0,9.335482824471934e-5
0610044,755,19042.322225404427,hisp,108,3335.1502665348617,0.14304635761589404,0.0051673195211095445
0610046,67116,816.3265306122448,white_nh,39589,456959.56245784875,0.589859347994517,1.0138077694031977e-4
0610046,67116,816.3265306122448,black_nh,847,36901.35900444379,0.01261994159365874,8.1919765380593e-6
0610046,67116,816.3265306122448,asian_nh,7222,233562.14373481396,0.10760474402526968,5.184808806415702e-5
0610046,67116,816.3265306122448,hisp,17065,354911.7247623358,0.254261278979677,7.877776090095134e-5
0610074,5934,55632.89326595282,white_nh,4394,38554.33708114301,0.7404785979103472,0.001961195903522921
0610074,5934,55632.89326595282,black_nh,25,332.5911623137259,0.0042130097741826765,9.417254243960068e-6
0610074,5934,55632.89326595282,asian_nh,182,4152.2158886189145,0.03067071115604988,1.1643306235745515e-4
0610074,5934,55632.89326595282,hisp,1248,13765.209116693304,0.2103134479271992,3.210369988143428e-4
0610088,3098,66122.44897959185,white_nh,2079,55346.49532062712,0.671078114912847,0.002664053000698738
0610088,3098,66122.44897959185,black_nh,32,999.2516698847941,0.010329244673983214,1.0337964015751386e-4
0610088,3098,66122.44897959185,asian_nh,216,6245.322936779963,0.0697224015493867,6.172256752663265e-4
0610088,3098,66122.44897959185,hisp,561,10932.641050988072,0.18108457069076825,0.0013650181218769519
0610256,19706,382969.11521512177,white_nh,15364,279709.1675058434,0.7796610169491526,0.0013197790684242499
0610256,19706,382969.11521512177,black_nh,104,2669.9679419074105,0.0052775804323556275,6.8481074478988054e-6
0610256,19706,382969.11521512177,asian_nh,634,21285.834388078456,0.03217294225109104,5.3793462933978164e-5
0610256,19706,382969.11521512177,hisp,2616,139317.26425291708,0.13275144626002233,3.4138345407523917e-4
0610270,1652,19890.42968930442,white_nh,1466,16296.966953372568,0.887409200968523,0.011711016755303524
0610270,1652,19890.42968930442,black_nh,0,53.21458597019614,0,1.9498921979593358e-5
0610270,1652,19890.42968930442,asian_nh,16,249.81291747119852,0.009685230024213076,9.08529399968599e-5
0610270,1652,19890.42968930442,hisp,122,3769.7360519581302,0.07384987893462469,0.0013415602830275047
0610301,3717,114239.89061446219,white_nh,1464,47098.23449524671,0.39386602098466506,0.0021262275970167477
0610301,3717,114239.89061446219,black_nh,81,3769.7360519581302,0.021791767554479417,2.6892456202709595e-4
0610301,3717,114239.89061446219,asian_nh,1607,91281.12267994566,0.4323379069141781,0.005061334779619365
0610301,3717,114239.89061446219,hisp,348,9342.48574939256,0.09362389023405973,7.486813262588383e-4
0610345,41164,1038.0539721547286,white_nh,21790,405099.3616097412,0.5293460305120979,2.3889907861578258e-4
0610345,41164,1038.0539721547286,black_nh,1213,93870.529651426,0.029467495870177825,5.53974735749531e-5
0610345,41164,1038.0539721547286,asian_nh,7471,186813.12995999667,0.18149353804295015,1.1022821111269052e-4
0610345,41164,1038.0539721547286,hisp,8296,262617.307674541,0.20153532212612962,1.5495959614963026e-4
0610494,0,53.21458597019614,white_nh,0,53.21458597019614,NaN,.
0610494,0,53.21458597019614,black_nh,0,53.21458597019614,NaN,.
0610494,0,53.21458597019614,asian_nh,0,53.21458597019614,NaN,.
0610494,0,53.21458597019614,hisp,0,53.21458597019614,NaN,.
0610508,2971,113419.49908075499,white_nh,1814,118386.19377130664,0.6105688320430831,0.00862188988754297
0610508,2971,113419.49908075499,black_nh,54,1759.4072486396094,0.018175698418041064,2.0356955134351266e-4
0610508,2971,113419.49908075499,asian_nh,33,533.6240426455779,0.01110737125546954,6.203997845538375e-5
0610508,2971,113419.49908075499,hisp,958,58832.05070167496,0.32245035341635814,0.005329125739357998
0610559,7443,614961.059118079,white_nh,4511,377720.4571280753,0.6060728200994223,0.0027407064644214426
0610559,7443,614961.059118079,black_nh,317,5590.857438493732,0.04259035335214295,1.2105723403490008e-4
0610559,7443,614961.059118079,asian_nh,219,7556.840753503755,0.029423619508262798,1.4601983019741114e-4
0610559,7443,614961.059118079,hisp,2096,281641.5221588862,0.2816068789466613,0.004203627684866289
0610561,12770,1539409.650686893,white_nh,6924,856046.7844901655,0.5422083007047768,0.0024742062323488447
0610561,12770,1539409.650686893,black_nh,2315,722241.6644339946,0.18128425998433828,0.0041187133605271615
0610561,12770,1539409.650686893,asian_nh,311,27744.0156687392,0.024353954581049334,1.757316070505784e-4
0610561,12770,1539409.650686893,hisp,2621,389011.9270886263,0.20524667188723572,0.0019878376721434205
0610676,177,1862.8800546927691,white_nh,134,923.8643397603495,0.7570621468926554,0.06356925463749075
