stplfips,agecat,total,total_se2,age_ct,age_ct_se2,age_share,age_share_se2
0620697,over65,19951,349859.6650067904,2565,28972.38569488456,0.12856498421131773,8.731532199735026e-5
0620802,under18,123905,1749790.1904084405,33776,454497.27921951935,0.272595940438239,3.807351155654736e-5
0620802,over65,123905,1749790.1904084405,12886,145742.9255088183,0.10399903151608086,1.0725865525160777e-5
0620900,under18,236,2424.5895732670615,58,683.2900656867545,0.2457627118644068,0.009638870423581672
0620900,over65,236,2424.5895732670615,57,162.96966953372566,0.24152542372881355,0.005465508537030267
0620907,under18,3146,56496.521650760806,564,8537.984682329246,0.1792752701843611,0.001046118115328383
0620907,over65,3146,56496.521650760806,807,12784.804279339622,0.2565162110616656,0.0016673517761132443
0620928,under18,2087,67378.90448166592,518,9818.46065723709,0.24820316243411594,0.0032072331434107363
0620928,over65,2087,67378.90448166592,315,2023.63244981107,0.1509343555342597,8.170237641708808e-4
0620942,under18,932,36435.731377204575,310,10430.058850158443,0.33261802575107297,0.016648304583531674
0620942,over65,932,36435.731377204575,30,332.5911623137259,0.032188841201716736,4.2635594559406296e-4
0620956,under18,29646,533.6240426455779,8211,99925.16698847941,0.27696822505565677,1.136487663679738e-4
0620956,over65,29646,533.6240426455779,1912,28354.874770188748,0.06449436686230857,3.225978934038707e-5
0620984,under18,6288,125174.00984839386,1347,23467.6324128565,0.21421755725190839,7.388098885069404e-4
0620984,over65,6288,125174.00984839386,1029,11577.498360140797,0.16364503816793893,3.7759280081033645e-4
0621012,under18,6519,337741.1516892859,2458,116303.80354948681,0.3770516950452523,0.00386658788287517
0621012,over65,6519,337741.1516892859,483,7556.840753503755,0.07409111826967327,2.2144595552381759e-4
0621026,under18,2494,58243.733890115574,446,12647.702811319186,0.17882919005613473,0.0017339248898907804
0621026,over65,2494,58243.733890115574,472,12511.340434770558,0.1892542101042502,0.0016760699664035493
0621034,under18,16027,325142.598460842,4920,55920.03030275035,0.30698196792911964,3.369898063827121e-4
0621034,over65,16027,325142.598460842,1015,10679.871767629642,0.0633306295626131,4.6654686892896116e-5
0621061,under18,3658,43985.18121599024,521,2861.762178841659,0.14242755604155277,2.8054991811249147e-4
0621061,over65,3658,43985.18121599024,787,6149.610591180792,0.21514488791689448,6.117322244047508e-4
0621096,under18,15832,191572.5094927061,3326,30864.82940844966,0.21008084891359272,1.568694777254109e-4
0621096,over65,15832,191572.5094927061,2697,28765.80962851415,0.1703511874684184,1.3694334207850319e-4
0621138,under18,193,5145.554826729243,27,332.5911623137259,0.13989637305699482,0.011632387207728793
0621138,over65,193,5145.554826729243,68,505.9081124527675,0.35233160621761656,0.03073007966109911
0621188,under18,2319,46309.99344056319,197,5500.318733197217,0.08495040965933592,9.606450205807162e-4
0621188,over65,2319,46309.99344056319,884,9108.932844301144,0.3811987925830099,0.002945157783627387
0621210,under18,782,24981.291747119853,253,5145.554826729243,0.3235294117647059,0.012690227393968107
0621210,over65,782,24981.291747119853,59,478.93127373176515,0.07544757033248081,0.0010157134908845996
0621230,under18,59733,683.2900656867545,18184,137507.96832993042,0.3044213416369511,3.852114376219949e-5
0621230,over65,59733,683.2900656867545,4471,80939.38526066834,0.074849748045469,2.268353346227433e-5
0621292,under18,10540,95366.45079036594,2293,28559.972653615547,0.21755218216318786,2.1645541593769916e-4
0621292,over65,10540,95366.45079036594,1494,4972.607422326105,0.14174573055028464,6.200915325457549e-5
0621530,under18,25,195.48969429328997,6,44.71503404440092,0.24,0.08956038469711108
0621530,over65,25,195.48969429328997,3,5.912731774466237,0.12,0.013964453395663382
0621558,under18,414,9818.46065723709,185,3265.3061224489793,0.4468599033816425,0.03049017126417897
0621558,over65,414,9818.46065723709,48,212.85834388078456,0.11594202898550725,0.002011969545962862
0621565,under18,195,3621.9177575964745,54,1609.7412255984327,0.27692307692307694,0.03502930771762346
0621565,over65,195,3621.9177575964745,59,1200.6540959525505,0.30256410256410254,0.02285563455261831
0621600,under18,2410,15682.042848828076,995,5410.519119372511,0.41286307053941906,0.0013917832135255349
