tract,agg_rent,agg_homeval
06095252310,562100,.
06095252311,762300,501697100
06095252312,1200000,194815000
06095252313,1138200,.
06095252314,904000,.
06095252315,591300,.
06095252316,827600,180514900
06095252317,1300800,.
06095252401,1037000,142016000
06095252402,1086700,.
06095252501,692100,55376000
06095252502,624100,.
06095252604,839100,.
06095252605,1426400,288141800
06095252606,1152800,.
06095252607,849900,.
06095252608,1001400,.
06095252610,555900,.
06095252611,779400,94981000
06095252702,1350800,.
06095252703,856100,173138500
06095252704,1364900,.
06095252705,788600,342805800
06095252706,495400,.
06095252707,912100,.
06095252801,1652800,.
06095252802,481100,.
06095252903,285700,.
06095252904,1290100,.
06095252908,1024200,188655200
06095252909,419700,.
06095252910,1084100,453611400
06095252911,1310600,.
06095252912,895700,618847400
06095252913,966200,375223900
06095252914,951900,.
06095252915,432500,.
06095253000,.,.
06095253101,1259800,396353900
06095253105,2267800,179044000
06095253106,949900,.
06095253107,1707700,234279900
06095253108,1023700,.
06095253201,367300,.
06095253203,1020000,343067500
06095253204,1588900,.
06095253205,513100,.
06095253206,445900,.
06095253300,366800,.
06095253402,913100,436369000
06095253403,460900,.
06095253404,1081500,.
06095253500,1300900,969478700
06095980000,.,.
06097150100,645100,.
06097150202,1134400,1507401000
06097150203,1488100,.
06097150204,1075200,.
06097150303,546500,.
06097150304,1153800,772329100
06097150305,1230200,391262000
06097150306,817300,.
06097150500,1111800,1174040000
06097150601,686600,401341700
06097150602,408000,644810200
06097150603,1237100,698539300
06097150607,625300,935191600
06097150609,811100,478621000
06097150610,531000,.
06097150611,1111600,554542500
06097150612,1218600,691700500
06097150701,1541600,529425300
06097150702,766900,1081355500
06097150800,1547900,740584600
06097150901,1142500,540232200
06097150902,743700,.
06097151000,744100,.
06097151100,997700,1073406300
06097151201,1685700,.
06097151203,1047800,493261800
06097151204,876600,350398000
06097151301,1033400,288261000
06097151305,2322000,181676700
06097151306,911000,.
06097151307,1200700,607969200
06097151308,1656100,.
06097151309,1185600,696876000
06097151310,1128100,291054400
06097151311,1834200,612310600
06097151401,1690200,499129700
06097151402,2286400,.
06097151502,2202400,.
06097151503,168200,965717000
06097151504,542800,499325700
06097151601,719600,.
06097151602,338000,1219675900
06097151700,2554200,607836100
06097151800,1112100,.
06097151900,1078300,152352600
06097152000,1023200,.
06097152100,676100,156251000
06097152201,1486100,377122400
06097152202,1976700,586239900
06097152203,1470500,351858300
06097152300,679000,850280500
06097152400,1420100,3081797500
06097152501,1526200,383106200
06097152502,851900,.
06097152600,900500,.
06097152701,939300,.
06097152702,1713700,.
06097152801,946300,.
06097152802,2330400,194093900
06097152903,1360800,209202700
06097152904,1296400,.
06097152905,963500,.
06097152906,1195000,950125200
06097153001,1845900,394443000
06097153002,1417700,254566900
06097153003,1398000,311424600
06097153005,1363500,897301300
06097153006,1875100,.
06097153102,954800,.
06097153103,819000,267064800
06097153104,1050500,.
06097153200,2034300,.
06097153300,2731300,939518200
06097153401,2003000,.
06097153403,798100,.
06097153404,742800,1029411000
06097153501,787900,.
06097153502,579700,1146273700
06097153600,875700,1284479000
06097153703,762300,455415000
06097153704,846000,.
06097153705,606200,.
06097153706,594000,872661400
06097153801,1809600,1228045000
06097153804,496900,455382100
06097153806,549400,.
06097153807,193400,787788400
06097153808,608500,326450200
06097153809,608000,518422700
06097153901,892300,.
06097153902,1330800,475176200
06097153903,1053700,.
06097154000,265300,.
06097154100,583800,1334822000
06097154201,735600,242359100
06097154202,675000,.
06097154302,566800,922146000
06097154303,210300,453346000
06097154304,392400,.
06097990100,.,.
06099000101,349800,879315400
06099000102,277800,517023600
06099000201,906900,.
06099000202,994300,407505800
06099000203,1559700,.
06099000301,399100,.
06099000302,306300,176408400
06099000303,519000,295575200
06099000304,475900,.
06099000402,944700,.
06099000403,518800,237222200
06099000404,855500,328835200
06099000501,601300,1028983800
06099000503,1146000,187586000
06099000504,1195600,.
06099000505,970600,.
06099000506,733900,200351300
06099000510,951800,427827100
06099000601,367200,277303000
06099000602,390700,.
06099000801,973400,443320400
06099000803,1084600,68233000
06099000805,1031200,.
06099000806,885400,.
06099000807,1099600,129459000
06099000905,1074900,385132200
06099000906,896200,.
06099000907,323200,297208700
06099000908,1005400,260178300
06099000909,905900,.
06099000910,1408600,149738800
06099000911,1034900,220745400
06099000912,2239200,1414549400
06099001001,1221600,267548000
06099001002,604900,.
06099001100,877200,.
06099001200,917500,131569300
06099001300,999700,444698500
06099001400,1347500,.
06099001500,1056300,.
06099001601,691000,84197000
06099001603,866600,.
06099001604,662900,35836000
06099001700,540600,13514000
06099001800,534800,33619100
06099001900,547100,438500100
06099002002,601000,.
06099002004,1231400,148543300
06099002005,648700,112181300
06099002006,470300,.
06099002100,719600,.
06099002200,1137000,.
06099002301,1127400,136495300
06099002302,508300,.
06099002401,568000,.
06099002402,767300,84432000
06099002501,574900,.
06099002503,781000,.
06099002504,458800,.
06099002602,747800,123680600
06099002603,374400,115720800
06099002604,731500,.
06099002605,429600,156939200
06099002701,528000,.
06099002702,1236300,176982600
06099002801,709600,323333100
06099002802,427700,.
06099002803,293400,189761000
06099002901,333900,.
06099002902,1490300,.
06099003001,646600,562780400
06099003002,610400,236540100
06099003100,609800,187189500
06099003201,683200,135370800
06099003202,2253200,725546900
06099003300,634500,424366600
06099003400,126900,.
06099003500,1199100,.
06099003603,355400,.
06099003604,628800,936183000
06099003605,1512500,351683000
06099003606,1768000,.
06099003700,577500,.
06099003802,1001700,77508000
06099003803,342400,.
06099003804,928500,360796800
06099003805,498300,.
06099003904,934200,228036900
06099003905,385700,340464600
06099003906,1568300,71052000
06099003907,1174000,.
06099003908,682800,.
06099003909,1224000,.
06099004000,264400,.
06101050101,1395700,.
06101050102,1176200,.
06101050201,748500,53241400
06101050202,896200,.
06101050301,457400,.
06101050302,1145000,.
06101050401,657400,.
06101050402,558600,246618800
06101050403,407600,.
06101050501,1093100,238428200
06101050503,664300,468785200
06101050504,921500,383053000
06101050601,817300,501639100
06101050603,411900,453919500
06101050604,542000,433403400
06101050701,416800,171528900
06101050702,489200,.
06101050800,451500,233302500
06101050900,169100,.
06101051000,263300,214051800
06101051100,264600,.
06103000100,361100,.
06103000200,474400,628935800
06103000300,258700,.
06103000400,229600,.
06103000500,931200,.
06103000600,712700,.
06103000700,1255600,193511500
06103000800,292700,.
06103000900,316200,178341600
06103001000,298800,.
06103001100,948200,331943300
06105000101,202600,.
06105000102,542300,.
06105000200,201600,200739000
06105000300,236500,238262500
06105000400,91600,84105000
06107000100,202500,.
06107000201,885900,182748100
06107000202,313900,.
06107000301,684700,372031000
06107000302,341300,93738000
06107000401,324200,.
06107000402,973900,.
06107000501,1029700,63824100
06107000502,432600,108604500
06107000600,646200,.
06107000701,253800,.
06107000702,496700,163577100
06107000800,1085900,.
06107000900,830100,.
06107001003,2055500,.
06107001004,633700,173222000
06107001005,109900,.
06107001006,932700,.
06107001100,1150100,.
06107001200,284100,.
06107001301,795500,.
06107001302,1171000,229573900
06107001400,368700,.
06107001501,600600,.
06107001502,563400,.
06107001601,486300,.
06107001602,452700,172975000
06107001701,1183000,131348000
06107001703,874500,.
06107001704,1176700,397360700
06107001800,787200,195765000
06107001901,716400,113214000
06107001902,239300,293121000
06107002002,690800,.
06107002003,894600,298756000
06107002004,827700,.
06107002006,581100,.
06107002007,1036300,390845600
06107002008,680800,.
06107002009,681800,123234200
06107002100,251800,.
06107002202,1048000,72041000
06107002203,367000,.
06107002204,843100,158551300
06107002302,555000,178759100
06107002303,1052400,.
06107002304,342100,.
06107002400,1114000,.
06107002500,350300,179835600
06107002601,420100,85015700
06107002602,594800,125746000
06107002700,473800,.
06107002800,473200,.
06107002901,565900,.
06107002903,524700,170732000
06107002904,636400,159187000
06107003001,622400,.
06107003002,467300,57631800
06107003100,477400,.
06107003200,710500,113007800
06107003300,803800,.
06107003400,633800,231713800
06107003501,451300,154696000
06107003502,991300,478209100
06107003601,645700,282373500
06107003602,957400,184950100
06107003700,786800,.
06107003801,600600,.
06107003802,774100,55348000
06107003901,650200,.
06107003902,508000,.
06107004000,.,.
06107004101,1238600,.
06107004102,202600,.
06107004200,845400,112451400
06107004300,689000,.
06107004400,677100,115556000
06107004500,444300,219083500
06109001100,640600,277187800
06109001200,1003000,198770200
06109002100,622500,.
06109002200,603900,.
06109003100,922300,.
06109003200,662000,442669000
06109004100,771300,515469700
06109004200,260200,335902900
06109005100,750500,829086700
06109005201,80100,.
06109985202,.,.
06111000100,88900,.
06111000200,313400,136264900
06111000302,1058500,.
06111000303,407000,417057200
06111000304,519900,.
06111000400,519000,462453300
06111000500,308400,.
06111000600,1517400,168570000
06111000701,1066800,260748500
06111000702,348600,221128000
06111000800,1366700,684526600
06111000901,673200,711188000
06111000902,386100,650127000
06111000903,1404900,.
06111001001,483600,499050000
06111001002,991800,839651000
06111001101,611500,618396000
06111001102,477000,.
06111001201,1528500,.
06111001202,812400,1087662600
06111001204,346800,260062300
06111001206,188200,318024300
06111001301,1857900,680408300
06111001302,199800,.
06111001401,645500,589737000
06111001402,1157500,552393400
06111001502,3088700,540497100
06111001503,1687300,227426200
06111001506,720500,559292400
06111001507,988100,474096000
06111001601,543500,76516000
06111001602,297500,307514900
06111001700,330900,.
06111001800,517300,804827600
06111001900,1046700,.
06111002000,510600,681751000
06111002102,1029000,176520000
06111002200,1492100,318365400
06111002300,1555500,.
06111002400,1575000,.
06111002500,2161100,.
06111002600,1259300,287111000
06111002700,1471000,.
06111002800,1916100,521107600
06111002901,771600,.
06111002905,595700,639151900
06111003010,683400,.
06111003011,1191600,217820000
06111003012,152700,.
06111003013,1305600,318852000
06111003100,1370600,1156302000
06111003201,738300,73572000
06111003300,1544800,431887800
06111003605,2284200,635587500
06111003608,672500,.
06111003609,2321300,.
06111003612,2290800,.
06111003700,843900,241174500
06111003801,780400,.
06111003802,454300,74605000
06111003900,886000,294709500
06111004000,727700,302693000
06111004101,601400,291873000
06111004200,426600,333141000
06111004304,1984700,.
06111004305,672300,.
06111004400,2464300,.
06111004503,691100,114036000
06111004504,1027400,.
06111004505,329800,87127700
06111004506,1472200,.
06111004600,999900,.
06111004704,137300,41142200
06111004710,646900,.
06111004711,457200,.
06111004715,852600,.
06111004716,308200,206160600
06111004717,392500,.
06111004901,1904200,.
06111004902,642700,151067000
06111005002,616300,56773700
06111005003,1307500,.
06111005004,2682100,.
06111005100,495300,627018900
06111005202,607300,533540000
06111005203,1117400,834329700
06111005204,254400,.
06111005205,1269000,1371922400
06111005303,2023300,1277319100
06111005304,1464100,779401900
06111005305,232500,2050808400
06111005306,567200,855140800
06111005401,530100,551274200
06111005403,633200,.
06111005404,385600,478629200
06111005502,2472200,163193700
06111005503,1298400,.
06111005504,691400,728280900
06111005600,2450300,.
06111005700,724900,.
06111005801,794500,1164709500
06111005802,649700,2098691200
06111005901,924200,1443953400
06111005906,1911600,.
06111005907,1122200,.
06111005908,712100,390460000
06111005909,482100,497241100
06111005910,147000,.
06111005911,1176500,.
06111006000,467400,684503000
06111006100,3146600,.
06111006200,166400,.
06111006301,1753800,1296779700
06111006302,466500,.
06111006400,936600,.
06111006500,410600,328529400
06111006600,326400,720998500
06111006700,620200,.
06111006800,594900,605018000
06111006900,1638300,308588700
06111007000,1977700,.
06111007100,2501800,.
06111007201,207100,1130328800
06111007202,743400,1011137800
06111007300,339300,1750916000
06111007402,1026100,3284110000
06111007403,1388500,.
06111007405,1981100,.
06111007406,412000,.
06111007505,407000,.
06111007506,570700,.
06111007507,447500,1775530700
06111007508,784800,.
06111007509,1284700,.
06111007510,442400,.
06111007511,269700,.
06111007512,825700,.
06111007513,.,384617000
06111007514,2617700,.
06111007606,49800,496074000
06111007607,642300,1176845600
06111007609,231600,447256900
06111007610,556700,841248400
06111007611,976700,.
06111007612,1702300,358583600
06111007613,407900,.
06111007614,713100,1100807200
06111007700,1255400,485205600
06111007800,1247800,.
06111007901,1254500,392102100
06111007903,340000,.
06111007904,958900,615072700
06111008001,463300,325521400
06111008002,876500,402801300
06111008004,435900,.
06111008005,259600,252200100
06111008101,426100,.
06111008201,725400,.
06111008202,597600,.
06111008302,1139600,.
06111008303,1348300,318601500
06111008304,612400,.
06111008305,270500,.
06111008306,1457100,350899000
06111008401,993800,473770000
06111008402,416700,847401500
06111008500,1533900,1325107700
06111008600,1933700,.
06111008700,1330600,277605000
06111008800,602000,413733400
06111008900,327800,149766100
06111009100,600400,66992000
06111980000,.,.
06111990100,.,.
06113010101,1408500,268178000
06113010102,1392200,.
