tract,agg_rent
06067004201,721200
06067004202,876000
06067004203,1028700
06067004300,1407100
06067004401,587500
06067004402,793300
06067004501,745100
06067004502,810200
06067004601,1589300
06067004602,936900
06067004701,674300
06067004702,1130900
06067004801,855500
06067004802,707000
06067004903,1142500
06067004904,806600
06067004905,1511400
06067004906,425300
06067005001,1373500
06067005002,1187500
06067005101,667000
06067005102,589900
06067005201,702500
06067005202,619000
06067005204,592000
06067005205,718200
06067005301,188300
06067005402,1923300
06067005403,394800
06067005404,1383000
06067005502,1308800
06067005505,1386100
06067005506,1137600
06067005508,1196200
06067005509,843000
06067005510,2362800
06067005601,1365400
06067005605,741900
06067005606,933000
06067005701,529600
06067005702,259300
06067005801,646400
06067005803,294100
06067005804,280000
06067005901,1003400
06067005903,803500
06067005904,868700
06067006002,1010400
06067006003,1284600
06067006004,417600
06067006101,1422000
06067006102,1249700
06067006201,1628100
06067006202,936300
06067006300,991200
06067006400,821800
06067006500,1136600
06067006600,1303800
06067006701,1426200
06067006702,1139800
06067006800,1471100
06067006900,1225100
06067007001,541300
06067007004,1704500
06067007007,930400
06067007010,2162100
06067007011,1900600
06067007012,770800
06067007013,688900
06067007014,1697300
06067007015,1373500
06067007016,1127100
06067007017,514400
06067007018,2354100
06067007019,380000
06067007020,1023200
06067007101,.
06067007102,1643600
06067007103,1840800
06067007104,1374300
06067007105,1301700
06067007106,1415200
06067007107,766200
06067007202,364900
06067007204,537100
06067007206,390900
06067007207,305300
06067007208,466600
06067007209,371000
06067007301,1042500
06067007402,935400
06067007403,598100
06067007406,1341200
06067007413,1291800
06067007414,793500
06067007415,351300
06067007416,711300
06067007417,307800
06067007421,510200
06067007422,536200
06067007423,1339500
06067007424,876000
06067007426,569900
06067007427,1419900
06067007428,454900
06067007429,1215700
06067007430,1355700
06067007431,334100
06067007432,608300
06067007433,1336100
06067007501,1782300
06067007503,1340500
06067007504,405300
06067007601,1784300
06067007602,969300
06067007701,1810700
06067007702,1014500
06067007801,1393300
06067007802,774000
06067007903,994400
06067007904,768300
06067007905,667300
06067007906,810700
06067008005,259200
06067008006,1020600
06067008007,561700
06067008008,789100
06067008009,845900
06067008010,979400
06067008111,742200
06067008113,738600
06067008117,371900
06067008119,795500
06067008120,1391300
06067008122,963800
06067008124,512500
06067008125,640300
06067008127,747100
06067008128,283100
06067008129,344500
06067008130,346200
06067008131,997800
06067008132,316200
06067008133,761400
06067008134,1076200
06067008135,1582200
06067008136,734000
06067008137,624000
06067008138,689200
06067008139,1491700
06067008140,576200
06067008141,1841500
06067008142,978500
06067008143,994700
06067008144,319500
06067008145,810800
06067008203,446200
06067008204,864300
06067008206,781200
06067008207,677900
06067008208,783500
06067008209,818300
06067008210,833900
06067008211,187300
06067008402,876900
06067008403,1589700
06067008404,914700
06067008501,463400
06067008504,850100
06067008505,216300
06067008506,2114600
06067008507,1303000
06067008508,1116600
06067008509,320000
06067008510,125200
06067008512,331700
06067008513,478100
06067008600,314700
06067008702,87000
06067008703,693600
06067008704,506300
06067008705,382300
06067008801,249000
06067008905,769900
06067008907,1068500
06067008908,1011100
06067008909,370200
06067008910,749000
06067008911,541500
06067008912,405500
06067008913,699700
06067009004,676300
06067009005,658400
06067009006,862400
06067009007,991100
06067009008,895300
06067009010,1929300
06067009011,439200
06067009103,846700
06067009105,435000
06067009106,1138600
06067009107,544200
06067009108,554500
06067009109,738400
06067009110,504400
06067009111,1414600
06067009112,594500
06067009201,347100
06067009307,786300
06067009308,649200
06067009309,128300
06067009310,1129600
06067009311,737100
06067009312,878600
06067009314,788500
06067009316,417400
06067009317,861800
06067009318,427700
06067009319,514700
06067009320,869700
06067009321,682500
06067009322,1661000
06067009323,840800
06067009324,117800
06067009325,21600
06067009326,167900
06067009328,298000
06067009329,352800
06067009330,202300
06067009331,780000
06067009332,48300
06067009403,132500
06067009404,407900
06067009406,53200
06067009407,767100
06067009408,217800
06067009501,273300
06067009502,775700
06067009503,424100
06067009504,333300
06067009601,801500
06067009606,1637900
06067009608,1209600
06067009609,742400
06067009610,1147900
06067009611,751600
06067009612,900400
06067009614,913100
06067009615,1112900
06067009616,575700
06067009617,377600
06067009618,682500
06067009619,1564900
06067009622,1227500
06067009630,1648500
06067009632,933100
06067009633,688900
06067009634,1062100
06067009635,1098300
06067009636,925900
06067009637,434400
06067009638,542100
06067009639,608300
06067009800,203800
06067009900,541100
06067988300,39700
06069000100,690000
06069000200,1107300
06069000300,318500
06069000400,1090300
06069000501,670300
06069000502,902000
06069000600,1342600
06069000701,528100
06069000702,990000
06069000801,576700
06069000802,270800
06071000103,1218300
06071000104,1034400
06071000105,1018900
06071000107,418700
06071000108,1287400
06071000109,612400
06071000111,182300
06071000113,1214700
06071000115,925100
06071000116,1935700
06071000117,690200
06071000118,209800
06071000201,1541700
06071000203,440000
06071000205,648700
06071000207,422400
06071000208,349100
06071000301,1816600
06071000303,922400
06071000304,772200
06071000401,764500
06071000403,254800
06071000404,1346800
06071000501,800900
06071000503,1177800
06071000504,279900
06071000603,1037800
06071000604,830900
06071000605,786100
06071000606,661200
06071000804,276600
06071000808,531600
06071000812,436000
06071000813,208900
06071000814,352200
06071000815,266100
06071000816,165000
06071000817,368200
06071000818,848900
06071000819,1133800
06071000820,253000
06071000821,2348900
06071000823,2271800
06071000824,1698600
06071000825,1462900
06071000826,614200
06071000901,1303000
06071000903,1441600
06071000904,950500
06071001001,1202100
06071001002,930500
06071001101,758300
06071001103,613800
06071001104,1083000
06071001200,600700
06071001305,748100
06071001307,371000
06071001308,903800
06071001309,719300
06071001310,674300
06071001311,618200
06071001312,971500
06071001400,1150200
06071001501,643300
06071001503,821700
06071001504,1700600
06071001600,933500
06071001702,1306100
06071001703,606100
06071001704,795300
06071001706,1588000
06071001707,637600
06071001803,643700
06071001804,596900
06071001806,356800
06071001808,775700
06071001809,476700
06071001810,684800
06071001812,906800
06071001813,797600
06071001901,241900
06071001903,1694900
06071001905,1108400
06071001906,1493800
06071002010,737000
06071002011,139900
06071002013,820000
06071002014,71900
06071002015,666400
06071002016,618600
06071002017,280300
06071002018,604800
06071002019,1444100
06071002021,540600
06071002022,668600
06071002023,2144800
06071002025,552400
06071002027,689300
06071002028,795500
06071002029,553000
06071002031,608100
06071002033,1002700
06071002034,4151400
06071002035,1067200
06071002036,7162200
06071002037,764900
06071002038,424700
06071002101,997800
06071002103,1651200
06071002105,1101800
06071002107,1722100
06071002109,2988900
06071002110,4329800
06071002204,722000
06071002206,669000
06071002207,743100
06071002301,1553900
06071002304,2238300
06071002305,1176000
06071002306,329200
06071002307,484800
06071002401,853900
06071002402,1141100
06071002501,990300
06071002502,485600
06071002601,904500
06071002602,907300
06071002604,764000
06071002606,983700
06071002607,701300
06071002703,404000
06071002704,1199700
06071002705,255900
06071002706,355700
06071002801,779500
06071002803,765700
06071002804,1159900
06071002901,608500
06071002902,1034000
06071003000,720600
06071003101,634000
06071003102,1199000
06071003200,665700
06071003301,873800
06071003302,849200
06071003401,542700
06071003403,383800
06071003404,832300
06071003405,1322200
06071003503,345900
06071003505,1357600
06071003506,574700
06071003507,451000
06071003509,447200
06071003510,771800
06071003603,416700
06071003605,256400
06071003606,409500
06071003607,546200
06071003609,490500
06071003611,693700
06071003612,535800
06071003700,857000
06071003801,604000
06071003803,437800
06071003804,662400
06071003900,302200
06071004001,419800
06071004003,414300
06071004004,360600
06071004101,470600
06071004103,731800
06071004104,632200
06071004201,689800
06071004202,633700
06071004301,633800
06071004302,475400
06071004401,135900
06071004403,425100
06071004404,355500
06071004503,175400
06071004504,1016100
06071004505,861800
06071004507,1071300
06071004509,761800
06071004510,783900
06071004601,1432100
06071004603,1303000
06071004604,816700
06071004700,563500
06071004800,489400
06071004900,957900
06071005100,1307400
06071005200,796400
06071005300,769600
06071005400,1139200
06071005500,1697600
06071005600,1320200
06071005701,375800
06071005800,815000
06071006100,1507500
06071006201,313900
06071006203,1167500
06071006204,1095900
06071006301,964100
06071006302,1397600
06071006401,283300
06071006402,798300
06071006500,1477600
06071006601,564100
06071006603,317600
06071006604,371700
06071006700,589300
06071007000,1579000
06071007104,287700
06071007105,590000
06071007106,633600
06071007107,810000
06071007108,976000
06071007109,2128500
06071007110,803800
06071007200,971400
06071007302,1639300
06071007303,1536500
06071007305,1328500
06071007306,1943100
06071007403,1368600
06071007404,375800
06071007407,589200
06071007408,720200
06071007409,605000
06071007410,1041100
06071007601,1020600
06071007603,835300
06071007604,508200
06071007800,2568400
06071007901,435400
06071007903,349600
06071007904,248300
06071008001,1019200
06071008002,1301100
06071008100,1195100
06071008200,1602500
06071008301,1536500
06071008302,211000
06071008401,1556900
06071008402,407400
06071008403,433100
06071008404,938600
06071008500,433000
06071008601,1059600
06071008602,425200
06071008703,285200
06071008704,687100
06071008705,1000600
06071008706,757000
06071008708,300700
06071008709,622600
06071008710,713000
06071008800,1141600
06071008901,137000
06071009107,459300
06071009108,544700
06071009109,433000
06071009110,1821900
06071009112,951100
06071009114,1436800
06071009116,1158700
06071009117,771400
06071009118,3089200
06071009119,218500
06071009201,652100
06071009202,238400
06071009300,149900
06071009400,710200
06071009500,1119600
06071009707,952400
06071009708,405400
06071009709,869700
06071009710,1082400
06071009711,1075000
06071009712,854500
06071009713,680800
06071009714,396400
06071009715,571200
06071009716,1332800
06071009717,307000
06071009800,818200
06071009904,2890900
06071009905,816800
06071009906,689400
06071009908,676700
06071009910,805000
06071009911,786300
06071009912,1031700
06071009913,856700
06071010004,1298500
06071010009,241500
06071010010,740700
06071010011,712900
06071010012,472900
06071010013,816000
06071010014,671600
06071010015,472800
06071010016,665000
06071010017,1032600
06071010018,897400
06071010019,582400
06071010020,1590000
06071010021,569700
06071010022,421300
06071010023,477300
06071010024,389400
06071010025,1362200
06071010026,1922100
06071010300,310800
06071010402,1715500
06071010409,328700
06071010410,246700
06071010411,1256000
06071010412,1165300
06071010413,776200
06071010415,1081400
06071010416,391900
06071010417,230900
06071010419,721600
06071010420,708700
06071010421,1449400
06071010422,312900
06071010423,296000
06071010424,202300
06071010700,447300
06071010802,620700
06071010803,298900
06071010804,479300
06071010901,503600
06071010902,294600
06071011001,405000
06071011002,81400
06071011101,539800
06071011102,194600
06071011203,228300
06071011204,236800
06071011205,322300
06071011206,217800
06071011300,118600
06071011401,779500
06071011403,641300
06071011404,634800
06071011500,256400
06071011600,1031500
06071011700,172300
06071011800,752600
06071011900,343900
06071012001,662000
06071012002,639400
06071012101,686600
06071012103,262600
06071012104,373400
06071012200,710300
06071012300,.
06071012400,377000
06071012500,598700
06071012700,381200
06071025000,3016000
06071025100,118600
06071940100,62000
06071980100,.
06071980200,.
06073000100,250300
06073000201,788800
06073000202,2277800
06073000300,2979700
06073000400,2390600
06073000500,1458400
06073000600,1770300
06073000700,2461600
06073000800,2402900
06073000900,3018600
06073001000,2378200
06073001100,1752900
06073001200,2918300
06073001300,3644600
06073001400,1502300
06073001500,1504800
06073001600,2091100
06073001700,2060300
06073001800,2461900
06073001900,941800
06073002001,820700
06073002002,737100
06073002100,2248600
06073002201,1134500
06073002202,1628100
06073002301,1243900
06073002302,2130100
06073002401,1571900
06073002402,1522600
06073002501,1030100
06073002502,1272200
06073002601,1365700
06073002602,1045700
06073002702,2046200
06073002703,1444400
06073002705,701500
06073002707,1410800
06073002708,1742500
06073002709,1038000
06073002710,974800
06073002711,939500
06073002712,879300
06073002801,695000
06073002803,1791300
06073002804,1001600
06073002902,2207100
06073002903,760100
06073002904,2713600
06073002905,1766800
06073003001,390600
06073003003,783100
06073003004,853800
06073003101,283800
06073003103,625100
06073003105,519000
06073003107,655100
06073003108,494600
06073003109,416400
06073003111,1239600
06073003112,365900
06073003113,382500
06073003114,301100
06073003115,677100
06073003201,1753000
06073003202,496800
06073003204,365200
06073003207,1607500
06073003208,1467200
06073003209,1273200
06073003211,294000
06073003212,296200
06073003213,327000
06073003214,766100
06073003301,818300
06073003303,1018600
06073003304,791500
06073003305,1018600
06073003401,1128800
06073003403,702700
06073003404,797700
06073003501,833100
06073003502,938300
06073003601,491400
06073003602,554200
06073003603,874200
06073003800,.
06073003901,806200
06073003902,800500
06073004000,967800
06073004100,3146900
06073004200,902900
06073004300,1417200
06073004400,1431800
06073004501,1360000
06073004600,1200700
06073004700,688600
06073004800,849000
06073004900,1254400
06073005000,536300
06073005100,3448200
06073005200,4993000
06073005300,2789300
06073005400,4418900
06073005500,.
06073005600,3508200
06073005700,819700
06073005800,3334100
06073005900,2194900
06073006000,1885100
06073006100,1013400
06073006200,.
06073006300,.
06073006500,1618600
06073006600,963300
06073006801,1174700
06073006802,2817200
06073006900,1304600
06073007002,394000
06073007100,1623200
06073007200,810500
06073007301,3174400
06073007302,479600
06073007400,2946500
06073007501,2520200
06073007502,1953500
06073007600,2551100
06073007701,2678700
06073007702,2341600
06073007800,3342700
06073007903,2546000
06073007905,1795600
06073007907,2228100
06073007908,2036300
06073007910,2250500
06073008002,663700
06073008003,2389600
06073008006,2512300
06073008101,2168500
06073008102,853300
06073008200,2207800
06073008301,667300
06073008303,431600
06073008305,850200
06073008306,385900
06073008307,634400
06073008310,1218800
06073008311,383000
06073008312,1413700
06073008313,205500
06073008324,2055600
06073008327,2534900
06073008328,536500
06073008329,3778100
06073008330,1223300
06073008331,518200
06073008333,5331500
06073008335,1869500
06073008336,200500
06073008337,441700
06073008339,1150700
06073008340,6553200
06073008341,6290000
06073008343,2643100
06073008344,950300
06073008345,1978100
06073008346,795400
06073008347,969500
06073008348,1059400
06073008349,730500
06073008350,1917000
06073008351,1314400
06073008352,832300
06073008353,894000
06073008354,3136900
06073008355,679000
06073008356,998400
06073008357,1003100
06073008358,1269200
06073008359,2492900
06073008360,1794800
06073008361,1479200
06073008362,1618400
06073008363,3655400
06073008364,3781800
06073008365,295500
06073008366,810400
06073008501,1242100
06073008502,1350000
06073008503,1605500
06073008504,1217900
06073008505,1096800
06073008506,857300
06073008507,2178500
06073008509,1717500
06073008510,2097100
06073008511,1925400
06073008512,657100
06073008513,441200
06073008600,1549700
06073008701,1660400
06073008702,1643600
06073008800,1949700
06073008901,2273300
06073008902,1228100
06073009000,1321000
06073009101,904000
06073009102,2010100
06073009103,1018200
06073009104,360700
06073009106,521200
06073009107,2382400
06073009201,2769200
06073009202,2325200
06073009301,1504200
06073009304,6950600
06073009305,2319900
06073009306,2015900
06073009400,1084400
06073009502,1143900
06073009504,836200
06073009505,1705600
06073009506,823500
06073009507,1103500
06073009509,2486900
06073009510,2971100
06073009511,2385800
06073009602,933500
06073009603,2605700
06073009604,942900
06073009703,577200
06073009704,971300
06073009705,604500
06073009706,669800
06073009801,1456900
06073009802,1643100
06073009804,411800
06073009805,1021700
06073009901,.
06073009902,.
06073010001,465900
06073010003,314800
06073010004,367300
06073010005,899100
06073010009,1346500
06073010010,859000
06073010011,458500
06073010012,1164300
06073010013,1270400
06073010014,3512200
06073010015,345000
06073010103,1210500
06073010104,735000
06073010106,834300
06073010107,677200
06073010109,421800
06073010110,1202600
06073010111,570500
06073010112,1500800
06073010200,2056100
06073010300,917000
06073010401,715000
06073010402,1895100
06073010501,377300
06073010502,1913800
06073010601,938100
06073010800,1374400
06073010900,690600
06073011000,2420800
06073011100,2231000
06073011300,99300
06073011601,1657600
06073011602,961200
06073011700,1753900
06073011801,814700
06073011802,1586400
06073011902,929800
06073012002,705300
06073012003,555100
06073012101,341900
06073012102,487800
06073012200,502000
06073012302,561000
06073012303,1323500
06073012304,879800
06073012401,928100
06073012402,1747500
06073012501,735600
06073012502,1335900
06073012600,1115500
06073012700,1752800
06073012800,985000
06073012900,309400
06073013000,1279100
06073013102,1819600
06073013103,503000
06073013104,1977300
06073013203,1847900
06073013204,774200
06073013205,456800
06073013206,1515700
06073013301,666400
06073013302,543200
06073013303,744300
06073013306,791500
06073013307,498000
06073013308,647500
06073013309,732600
06073013310,6227100
06073013311,2159800
06073013312,326500
06073013313,1846400
06073013314,2896500
06073013401,358200
06073013409,1101700
06073013410,932600
06073013411,563100
06073013412,946300
06073013414,1175700
06073013415,212400
06073013416,502800
06073013417,133800
06073013418,983200
06073013419,1087200
06073013420,1174400
06073013421,772900
06073013503,1387800
06073013504,508800
06073013505,1286100
06073013506,529600
06073013601,903800
06073013604,1499700
06073013605,223400
06073013606,2714200
06073013701,246100
06073013702,1173700
06073013801,881400
06073013802,727800
06073013903,868600
06073013905,217900
06073013906,1045000
06073013907,1032600
06073013908,775100
06073013909,531900
06073014001,1021400
06073014002,286300
06073014101,304400
06073014102,440600
06073014200,726400
06073014300,710600
06073014400,1456900
06073014500,1131400
06073014601,1371300
06073014602,1051600
06073014700,1990100
06073014803,2969500
06073014804,841700
06073014805,1485400
06073014806,1147800
06073014901,1529900
06073014902,1114800
06073015000,3093400
06073015100,1219400
06073015200,307700
06073015301,664300
06073015302,610500
06073015403,203800
06073015404,1811800
06073015405,720300
06073015406,115700
06073015501,449900
06073015502,143800
06073015601,1170800
06073015602,118700
06073015701,1863400
06073015703,1945800
06073015704,898600
06073015801,1151700
06073015802,1522900
06073015901,1052800
06073015902,1297600
06073016000,506000
06073016100,1723500
06073016201,699100
06073016202,1613700
06073016301,1413100
06073016302,1326900
06073016401,538400
06073016402,1754300
06073016502,2211300
06073016503,718600
06073016504,2406800
06073016605,1472500
06073016606,501400
06073016607,1167100
06073016608,231300
06073016609,623800
06073016610,601000
06073016612,837500
06073016613,160900
06073016614,549300
06073016615,590100
06073016616,1112100
06073016617,724600
06073016701,1974900
06073016702,1984400
06073016802,515000
06073016804,1946100
06073016806,774300
06073016807,573800
06073016809,654200
06073016810,293300
06073016811,498400
06073016901,447500
06073016902,294200
06073017006,281100
06073017009,744500
06073017010,217300
06073017014,1022000
06073017015,1993200
06073017018,1606900
06073017019,647900
06073017020,316700
06073017021,90400
06073017022,1133300
06073017029,1097000
06073017030,3881800
06073017031,846000
06073017032,3186500
06073017033,845600
06073017034,1528200
06073017035,1118700
06073017036,784300
06073017037,1456600
06073017039,2231500
06073017040,426400
06073017041,901800
06073017042,2130200
06073017043,1504800
06073017044,659600
06073017045,184200
06073017046,385500
06073017047,400700
06073017048,1395900
06073017049,617100
06073017050,506100
06073017051,1360600
06073017052,1935100
06073017053,179900
06073017054,756500
06073017055,1425100
06073017056,2086400
06073017104,899200
06073017106,496800
06073017107,261900
06073017108,591100
06073017109,1008600
06073017110,1739600
06073017200,2307200
06073017303,949400
06073017304,3359000
06073017305,477700
06073017306,302300
06073017401,2918100
06073017403,1089500
06073017404,1788000
06073017501,1266300
06073017502,1044300
06073017601,1380100
06073017603,513200
06073017604,2707600
06073017701,1735200
06073017702,1183300
06073017801,1871400
06073017808,1296900
06073017809,405200
06073017810,1819200
06073017811,2466900
06073017813,868500
06073017900,3566900
06073018000,2652700
06073018100,1626800
06073018200,2645600
06073018300,1500300
06073018400,1623500
06073018504,1484500
06073018507,1733000
06073018509,1558400
06073018510,411700
06073018511,1316800
06073018512,1371800
06073018513,3048400
06073018514,2166300
06073018515,1585900
06073018516,1032800
06073018517,1864800
06073018518,528000
06073018519,924500
06073018601,708500
06073018603,2179200
06073018608,325900
06073018609,953800
06073018610,1638200
06073018611,1493700
06073018612,757700
06073018613,1178200
06073018614,1409000
06073018700,13632900
06073018801,136500
06073018802,965900
06073018803,710900
06073018903,924400
06073018904,1266300
06073018905,1167000
06073018906,1287300
06073019001,367300
06073019002,194300
06073019101,860100
06073019103,489200
06073019105,724800
06073019106,652700
06073019107,183400
06073019203,350700
06073019205,1359000
06073019206,988300
06073019207,1925000
06073019208,389300
06073019301,846300
06073019302,2372800
06073019303,999600
06073019403,496700
06073019404,435500
06073019405,1217900
06073019406,781700
06073019501,810500
06073019502,1396700
06073019503,1575500
06073019601,1409100
06073019602,652200
06073019701,2163900
06073019702,749600
06073019803,1909500
06073019804,546200
06073019805,1065300
06073019806,1879500
06073019808,1336600
06073019809,202500
06073019902,799200
06073019903,663500
06073019904,2725000
06073019905,1570100
06073020013,1689200
06073020014,2346900
06073020015,1201400
06073020016,1390300
06073020017,1089200
06073020018,1302200
06073020019,900100
06073020020,639500
06073020021,1049100
06073020022,1401200
06073020023,438400
06073020024,833600
06073020025,1457200
06073020026,868000
06073020027,2440700
06073020028,1232300
06073020029,1962200
06073020103,1048000
06073020105,1200400
06073020106,498700
06073020107,404300
06073020108,1677600
06073020109,791300
06073020202,1785500
06073020206,1019100
06073020207,1212100
06073020208,244700
06073020209,1248000
06073020210,866700
06073020211,1925900
06073020213,1287300
06073020214,1830800
06073020304,678300
06073020305,857100
06073020306,2410000
06073020307,835800
06073020308,2438800
06073020309,743200
06073020401,249800
06073020403,576700
06073020404,1598200
06073020405,25800
06073020500,1092900
06073020601,1493300
06073020602,1411800
06073020705,225000
06073020706,393700
06073020707,1591300
06073020708,528700
06073020709,619900
06073020710,124200
06073020801,396900
06073020805,653900
06073020806,1123800
06073020807,197000
06073020809,850700
06073020810,394100
06073020811,741500
06073020902,154200
06073020903,208400
06073020904,186800
06073021000,272500
06073021100,632000
06073021202,156900
06073021204,43100
06073021205,1920400
06073021206,273600
06073021302,155500
06073021303,883300
06073021304,250300
06073021400,3208100
06073021500,943400
06073021600,1428400
06073021800,858600
06073021900,463000
06073022000,1124500
06073022100,2824800
06073990100,.
06075010100,3081100
06075010200,3619300
06075010300,2997900
06075010400,3329000
06075010500,2873800
06075010600,2075000
06075010700,2047000
06075010800,3306400
06075010900,4163600
06075011000,4099600
06075011100,4593400
06075011200,2304500
06075011300,1391900
06075011700,1131900
06075011800,616700
06075011901,1863200
06075011902,2706700
06075012000,3020700
06075012100,3287600
06075012201,3909500
06075012202,1918100
06075012301,1074900
06075012302,2736100
06075012401,2541000
06075012402,3203600
06075012501,1709500
06075012502,1283500
06075012601,2939400
06075012602,3075000
06075012700,3424100
06075012800,3361300
06075012901,2426900
06075012902,3235400
06075013000,4796100
06075013101,4732100
06075013102,2838300
06075013200,3487100
06075013300,1885000
06075013400,2921800
06075013500,2147700
06075015100,2249700
06075015200,3499900
06075015300,1476800
06075015400,4586000
06075015500,2987500
06075015600,1965500
06075015700,4147000
06075015801,1684400
06075015802,2054500
06075015900,3190500
06075016000,1983100
06075016100,2828000
06075016200,2734500
06075016300,2966500
06075016400,2927400
06075016500,3365100
06075016600,3786300
06075016700,3417000
06075016801,2653000
06075016802,2468900
06075016900,1946300
06075017000,2312800
06075017101,2129200
06075017102,2306900
06075017601,6070500
06075017700,1135400
06075017801,2136700
06075017802,2631400
06075017902,943800
06075018000,1454400
06075020100,3213600
06075020200,3448100
06075020300,2581200
06075020401,1685400
06075020402,3865500
06075020500,1783600
06075020600,3206300
06075020700,3912700
06075020800,3601800
06075020900,2473400
06075021000,3142600
06075021100,2238300
06075021200,1370300
06075021300,1111800
06075021400,2178300
06075021500,2976300
06075021600,1560700
06075021700,812200
06075021800,1543600
06075022600,1772600
06075022702,1381800
06075022704,1551500
06075022801,2486000
06075022802,850900
06075022803,1710200
06075022901,2049000
06075022902,981300
06075022903,1318100
06075023001,368600
06075023003,350700
06075023102,807400
06075023103,630500
06075023200,825400
06075023300,455900
06075023400,344400
06075025100,698200
06075025200,1702500
06075025300,1891400
06075025401,1493500
06075025402,626200
06075025403,918300
06075025500,1577400
06075025600,553300
06075025701,920400
06075025702,944800
06075025800,439800
06075025900,680200
06075026001,1081400
06075026002,509500
06075026003,836200
06075026004,831600
06075026100,1559400
06075026200,996200
06075026301,786900
06075026302,911700
06075026303,960500
06075026401,386300
06075026402,851700
06075026403,887700
06075026404,451800
06075030101,2735100
06075030102,2495800
06075030201,2445800
06075030202,2904000
06075030301,1947100
06075030302,558100
06075030400,800300
06075030500,375100
06075030600,335800
06075030700,1380200
06075030800,1265800
06075030900,289400
06075031000,610500
06075031100,1700800
06075031201,1773700
06075031202,457300
06075031301,489900
06075031302,1103200
06075031400,1002700
06075032601,2009700
06075032602,1798000
06075032700,1450000
06075032801,1378000
06075032802,1420900
06075032901,851500
06075032902,836100
06075033000,2094700
06075033100,444400
06075033201,1061900
06075033203,3126100
06075033204,3412700
06075035100,2556100
06075035201,1143500
06075035202,2068500
06075035300,1420800
06075035400,1314100
06075040100,2666500
06075040200,2633500
06075042601,2323900
06075042602,1928000
06075042700,2785100
06075042800,471400
06075045100,2551400
06075045200,3788700
06075047600,2548100
06075047701,1939700
06075047702,1539600
06075047801,1340200
06075047802,1489600
06075047901,1883600
06075047902,1535000
06075060100,3976300
06075060400,1317300
06075060502,551400
06075060700,8877300
06075061000,1679300
06075061100,1314600
06075061200,977200
06075061400,2320300
06075061500,11928100
06075980200,54800
06075980300,119900
06075980401,.
06075980501,78500
06075980600,58600
06075980900,230300
06075990100,.
06077000100,1002500
06077000300,521900
06077000401,701800
06077000402,927500
06077000500,456600
06077000600,420100
06077000700,647700
06077000801,966100
06077000900,1139600
06077001000,905300
06077001101,968300
06077001102,920200
06077001200,606300
06077001300,1007500
06077001400,846100
06077001500,975800
06077001600,373000
06077001700,668500
06077001800,642300
06077001900,894700
06077002000,528400
06077002100,662500
06077002201,393800
06077002202,612200
06077002300,844900
06077002401,607300
06077002402,262400
06077002503,303700
06077002504,443000
06077002701,838000
06077002702,507100
06077002800,772800
06077003106,773900
06077003108,1167100
06077003109,1012900
06077003110,1115100
06077003111,1208300
06077003112,578000
06077003113,1593800
06077003114,1803600
06077003203,346700
06077003205,631400
06077003208,1947800
06077003209,240400
06077003210,823900
06077003213,761700
06077003214,291400
06077003215,1341200
06077003216,407000
06077003217,810300
06077003305,602300
06077003306,805200
06077003307,1166100
06077003308,379000
06077003310,809600
06077003311,572600
06077003312,654400
06077003313,866300
06077003403,547000
06077003404,931900
06077003405,694300
06077003406,899700
06077003407,625900
06077003409,698400
06077003410,1177000
06077003500,2008600
06077003601,265800
06077003602,357400
06077003700,449600
06077003801,1757700
06077003802,1206800
06077003803,548400
06077003900,51900
06077004001,211700
06077004002,1925200
06077004102,518500
06077004104,266200
06077004105,659000
06077004106,123600
06077004201,1076000
06077004202,90800
06077004203,979800
06077004204,565000
06077004302,1142000
06077004303,748700
06077004305,1613800
06077004307,877700
06077004308,730500
06077004402,742800
06077004403,753100
06077004404,599500
06077004501,432700
06077004502,736800
06077004600,465900
06077004701,301400
06077004703,250000
06077004704,382300
06077004800,428900
06077004901,1136200
06077004902,640900
06077005001,878900
06077005003,440600
06077005004,907900
06077005106,556700
06077005108,1045600
06077005109,929600
06077005110,1350800
06077005113,1304900
06077005114,1014200
06077005119,1161800
06077005122,697300
06077005123,902500
06077005124,871800
06077005125,342300
06077005126,741800
06077005127,593600
06077005129,288500
06077005130,443600
06077005131,359600
06077005132,591400
06077005133,755800
06077005134,936400
06077005135,809300
06077005202,690400
06077005206,3840500
06077005207,1818500
06077005208,832500
06077005209,947400
06077005210,2206600
06077005302,1323400
06077005303,1228900
06077005305,1535200
06077005307,890900
06077005308,820100
06077005403,861600
06077005405,704900
06077005406,710500
06077005501,248600
06077005502,218800
06079010002,372800
06079010016,785900
06079010101,251900
06079010102,2302500
06079010201,717800
06079010202,576500
06079010204,1222900
06079010205,839400
06079010300,1167300
06079010403,704500
06079010404,283200
06079010503,1298600
06079010504,624500
06079010602,1060400
06079010603,443800
06079010701,1079400
06079010703,739300
06079010707,998500
06079010901,943500
06079010902,2100100
06079011001,1447400
06079011002,1179900
06079011101,1824900
06079011102,2344900
06079011103,898300
06079011200,3483400
06079011300,2371400
06079011400,.
06079011501,382400
06079011503,610200
06079011504,68900
06079011600,539600
06079011701,1040000
06079011704,1389700
06079011800,709700
06079011901,490600
06079011902,1786500
06079012000,2436500
06079012102,1507900
06079012200,1388800
06079012302,631200
06079012304,1892700
06079012401,630200
06079012402,1683800
06079012502,1173900
06079012503,1570700
06079012505,781900
06079012600,1492200
06079012702,745700
06079012704,958400
06079012800,78200
